year,country_name,cn,ccode,Pct CAB,current,Regime Type,idc,ldc,emg,eap,eca,mena,sa,we,na,ssa,lac,oil,emg2,fc,ez,euro_start,Regime,Phi0,Phi1,current_phi,Country,opn,tr,tr_g,tr_imp,reserves_st_debt,st_debt,current_v,exch_rate,mscps,dcps,pop,ccode_2,ae,emde,emde_excl_China,eap_emde,eca_emde,sar_emde,ssa_emde,lac_emde,mna_emde,com_imp_emde,com_exp_emde,world,eap_excl_china,mna_oil_exp,mna_oil_imp,ssa_ind_com_exp,ssa_other_emde,bric,euro,emde_excl_BRIC,com_im_no_bric,com_ex_no_bric,emde_tre,emde_ergy_exp,emde_mtl_exp,natl_saving,rypc_ppp,gsur,country_name_2,kaopen,ka_open,reer,d_reer,d_reer_sd5,d_reer_mn5,d_reer_var5,cv5_d_reer,fd,trend_fd,fd_gap,mineral,fuel,food,manufact,commod_exp,man_dummy,food_dummy,fuel_dummy,cab_def
1985-01-01,argentina,213,ARG,-0.49201472,-0.0107996640726924,Unit root,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.387064184,-0.06880437,-0.06880437,Argentina,0.180094242095947,4702644000,3273000000,5.00236940383911,9.19261932373047,143.140884399414,-952000000,6.02000000071712e-05,0.169285833835602,0.173641413450241,30336441,ARG,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.172409996390343,18284.15625,-0.0534863322973251,Argentina,-1.24815011024475,0.162561476230621,109.089996337891,0.890833735466003,0.487545192241669,0.3082335293293,0.220367595553398,1.58173966407776,-1.77616667747498,-1.51946127414703,-0.256705403327942,0.0172413811087608,0.0730702355504036,0.660707831382751,0.213522508740425,0.751019418239594,0,1,0,1
1986-01-01,argentina,213,ARG,-1.72932647,-0.0270042102783918,Unit root,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.387064184,-0.06880437,-0.06880437,Argentina,0.144860327243805,4427405700,2718000000,4.54015302658081,8.40303897857666,99.6039886474609,-2859000000,9.4299997726921e-05,0.165215536952019,0.169072300195694,30811980,ARG,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.162149995565414,19342.123046875,-0.0239741187542677,Argentina,-1.24815011024475,0.162561476230621,120.48999786377,0.504148006439209,0.493764489889145,0.329513430595398,0.465808242559433,1.49846541881561,-1.80050432682037,-1.53702700138092,-0.263477325439453,0.0182566661387682,0.0224125999957323,0.666284799575806,0.262647271156311,0.706954061985016,0,1,0,1
1987-01-01,argentina,213,ARG,-1.737628961,-0.0389207378029823,Unit root,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.387064184,-0.06880437,-0.06880437,Argentina,0.154489696025848,3733969300,1617000000,3.54687190055847,6.35865020751953,94.6176834106445,-4235000000,0.000214429994230159,0.209234520792961,0.212973162531853,31291762,ARG,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.145329996943474,19607.970703125,-0.0269261915236712,Argentina,-1.24815011024475,0.162561476230621,101.650001525879,1.25219202041626,0.599236845970154,0.267891079187393,1.04108250141144,2.23686742782593,-1.56429958343506,-1.55506956577301,-0.00923001766204834,0.0241126827895641,0.0134305050596595,0.610593438148499,0.315745741128922,0.648136675357819,0,1,0,1
1988-01-01,argentina,213,ARG,-0.5757342525,-0.0123886596411467,Unit root,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.387064184,-0.06880437,-0.06880437,Argentina,0.157434582710266,5157480787,3363457537,4.78578472137451,8.73923492431641,110.866432189941,-1572000000,0.000875259982421994,0.200320601463318,0.203358367085457,31780532,ARG,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.155670002102852,18992.177734375,-0.0133895482867956,Argentina,-1.24815011024475,0.162561476230621,132.509994506836,1.78472065925598,1.02201282978058,1.81794083118439,1.33865964412689,0.56218159198761,-1.60783624649048,-1.57374346256256,-0.0340927839279175,.,.,.,.,.,0,0,0,1
1989-01-01,argentina,213,ARG,-4.951648373,-0.017029944807291,Unit root,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.387064184,-0.06880437,-0.06880437,Argentina,0.196377977728844,3216875258,1463302258,2.89049077033997,4.90838146209717,264.998321533203,-1305000000,0.0423339605331421,0.394377410411835,0.397174954414368,32270948,ARG,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.150710001587868,17445.23046875,-0.00661523919552565,Argentina,-1.24815011024475,0.162561476230621,58.7799987792969,-0.995312213897705,2.66056084632874,3.02112150192261,9.68927764892578,0.880653381347656,-0.930446922779083,-1.59329521656036,0.662848293781281,.,.,.,.,.,0,0,0,1
1990-01-01,argentina,213,ARG,8.400292725,0.0322031453251839,Unit root,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.387064184,-0.06880437,-0.06880437,Argentina,0.14990858733654,6222040363,4592335363,5.69957876205444,9.95883369445801,167.796981811523,4552000000,0.487589091062546,0.155276983976364,0.156016945838928,32755901,ARG,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.15472000837326,16857.3828125,-0.00327992509119213,Argentina,-1.24815011024475,0.162561476230621,212.699996948242,3.29878377914429,40.6729774475098,5.24981832504272,18.6200332641602,7.74750185012817,-1.86254477500916,-1.61431217193604,-0.24823260307312,.,.,.,.,.,0,0,0,0
1991-01-01,argentina,213,ARG,-0.335778255,-0.00341028906404972,Stationary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.387064184,-0.06880437,-0.387064184,Argentina,0.13753055036068,7462543636,6004650836,5.09620571136475,11.3632936477661,181.517242431641,-647000000,0.953554391860962,0.124655872583389,0.125872030854225,33230294,ARG,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.128889992833138,18378.50390625,-0.00532354693859816,Argentina,-1.24815011024475,0.162561476230621,192.830001831055,0.194131210446358,40.9405059814453,0.386759847402573,0.23238068819046,105.855110168457,-2.08219838142395,-1.63075387477875,-0.451444506645203,.,.,.,.,.,0,0,0,1
1992-01-01,argentina,213,ARG,-2.554473475,-0.0242494121193886,Stationary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.387064184,-0.06880437,-0.387064184,Argentina,0.147309809923172,11447031157,9989728907,5.7050609588623,16.6852626800537,141.314300537109,-5547754559,0.99064165353775,0.152507528662682,0.154453352093697,33693527,ARG,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.124099999666214,19998.408203125,-0.00032209960045293,Argentina,-1.24815011024475,0.162561476230621,218.929992675781,0.244883894920349,0.972500503063202,0.592721223831177,0.344961106777191,1.64073848724365,-1.88054132461548,-1.63906168937683,-0.241479635238647,0.0116809951141477,0.0883930623531342,0.610130429267883,0.261980444192886,0.710204482078552,0,1,0,1
1993-01-01,argentina,213,ARG,-3.520047525,-0.0346617810428143,Stationary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.387064184,-0.06880437,-0.387064184,Argentina,0.162231519818306,15499431244,13791118838,6.74386072158813,23.9627380371094,55.826057434082,-8205889940,0.998945832252502,0.180123060941696,0.182846054434776,34152717,ARG,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.139990001916885,20936.861328125,-0.000240000008489005,Argentina,1.28007066249847,0.76097971200943,228.179992675781,0.0524495542049408,0.377998501062393,0.114945232868195,0.0227342341095209,3.28850960731506,-1.71411502361298,-1.64019083976746,-0.07392418384552,0.0115900039672852,0.0941596403717995,0.552876114845276,0.31972461938858,0.658625721931458,0,1,0,1
1994-01-01,argentina,213,ARG,-4.409222325,-0.0426485911011696,Stationary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.387064184,-0.06880437,-0.387064184,Argentina,0.181343466043472,16003265688,14326930188,5.59678173065186,21.3109607696533,44.8090362548828,-10979452970,0.999008357524872,0.199549451470375,0.202805787324905,34613491,ARG,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.139890000224113,21876.431640625,-0.0125000001862645,Argentina,1.53252625465393,0.820734798908234,218.880004882812,0.229756474494934,0.175868600606918,0.0512600019574165,0.0153539199382067,3.43091297149658,-1.6116931438446,-1.63751292228699,0.0258197784423828,0.0131190922111273,0.104211814701557,0.518166363239288,0.328707337379456,0.635497272014618,0,1,0,1
1995-01-01,argentina,213,ARG,-1.998478825,-0.0198346022516489,Stationary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.387064184,-0.06880437,-0.387064184,Argentina,0.197714239358902,15979453702,14287809202,5.47248268127441,16.1779365539551,133.639251708984,-5117957254,0.999750018119812,0.196796223521233,0.199606075882912,35070020,ARG,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.176620006561279,20993.650390625,-0.0207500010728836,Argentina,1.7849817276001,0.880489826202393,210.539993286133,0.066098764538765,0.124132357537746,0.0549586229026318,0.0104858800768852,2.25865125656128,-1.62558650970459,-1.63513720035553,0.00955069065093994,0.0163191817700863,0.103398501873016,0.497881889343262,0.338858008384705,0.617599546909332,0,1,0,1
1996-01-01,argentina,213,ARG,-2.5561366,-0.0248759295791388,Stationary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.387064184,-0.06880437,-0.387064184,Argentina,0.21506467461586,19719017351,18103917851,5.89789533615112,17.7416229248047,119.161399841309,-6769978160,0.999662518501282,0.198760434985161,0.201870024204254,35513793,ARG,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.150509998202324,21891.73828125,-0.0281100012362003,Argentina,0.959849774837494,0.685184895992279,209.160003662109,0.0758222341537476,0.110584273934364,0.0102462125942111,0.00710715958848596,10.7926979064941,-1.61565506458282,-1.63691544532776,0.0212603807449341,0.0116622885689139,0.12969009578228,0.51924341917038,0.300628960132599,0.660595774650574,0,1,0,1
