Year,country_name,cn,Regime,Regime Type,Phi0,Phi1,current_phi,Country,adv,emg,lid,g7,g20,adv_g20,emg_g20,ea,emg_mi_asia,emg_mi_europe,emg_mi_lam,emg_mi_n_africa,emg_mi_africa,lidc_asis,lidc_lam,lidc_sub_africa,lidc,lidc_oil,oil
2014,greece,174,1,Unit root,-0.585703695,-0.072454517,-0.072454517,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,greece,174,0,Stationary,-0.585703695,-0.072454517,-0.585703695,Greece,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1977,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1978,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1979,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1980,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1981,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1982,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1983,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1984,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1985,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1986,guatemala,258,1,Unit root,0.045798507,-0.082309558,-0.082309558,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1987,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1988,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1989,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1990,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1991,guatemala,258,1,Unit root,0.045798507,-0.082309558,-0.082309558,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1992,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1993,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1996,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1998,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,guatemala,258,1,Unit root,0.045798507,-0.082309558,-0.082309558,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,guatemala,258,0,Unit root,0.045798507,-0.082309558,0.045798507,Guatemala,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,hong kong  china,532,0,Explosive,0.322037052,-0.264983811,0.322037052,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,hong kong  china,532,0,Explosive,0.322037052,-0.264983811,0.322037052,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,hong kong  china,532,0,Explosive,0.322037052,-0.264983811,0.322037052,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,hong kong  china,532,0,Explosive,0.322037052,-0.264983811,0.322037052,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,hong kong  china,532,0,Explosive,0.322037052,-0.264983811,0.322037052,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,hong kong  china,532,1,Unit root,0.322037052,-0.264983811,-0.264983811,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,hong kong  china,532,0,Explosive,0.322037052,-0.264983811,0.322037052,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,hong kong  china,532,0,Explosive,0.322037052,-0.264983811,0.322037052,Hong Kong  China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,hungary,944,1,Stationary,0.086489761,-0.269401006,-0.269401006,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,hungary,944,0,Explosive,0.086489761,-0.269401006,0.086489761,Hungary,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,iceland,176,0,Unit root,-0.244021724,0.056541491,-0.244021724,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,iceland,176,0,Unit root,-0.244021724,0.056541491,-0.244021724,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,iceland,176,0,Unit root,-0.244021724,0.056541491,-0.244021724,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,iceland,176,0,Unit root,-0.244021724,0.056541491,-0.244021724,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,iceland,176,0,Unit root,-0.244021724,0.056541491,-0.244021724,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,iceland,176,0,Unit root,-0.244021724,0.056541491,-0.244021724,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,iceland,176,0,Unit root,-0.244021724,0.056541491,-0.244021724,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,iceland,176,0,Unit root,-0.244021724,0.056541491,-0.244021724,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,iceland,176,1,Unit root,-0.244021724,0.056541491,0.056541491,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,iceland,176,0,Unit root,-0.244021724,0.056541491,-0.244021724,Iceland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,india,534,1,Stationary,-0.164076098,-0.521044056,-0.521044056,India,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1961,india,534,1,Stationary,-0.164076098,-0.521044056,-0.521044056,India,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1962,india,534,1,Stationary,-0.164076098,-0.521044056,-0.521044056,India,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1963,india,534,1,Stationary,-0.164076098,-0.521044056,-0.521044056,India,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1964,india,534,1,Stationary,-0.164076098,-0.521044056,-0.521044056,India,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1965,india,534,1,Stationary,-0.164076098,-0.521044056,-0.521044056,India,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1966,india,534,1,Stationary,-0.164076098,-0.521044056,-0.521044056,India,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1967,india,534,1,Stationary,-0.164076098,-0.521044056,-0.521044056,India,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1968,india,534,1,Stationary,-0.164076098,-0.521044056,-0.521044056,India,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1969,india,534,1,Stationary,-0.164076098,-0.521044056,-0.521044056,India,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1970,india,534,1,Stationary,-0.164076098,-0.521044056,-0.521044056,India,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1971,india,534,1,Stationary,-0.164076098,-0.521044056,-0.521044056,India,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
