ccode,cn,country_name,Date,pct_cab,source
USA,111,united states,1960-Q1,0.2579941,1
USA,111,united states,1960-Q2,0.391809,1
USA,111,united states,1960-Q3,0.6128987,1
USA,111,united states,1960-Q4,0.8204414,1
USA,111,united states,1961-Q1,0.9093277,1
USA,111,united states,1961-Q2,0.6523324,1
USA,111,united states,1961-Q3,0.594718,1
USA,111,united states,1961-Q4,0.5738772,1
USA,111,united states,1962-Q1,0.4350073,1
USA,111,united states,1962-Q2,0.696242,1
USA,111,united states,1962-Q3,0.6311707,1
USA,111,united states,1962-Q4,0.4782126,1
USA,111,united states,1963-Q1,0.5424082,1
USA,111,united states,1963-Q2,0.7615696,1
USA,111,united states,1963-Q3,0.6337246,1
USA,111,united states,1963-Q4,0.8257664,1
USA,111,united states,1964-Q1,1.140602,1
USA,111,united states,1964-Q2,0.8999903,1
USA,111,united states,1964-Q3,0.9970652,1
USA,111,united states,1964-Q4,0.9533657,1
USA,111,united states,1965-Q1,0.7004834,1
USA,111,united states,1965-Q2,0.8638836,1
USA,111,united states,1965-Q3,0.6966288,1
USA,111,united states,1965-Q4,0.6679994,1
USA,111,united states,1966-Q1,0.4936323,1
USA,111,united states,1966-Q2,0.3920589,1
USA,111,united states,1966-Q3,0.2366899,1
USA,111,united states,1966-Q4,0.372494,1
USA,111,united states,1967-Q1,0.4150823,1
USA,111,united states,1967-Q2,0.3142584,1
USA,111,united states,1967-Q3,0.2602767,1
USA,111,united states,1967-Q4,0.2151028,1
USA,111,united states,1968-Q1,0.08621192,1
USA,111,united states,1968-Q2,0.1408475,1
USA,111,united states,1968-Q3,0.05847554,1
USA,111,united states,1968-Q4,-0.02107373,1
USA,111,united states,1969-Q1,0.04912734,1
USA,111,united states,1969-Q2,-0.05193158,1
USA,111,united states,1969-Q3,0.01864157,1
USA,111,united states,1969-Q4,0.1375528,1
USA,111,united states,1970-Q1,0.2359208,1
USA,111,united states,1970-Q2,0.3642581,1
USA,111,united states,1970-Q3,0.1896766,1
USA,111,united states,1970-Q4,0.08157206,1
USA,111,united states,1971-Q1,0.2406718,1
USA,111,united states,1971-Q2,-0.1414893,1
USA,111,united states,1971-Q3,-0.1820536,1
USA,111,united states,1971-Q4,-0.3941873,1
USA,111,united states,1972-Q1,-0.5502967,1
USA,111,united states,1972-Q2,-0.5334938,1
USA,111,united states,1972-Q3,-0.3982749,1
USA,111,united states,1972-Q4,-0.3401299,1
USA,111,united states,1973-Q1,0.04210557,1
USA,111,united states,1973-Q2,0.2469787,1
USA,111,united states,1973-Q3,0.7635451,1
USA,111,united states,1973-Q4,0.9166227,1
USA,111,united states,1974-Q1,0.4324008,1
USA,111,united states,1974-Q2,0.02875712,1
USA,111,united states,1974-Q3,-0.07563976,1
USA,111,united states,1974-Q4,0.1327766,1
USA,111,united states,1975-Q1,1.041262,1
USA,111,united states,1975-Q2,1.214152,1
USA,111,united states,1975-Q3,0.9544864,1
USA,111,united states,1975-Q4,1.092727,1
USA,111,united states,1976-Q1,0.5638052,1
USA,111,united states,1976-Q2,0.3558757,1
USA,111,united states,1976-Q3,-0.01781021,1
USA,111,united states,1976-Q4,0.03370776,1
USA,111,united states,1977-Q1,-0.5404677,1
USA,111,united states,1977-Q2,-0.5897148,1
USA,111,united states,1977-Q3,-0.5205637,1
USA,111,united states,1977-Q4,-1.083414,1
USA,111,united states,1978-Q1,-1.274764,1
USA,111,united states,1978-Q2,-0.6479579,1
USA,111,united states,1978-Q3,-0.612429,1
USA,111,united states,1978-Q4,-0.109651,1
USA,111,united states,1979-Q1,-0.06712551,1
USA,111,united states,1979-Q2,-0.1066668,1
USA,111,united states,1979-Q3,0.1384034,1
USA,111,united states,1979-Q4,-0.01439122,1
USA,111,united states,1980-Q1,-0.4959421,1
USA,111,united states,1980-Q2,-0.1345558,1
USA,111,united states,1980-Q3,0.6067601,1
USA,111,united states,1980-Q4,0.3192704,1
USA,111,united states,1981-Q1,0.1232953,1
USA,111,united states,1981-Q2,0.1553186,1
USA,111,united states,1981-Q3,0.2552897,1
USA,111,united states,1981-Q4,0.09253789,1
USA,111,united states,1982-Q1,-0.03481658,1
USA,111,united states,1982-Q2,0.4548658,1
USA,111,united states,1982-Q3,-0.4800491,1
USA,111,united states,1982-Q4,-0.5874399,1
USA,111,united states,1983-Q1,-0.289859,1
USA,111,united states,1983-Q2,-0.8754773,1
USA,111,united states,1983-Q3,-1.398794,1
USA,111,united states,1983-Q4,-1.627952,1
USA,111,united states,1984-Q1,-2.142243,1
USA,111,united states,1984-Q2,-2.338288,1
USA,111,united states,1984-Q3,-2.290164,1
USA,111,united states,1984-Q4,-2.56369,1
USA,111,united states,1985-Q1,-2.223931,1
USA,111,united states,1985-Q2,-2.671921,1
USA,111,united states,1985-Q3,-2.854308,1
USA,111,united states,1985-Q4,-3.118566,1
USA,111,united states,1986-Q1,-3.035475,1
USA,111,united states,1986-Q2,-3.140975,1
USA,111,united states,1986-Q3,-3.303102,1
USA,111,united states,1986-Q4,-3.368754,1
USA,111,united states,1987-Q1,-3.326023,1
USA,111,united states,1987-Q2,-3.327813,1
USA,111,united states,1987-Q3,-3.286195,1
USA,111,united states,1987-Q4,-3.297288,1
USA,111,united states,1988-Q1,-2.598035,1
USA,111,united states,1988-Q2,-2.227036,1
USA,111,united states,1988-Q3,-2.114319,1
USA,111,united states,1988-Q4,-2.325174,1
USA,111,united states,1989-Q1,-2.067914,1
USA,111,united states,1989-Q2,-1.793722,1
USA,111,united states,1989-Q3,-1.548628,1
USA,111,united states,1989-Q4,-1.654708,1
USA,111,united states,1990-Q1,-1.610571,1
USA,111,united states,1990-Q2,-1.310329,1
USA,111,united states,1990-Q3,-1.432192,1
USA,111,united states,1990-Q4,-0.9497841,1
USA,111,united states,1991-Q1,0.6599308,1
USA,111,united states,1991-Q2,0.1648479,1
USA,111,united states,1991-Q3,-0.2698061,1
USA,111,united states,1991-Q4,-0.3448617,1
USA,111,united states,1992-Q1,-0.3918843,1
USA,111,united states,1992-Q2,-0.7349983,1
USA,111,united states,1992-Q3,-0.8956177,1
USA,111,united states,1992-Q4,-1.124835,1
USA,111,united states,1993-Q1,-0.878347,1
USA,111,united states,1993-Q2,-1.214815,1
USA,111,united states,1993-Q3,-1.238111,1
USA,111,united states,1993-Q4,-1.600174,1
USA,111,united states,1994-Q1,-1.404284,1
USA,111,united states,1994-Q2,-1.577385,1
USA,111,united states,1994-Q3,-1.724604,1
USA,111,united states,1994-Q4,-1.955391,1
USA,111,united states,1995-Q1,-1.671512,1
USA,111,united states,1995-Q2,-1.689118,1
USA,111,united states,1995-Q3,-1.404481,1
USA,111,united states,1995-Q4,-1.191212,1
USA,111,united states,1996-Q1,-1.394935,1
USA,111,united states,1996-Q2,-1.4859,1
USA,111,united states,1996-Q3,-1.773764,1
USA,111,united states,1996-Q4,-1.522318,1
USA,111,united states,1997-Q1,-1.72572,1
USA,111,united states,1997-Q2,-1.352205,1
USA,111,united states,1997-Q3,-1.510685,1
USA,111,united states,1997-Q4,-1.967897,1
USA,111,united states,1998-Q1,-1.985185,1
USA,111,united states,1998-Q2,-2.289887,1
USA,111,united states,1998-Q3,-2.58254,1
USA,111,united states,1998-Q4,-2.617777,1
USA,111,united states,1999-Q1,-2.585638,1
USA,111,united states,1999-Q2,-2.853475,1
USA,111,united states,1999-Q3,-3.143675,1
USA,111,united states,1999-Q4,-3.300348,1
USA,111,united states,2000-Q1,-3.790054,1
USA,111,united states,2000-Q2,-3.762476,1
USA,111,united states,2000-Q3,-4.0501,1
USA,111,united states,2000-Q4,-4.073653,1
USA,111,united states,2001-Q1,-4.092976,1
USA,111,united states,2001-Q2,-3.594717,1
USA,111,united states,2001-Q3,-3.903937,1
USA,111,united states,2001-Q4,-3.311788,1
USA,111,united states,2002-Q1,-3.806111,1
USA,111,united states,2002-Q2,-4.212883,1
USA,111,united states,2002-Q3,-4.182578,1
USA,111,united states,2002-Q4,-4.483144,1
USA,111,united states,2003-Q1,-4.84555,1
USA,111,united states,2003-Q2,-4.573099,1
USA,111,united states,2003-Q3,-4.499308,1
USA,111,united states,2003-Q4,-4.331888,1
USA,111,united states,2004-Q1,-4.595617,1
USA,111,united states,2004-Q2,-5.155169,1
USA,111,united states,2004-Q3,-5.249833,1
USA,111,united states,2004-Q4,-5.788709,1
USA,111,united states,2005-Q1,-5.351928,1
USA,111,united states,2005-Q2,-5.591482,1
USA,111,united states,2005-Q3,-5.727707,1
USA,111,united states,2005-Q4,-6.291498,1
USA,111,united states,2006-Q1,-5.868186,1
USA,111,united states,2006-Q2,-5.960785,1
USA,111,united states,2006-Q3,-6.299612,1
USA,111,united states,2006-Q4,-5.520002,1
USA,111,united states,2007-Q1,-5.636464,1
USA,111,united states,2007-Q2,-5.369613,1
USA,111,united states,2007-Q3,-4.827096,1
USA,111,united states,2007-Q4,-4.543482,1
USA,111,united states,2008-Q1,-4.957904,1
USA,111,united states,2008-Q2,-4.838413,1
USA,111,united states,2008-Q3,-4.784053,1
USA,111,united states,2008-Q4,-4.277841,1
USA,111,united states,2009-Q1,-2.755254,1
USA,111,united states,2009-Q2,-2.422295,1
USA,111,united states,2009-Q3,-2.529857,1
USA,111,united states,2009-Q4,-2.78076,1
USA,111,united states,2010-Q1,-2.791378,1
USA,111,united states,2010-Q2,-2.983566,1
USA,111,united states,2010-Q3,-3.080756,1
USA,111,united states,2010-Q4,-2.628986,1
USA,111,united states,2011-Q1,-3.106834,1
USA,111,united states,2011-Q2,-3.070794,1
USA,111,united states,2011-Q3,-2.731651,1
USA,111,united states,2011-Q4,-2.7716,1
USA,111,united states,2012-Q1,-2.835606,1
USA,111,united states,2012-Q2,-2.714956,1
USA,111,united states,2012-Q3,-2.423254,1
USA,111,united states,2012-Q4,-2.323936,1
USA,111,united states,2013-Q1,-2.184574,1
USA,111,united states,2013-Q2,-2.131931,1
USA,111,united states,2013-Q3,-2.014694,1
USA,111,united states,2013-Q4,-1.722683,1
USA,111,united states,2014-Q1,-2.114557,1
USA,111,united states,2014-Q2,-1.990329,1
USA,111,united states,2014-Q3,-2.003771,1
USA,111,united states,2014-Q4,-2.2953,1
USA,111,united states,2015-Q1,-2.20101,1
USA,111,united states,2015-Q2,-2.176722,1
USA,111,united states,2015-Q3,-2.389506,1
USA,111,united states,2015-Q4,-2.162327,1
USA,111,united states,2016-Q1,-2.245825,1
USA,111,united states,2016-Q2,-2.147982,1
USA,111,united states,2016-Q3,-2.107953,1
USA,111,united states,2016-Q4,-1.931084,1
USA,111,united states,2017-Q1,-1.773084,1
USA,111,united states,2017-Q2,-2.138832,1
USA,111,united states,2017-Q3,-1.742096,1
USA,111,united states,2017-Q4,-1.845498,1
USA,111,united states,2018-Q1,-1.90713,1
USA,111,united states,2018-Q2,-1.829929,1
USA,111,united states,2018-Q3,-2.297236,1
USA,111,united states,2018-Q4,-2.472967,1
USA,111,united states,2019-Q1,-2.181341,1
USA,111,united states,2019-Q2,-2.187258,1
USA,111,united states,2019-Q3,-2.028957,1
USA,111,united states,2019-Q4,-1.813833,1
USA,111,united states,2020-Q1,-1.850766,1
USA,111,united states,2020-Q2,-3.016958,1
USA,111,united states,2020-Q3,-3.116117,1
USA,111,united states,2020-Q4,-3.287524,1
USA,111,united states,2021-Q1,-3.345646,1
USA,111,united states,2021-Q2,-3.615666,1
USA,111,united states,2021-Q3,-3.929322,1
USA,111,united states,2021-Q4,-3.749407,1
USA,111,united states,2022-Q1,-4.629202,1
USA,111,united states,2022-Q2,-4.078139,1
USA,111,united states,2022-Q3,-3.50988,1
USA,111,united states,2022-Q4,-3.391167,1
USA,111,united states,2023-Q1,-3.39165,1
USA,111,united states,2023-Q2,-3.389008,1
USA,111,united states,2023-Q3,-3.155912,1
USA,111,united states,2023-Q4,-3.135092,1
USA,111,united states,2024-Q1,-3.391705,1
USA,111,united states,2024-Q2,-3.814202,1
USA,111,united states,2024-Q3,-4.225088,1
USA,111,united states,2024-Q4,-4.090209,1
GBR,112,united kingdom,1960-Q1,-0.2645914,1
GBR,112,united kingdom,1960-Q2,-1.295497,1
GBR,112,united kingdom,1960-Q3,-1.124962,1
GBR,112,united kingdom,1960-Q4,-0.7000298,1
GBR,112,united kingdom,1961-Q1,0.07266386,1
GBR,112,united kingdom,1961-Q2,-0.3633193,1
GBR,112,united kingdom,1961-Q3,0.8849558,1
GBR,112,united kingdom,1961-Q4,0.3410544,1
GBR,112,united kingdom,1962-Q1,0.6449804,1
GBR,112,united kingdom,1962-Q2,0.8485014,1
GBR,112,united kingdom,1962-Q3,0.4606422,1
GBR,112,united kingdom,1962-Q4,0.4450438,1
GBR,112,united kingdom,1963-Q1,1.072641,1
GBR,112,united kingdom,1963-Q2,0.516129,1
GBR,112,united kingdom,1963-Q3,0.4320752,1
GBR,112,united kingdom,1963-Q4,-0.06161429,1
GBR,112,united kingdom,1964-Q1,-0.7860476,1
GBR,112,united kingdom,1964-Q2,-0.6166252,1
GBR,112,united kingdom,1964-Q3,-1.253191,1
GBR,112,united kingdom,1964-Q4,-1.445674,1
GBR,112,united kingdom,1965-Q1,0.1219647,1
GBR,112,united kingdom,1965-Q2,-0.242772,1
GBR,112,united kingdom,1965-Q3,-0.3662609,1
GBR,112,united kingdom,1965-Q4,-0.1796281,1
GBR,112,united kingdom,1966-Q1,-0.4059963,1
GBR,112,united kingdom,1966-Q2,0,1
GBR,112,united kingdom,1966-Q3,-0.02008839,1
GBR,112,united kingdom,1966-Q4,1.630219,1
GBR,112,united kingdom,1967-Q1,0.5119118,1
GBR,112,united kingdom,1967-Q2,-0.4513589,1
GBR,112,united kingdom,1967-Q3,-0.3243347,1
GBR,112,united kingdom,1967-Q4,-2.533195,1
GBR,112,united kingdom,1968-Q1,-1.027305,1
GBR,112,united kingdom,1968-Q2,-0.79252,1
GBR,112,united kingdom,1968-Q3,-0.2675643,1
GBR,112,united kingdom,1968-Q4,-0.5638781,1
GBR,112,united kingdom,1969-Q1,0.231673,1
GBR,112,united kingdom,1969-Q2,0.7907394,1
GBR,112,united kingdom,1969-Q3,1.299737,1
GBR,112,united kingdom,1969-Q4,0.9559338,1
GBR,112,united kingdom,1970-Q1,2.299546,1
GBR,112,united kingdom,1970-Q2,1.043252,1
GBR,112,united kingdom,1970-Q3,0.5332211,1
GBR,112,united kingdom,1970-Q4,1.401964,1
GBR,112,united kingdom,1971-Q1,1.307887,1
GBR,112,united kingdom,1971-Q2,1.619668,1
GBR,112,united kingdom,1971-Q3,2.119677,1
GBR,112,united kingdom,1971-Q4,1.445651,1
GBR,112,united kingdom,1972-Q1,0.6747394,1
GBR,112,united kingdom,1972-Q2,0.7246377,1
GBR,112,united kingdom,1972-Q3,-0.9741539,1
GBR,112,united kingdom,1972-Q4,-0.1858539,1
GBR,112,united kingdom,1973-Q1,-1.267086,1
GBR,112,united kingdom,1973-Q2,-0.6742477,1
GBR,112,united kingdom,1973-Q3,-1.833836,1
GBR,112,united kingdom,1973-Q4,-2.167488,1
GBR,112,united kingdom,1974-Q1,-3.672156,1
GBR,112,united kingdom,1974-Q2,-4.08812,1
GBR,112,united kingdom,1974-Q3,-3.653331,1
GBR,112,united kingdom,1974-Q4,-3.632872,1
GBR,112,united kingdom,1975-Q1,-1.853509,1
GBR,112,united kingdom,1975-Q2,-1.354474,1
GBR,112,united kingdom,1975-Q3,-2.573479,1
GBR,112,united kingdom,1975-Q4,-0.783425,1
GBR,112,united kingdom,1976-Q1,0.2835218,1
GBR,112,united kingdom,1976-Q2,-1.098373,1
GBR,112,united kingdom,1976-Q3,-1.502171,1
GBR,112,united kingdom,1976-Q4,-1.049676,1
GBR,112,united kingdom,1977-Q1,-1.146222,1
GBR,112,united kingdom,1977-Q2,-1.159413,1
GBR,112,united kingdom,1977-Q3,0.4115124,1
GBR,112,united kingdom,1977-Q4,0.4814419,1
GBR,112,united kingdom,1978-Q1,-0.4145899,1
GBR,112,united kingdom,1978-Q2,0.8582943,1
GBR,112,united kingdom,1978-Q3,0.04872159,1
GBR,112,united kingdom,1978-Q4,0.6706744,1
GBR,112,united kingdom,1979-Q1,-1.450683,1
GBR,112,united kingdom,1979-Q2,-0.3798688,1
GBR,112,united kingdom,1979-Q3,0.1303574,1
GBR,112,united kingdom,1979-Q4,-0.7208684,1
GBR,112,united kingdom,1980-Q1,-0.5699841,1
GBR,112,united kingdom,1980-Q2,-0.7911591,1
GBR,112,united kingdom,1980-Q3,1.161752,1
GBR,112,united kingdom,1980-Q4,2.194077,1
GBR,112,united kingdom,1981-Q1,3.79897,1
GBR,112,united kingdom,1981-Q2,1.983626,1
GBR,112,united kingdom,1981-Q3,-0.2359842,1
GBR,112,united kingdom,1981-Q4,0.7077094,1
GBR,112,united kingdom,1982-Q1,1.110136,1
GBR,112,united kingdom,1982-Q2,-0.2354639,1
GBR,112,united kingdom,1982-Q3,0.1317916,1
GBR,112,united kingdom,1982-Q4,1.212092,1
GBR,112,united kingdom,1983-Q1,1.159495,1
GBR,112,united kingdom,1983-Q2,-0.6953458,1
GBR,112,united kingdom,1983-Q3,0.681431,1
GBR,112,united kingdom,1983-Q4,-0.2524946,1
GBR,112,united kingdom,1984-Q1,0.7811221,1
GBR,112,united kingdom,1984-Q2,-1.3507,1
GBR,112,united kingdom,1984-Q3,-1.160633,1
GBR,112,united kingdom,1984-Q4,-0.2123272,1
GBR,112,united kingdom,1985-Q1,-1.263429,1
GBR,112,united kingdom,1985-Q2,0.2383536,1
GBR,112,united kingdom,1985-Q3,0.06846124,1
GBR,112,united kingdom,1985-Q4,-0.2124653,1
GBR,112,united kingdom,1986-Q1,0.1940176,1
GBR,112,united kingdom,1986-Q2,-1.004733,1
GBR,112,united kingdom,1986-Q3,-1.788568,1
GBR,112,united kingdom,1986-Q4,-1.184153,1
GBR,112,united kingdom,1987-Q1,-0.1913049,1
GBR,112,united kingdom,1987-Q2,-1.503216,1
GBR,112,united kingdom,1987-Q3,-1.726728,1
GBR,112,united kingdom,1987-Q4,-2.794746,1
GBR,112,united kingdom,1988-Q1,-3.104672,1
GBR,112,united kingdom,1988-Q2,-3.121569,1
GBR,112,united kingdom,1988-Q3,-3.119296,1
GBR,112,united kingdom,1988-Q4,-4.75274,1
GBR,112,united kingdom,1989-Q1,-3.924695,1
GBR,112,united kingdom,1989-Q2,-4.296519,1
GBR,112,united kingdom,1989-Q3,-4.572955,1
GBR,112,united kingdom,1989-Q4,-3.525625,1
GBR,112,united kingdom,1990-Q1,-3.958149,1
GBR,112,united kingdom,1990-Q2,-3.860988,1
GBR,112,united kingdom,1990-Q3,-2.259684,1
GBR,112,united kingdom,1990-Q4,-2.304129,1
GBR,112,united kingdom,1991-Q1,-1.744884,1
GBR,112,united kingdom,1991-Q2,-1.006131,1
GBR,112,united kingdom,1991-Q3,-1.460402,1
GBR,112,united kingdom,1991-Q4,-1.070772,1
GBR,112,united kingdom,1992-Q1,-1.204268,1
GBR,112,united kingdom,1992-Q2,-1.603725,1
GBR,112,united kingdom,1992-Q3,-1.761632,1
GBR,112,united kingdom,1992-Q4,-1.511441,1
GBR,112,united kingdom,1993-Q1,-1.234307,1
GBR,112,united kingdom,1993-Q2,-1.674903,1
GBR,112,united kingdom,1993-Q3,-1.274076,1
GBR,112,united kingdom,1993-Q4,-1.108059,1
GBR,112,united kingdom,1994-Q1,-0.5150253,1
GBR,112,united kingdom,1994-Q2,-0.8993926,1
GBR,112,united kingdom,1994-Q3,-0.2011884,1
GBR,112,united kingdom,1994-Q4,-0.3255803,1
GBR,112,united kingdom,1995-Q1,0.3522528,1
GBR,112,united kingdom,1995-Q2,-1.377949,1
GBR,112,united kingdom,1995-Q3,-1.147631,1
GBR,112,united kingdom,1995-Q4,-0.4903041,1
GBR,112,united kingdom,1996-Q1,-0.669277,1
GBR,112,united kingdom,1996-Q2,-0.5053341,1
GBR,112,united kingdom,1996-Q3,-0.6206723,1
GBR,112,united kingdom,1996-Q4,-0.490835,1
GBR,112,united kingdom,1997-Q1,-0.3102054,1
GBR,112,united kingdom,1997-Q2,-0.1830524,1
GBR,112,united kingdom,1997-Q3,0.6643713,1
GBR,112,united kingdom,1997-Q4,-0.997223,1
GBR,112,united kingdom,1998-Q1,-0.9448768,1
GBR,112,united kingdom,1998-Q2,-1.310862,1
GBR,112,united kingdom,1998-Q3,0.8014048,1
GBR,112,united kingdom,1998-Q4,-0.2437948,1
GBR,112,united kingdom,1999-Q1,-2.81552,1
GBR,112,united kingdom,1999-Q2,-2.156313,1
GBR,112,united kingdom,1999-Q3,-2.246143,1
GBR,112,united kingdom,1999-Q4,-1.274796,1
GBR,112,united kingdom,2000-Q1,-1.595637,1
GBR,112,united kingdom,2000-Q2,-1.577126,1
GBR,112,united kingdom,2000-Q3,-2.005982,1
GBR,112,united kingdom,2000-Q4,-2.138261,1
GBR,112,united kingdom,2001-Q1,-1.013472,1
GBR,112,united kingdom,2001-Q2,-2.114547,1
GBR,112,united kingdom,2001-Q3,-2.089074,1
GBR,112,united kingdom,2001-Q4,-1.863694,1
GBR,112,united kingdom,2002-Q1,-1.807266,1
GBR,112,united kingdom,2002-Q2,-2.739276,1
GBR,112,united kingdom,2002-Q3,-1.556328,1
GBR,112,united kingdom,2002-Q4,-1.799761,1
GBR,112,united kingdom,2003-Q1,-0.9015074,1
GBR,112,united kingdom,2003-Q2,-2.056891,1
GBR,112,united kingdom,2003-Q3,-2.737327,1
GBR,112,united kingdom,2003-Q4,-1.573471,1
GBR,112,united kingdom,2004-Q1,-2.356108,1
GBR,112,united kingdom,2004-Q2,-2.422574,1
GBR,112,united kingdom,2004-Q3,-3.209366,1
GBR,112,united kingdom,2004-Q4,-1.243594,1
GBR,112,united kingdom,2005-Q1,-1.949281,1
GBR,112,united kingdom,2005-Q2,-0.6918399,1
GBR,112,united kingdom,2005-Q3,-2.74289,1
GBR,112,united kingdom,2005-Q4,-2.584852,1
GBR,112,united kingdom,2006-Q1,-3.25985,1
GBR,112,united kingdom,2006-Q2,-2.907569,1
GBR,112,united kingdom,2006-Q3,-3.349574,1
GBR,112,united kingdom,2006-Q4,-2.966211,1
GBR,112,united kingdom,2007-Q1,-3.92484,1
GBR,112,united kingdom,2007-Q2,-2.817602,1
GBR,112,united kingdom,2007-Q3,-4.387207,1
GBR,112,united kingdom,2007-Q4,-3.784124,1
GBR,112,united kingdom,2008-Q1,-3.486928,1
GBR,112,united kingdom,2008-Q2,-4.247975,1
GBR,112,united kingdom,2008-Q3,-3.584304,1
GBR,112,united kingdom,2008-Q4,-4.129115,1
GBR,112,united kingdom,2009-Q1,-3.990188,1
GBR,112,united kingdom,2009-Q2,-3.81914,1
GBR,112,united kingdom,2009-Q3,-2.29673,1
GBR,112,united kingdom,2009-Q4,-2.170232,1
GBR,112,united kingdom,2010-Q1,-2.325986,1
GBR,112,united kingdom,2010-Q2,-2.221956,1
GBR,112,united kingdom,2010-Q3,-3.283914,1
GBR,112,united kingdom,2010-Q4,-3.194777,1
GBR,112,united kingdom,2011-Q1,-0.6996042,1
GBR,112,united kingdom,2011-Q2,-1.299822,1
GBR,112,united kingdom,2011-Q3,-2.720642,1
GBR,112,united kingdom,2011-Q4,-1.793921,1
GBR,112,united kingdom,2012-Q1,-1.877797,1
GBR,112,united kingdom,2012-Q2,-3.928799,1
GBR,112,united kingdom,2012-Q3,-2.919269,1
GBR,112,united kingdom,2012-Q4,-3.844698,1
GBR,112,united kingdom,2013-Q1,-4.296311,1
GBR,112,united kingdom,2013-Q2,-4.035558,1
GBR,112,united kingdom,2013-Q3,-4.621658,1
GBR,112,united kingdom,2013-Q4,-5.599282,1
GBR,112,united kingdom,2014-Q1,-4.047343,1
GBR,112,united kingdom,2014-Q2,-4.07779,1
GBR,112,united kingdom,2014-Q3,-5.028855,1
GBR,112,united kingdom,2014-Q4,-6.879816,1
GBR,112,united kingdom,2015-Q1,-5.591557,1
GBR,112,united kingdom,2015-Q2,-3.059017,1
GBR,112,united kingdom,2015-Q3,-4.406531,1
GBR,112,united kingdom,2015-Q4,-6.708418,1
GBR,112,united kingdom,2016-Q1,-5.776186,1
GBR,112,united kingdom,2016-Q2,-5.274554,1
GBR,112,united kingdom,2016-Q3,-6.67291,1
GBR,112,united kingdom,2016-Q4,-4.089656,1
GBR,112,united kingdom,2017-Q1,-3.173911,1
GBR,112,united kingdom,2017-Q2,-4.392879,1
GBR,112,united kingdom,2017-Q3,-3.350171,1
GBR,112,united kingdom,2017-Q4,-3.065568,1
GBR,112,united kingdom,2018-Q1,-4.108026,1
GBR,112,united kingdom,2018-Q2,-3.387673,1
GBR,112,united kingdom,2018-Q3,-3.652687,1
GBR,112,united kingdom,2018-Q4,-4.552315,1
GBR,112,united kingdom,2019-Q1,-6.24613,1
GBR,112,united kingdom,2019-Q2,-2.406205,1
GBR,112,united kingdom,2019-Q3,-2.401248,1
GBR,112,united kingdom,2019-Q4,0.2030904,1
GBR,112,united kingdom,2020-Q1,-2.292896,1
GBR,112,united kingdom,2020-Q2,-2.058552,1
GBR,112,united kingdom,2020-Q3,-2.01178,1
GBR,112,united kingdom,2020-Q4,-5.288219,1
GBR,112,united kingdom,2021-Q1,-0.6301209,1
GBR,112,united kingdom,2021-Q2,0.6205575,1
GBR,112,united kingdom,2021-Q3,-2.439649,1
GBR,112,united kingdom,2021-Q4,0.6816484,1
GBR,112,united kingdom,2022-Q1,-6.490581,1
GBR,112,united kingdom,2022-Q2,-2.90359,1
GBR,112,united kingdom,2022-Q3,-1.001488,1
GBR,112,united kingdom,2022-Q4,1.69036,1
GBR,112,united kingdom,2023-Q1,-3.76281,1
GBR,112,united kingdom,2023-Q2,-5.275466,1
GBR,112,united kingdom,2023-Q3,-2.214566,1
GBR,112,united kingdom,2023-Q4,-2.803257,1
GBR,112,united kingdom,2024-Q1,-2.276763,1
GBR,112,united kingdom,2024-Q2,-3.724962,1
GBR,112,united kingdom,2024-Q3,-1.736651,1
GBR,112,united kingdom,2024-Q4,-2.891643,1
AUT,122,austria,1970-Q1,0.5241146,4
AUT,122,austria,1970-Q2,-0.82263447,4
AUT,122,austria,1970-Q3,-0.79974078,4
AUT,122,austria,1970-Q4,-0.76163676,4
AUT,122,austria,1971-Q1,-0.08759902,4
AUT,122,austria,1971-Q2,-0.61380272,4
AUT,122,austria,1971-Q3,0.10627697,4
AUT,122,austria,1971-Q4,-1.3065757,4
AUT,122,austria,1972-Q1,-0.79957221,4
AUT,122,austria,1972-Q2,-0.26585539,4
AUT,122,austria,1972-Q3,-0.080181724,4
AUT,122,austria,1972-Q4,-0.33294245,4
AUT,122,austria,1973-Q1,-2.1024207,4
AUT,122,austria,1973-Q2,0.53246443,4
AUT,122,austria,1973-Q3,-1.4975524,4
AUT,122,austria,1973-Q4,-1.0405827,4
AUT,122,austria,1974-Q1,-0.64028557,4
AUT,122,austria,1974-Q2,-0.5096309,4
AUT,122,austria,1974-Q3,-0.72037015,4
AUT,122,austria,1974-Q4,-0.83145591,4
AUT,122,austria,1975-Q1,-1.6954222,4
AUT,122,austria,1975-Q2,-3.1890788,4
AUT,122,austria,1975-Q3,-1.3783941,4
AUT,122,austria,1975-Q4,-1.576678,4
AUT,122,austria,1976-Q1,-1.7426634,4
AUT,122,austria,1976-Q2,-1.863965,4
AUT,122,austria,1976-Q3,-4.7324303,4
AUT,122,austria,1976-Q4,-4.4590902,4
AUT,122,austria,1977-Q1,-4.6749959,4
AUT,122,austria,1977-Q2,-4.5987596,4
AUT,122,austria,1977-Q3,-5.9457869,4
AUT,122,austria,1977-Q4,-6.2882833,4
AUT,122,austria,1978-Q1,-1.8823098,4
AUT,122,austria,1978-Q2,-2.3543876,4
AUT,122,austria,1978-Q3,-3.0546969,4
AUT,122,austria,1978-Q4,-2.3223442,4
AUT,122,austria,1979-Q1,-2.4176182,4
