date,ccode,cn,country,pct_cab,source,quarter,year,month,idc,ldc,emg,eap,eca,mena,sa,we,na,ssa,lac,oil,emg2,fc,ez,euro_start
7/1/2007,PER,293,Peru,0.81524749,4,2007q3,2007,570,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10/1/2007,PER,293,Peru,0.76683157,4,2007q4,2007,573,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/2008,PER,293,Peru,-2.556417,4,2008q1,2008,576,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4/1/2008,PER,293,Peru,-4.2871759,4,2008q2,2008,579,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7/1/2008,PER,293,Peru,-4.1370521,4,2008q3,2008,582,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10/1/2008,PER,293,Peru,-4.0093516,4,2008q4,2008,585,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/2009,PER,293,Peru,-1.3042979,4,2009q1,2009,588,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4/1/2009,PER,293,Peru,-0.25312634,4,2009q2,2009,591,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7/1/2009,PER,293,Peru,0.49214791,4,2009q3,2009,594,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10/1/2009,PER,293,Peru,0.66236716,4,2009q4,2009,597,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/2010,PER,293,Peru,-1.0737943,4,2010q1,2010,600,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4/1/2010,PER,293,Peru,-0.83772642,4,2010q2,2010,603,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7/1/2010,PER,293,Peru,-2.0429464,4,2010q3,2010,606,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10/1/2010,PER,293,Peru,-1.7395186,4,2010q4,2010,609,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/2011,PER,293,Peru,-2.4904993,5,2011q1,2011,612,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4/1/2011,PER,293,Peru,-2.81867,5,2011q2,2011,615,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7/1/2011,PER,293,Peru,-0.38507354,5,2011q3,2011,618,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10/1/2011,PER,293,Peru,-2.3220452,5,2011q4,2011,621,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/2012,PER,293,Peru,-0.89229807,5,2012q1,2012,624,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4/1/2012,PER,293,Peru,-3.0406731,5,2012q2,2012,627,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7/1/2012,PER,293,Peru,-4.1414807,5,2012q3,2012,630,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10/1/2012,PER,293,Peru,-3.4594273,5,2012q4,2012,633,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/2013,PER,293,Peru,-4.8606814,5,2013q1,2013,636,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4/1/2013,PER,293,Peru,-4.8878236,5,2013q2,2013,639,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7/1/2013,PER,293,Peru,-5.7046099,5,2013q3,2013,642,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10/1/2013,PER,293,Peru,-4.14579,5,2013q4,2013,645,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/2014,PER,293,Peru,-4.3285344,5,2014q1,2014,648,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4/1/2014,PER,293,Peru,-5.4356966,5,2014q2,2014,651,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7/1/2014,PER,293,Peru,-3.5141147,5,2014q3,2014,654,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10/1/2014,PER,293,Peru,-4.2350207,5,2014q4,2014,657,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/2015,PER,293,Peru,-5.1644075,5,2015q1,2015,660,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4/1/2015,PER,293,Peru,-4.3659892,5,2015q2,2015,663,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7/1/2015,PER,293,Peru,-5.0322172,5,2015q3,2015,666,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10/1/2015,PER,293,Peru,-4.331423,5,2015q4,2015,669,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/2016,PER,293,Peru,-3.4413517,5,2016q1,2016,672,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4/1/2016,PER,293,Peru,-2.9923287,5,2016q2,2016,675,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7/1/2016,PER,293,Peru,-2.0902707,5,2016q3,2016,678,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10/1/2016,PER,293,Peru,-0.8054269,5,2016q4,2016,681,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/2017,PER,293,Peru,-0.93720265,5,2017q1,2017,684,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4/1/2017,PER,293,Peru,0.05624253,5,2017q2,2017,687,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7/1/2017,PER,293,Peru,-0.56564209,5,2017q3,2017,690,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10/1/2017,PER,293,Peru,-2.2988349,5,2017q4,2017,693,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/2018,PER,293,Peru,-0.85660956,5,2018q1,2018,696,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4/1/2018,PER,293,Peru,-0.74021774,5,2018q2,2018,699,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7/1/2018,PER,293,Peru,-2.230548,5,2018q3,2018,702,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10/1/2018,PER,293,Peru,-1.5122953,5,2018q4,2018,705,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/2019,PER,293,Peru,-1.630081,5,2019q1,2019,708,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4/1/2019,PER,293,Peru,-0.74112377,5,2019q2,2019,711,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7/1/2019,PER,293,Peru,-1.4189136,5,2019q3,2019,714,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
10/1/2019,PER,293,Peru,0.705942,5,2019q4,2019,717,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/2020,PER,293,Peru,0.97283503,5,2020q1,2020,720,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1/1/1999,URY,298,Uruguay,-0.52260699,4,1999q1,1999,468,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/1999,URY,298,Uruguay,-2.5036243,4,1999q2,1999,471,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/1999,URY,298,Uruguay,-3.1058359,4,1999q3,1999,474,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/1999,URY,298,Uruguay,-2.8211995,4,1999q4,1999,477,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2000,URY,298,Uruguay,-1.9413586,4,2000q1,2000,480,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2000,URY,298,Uruguay,-3.0479459,4,2000q2,2000,483,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2000,URY,298,Uruguay,-2.3576242,4,2000q3,2000,486,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2000,URY,298,Uruguay,-4.1362134,4,2000q4,2000,489,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2001,URY,298,Uruguay,-1.4129061,4,2001q1,2001,492,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2001,URY,298,Uruguay,-4.0981043,4,2001q2,2001,495,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2001,URY,298,Uruguay,-3.1357134,4,2001q3,2001,498,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2001,URY,298,Uruguay,-2.7011907,4,2001q4,2001,501,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2002,URY,298,Uruguay,2.3115774,4,2002q1,2002,504,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2002,URY,298,Uruguay,1.0930097,4,2002q2,2002,507,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2002,URY,298,Uruguay,2.4308581,4,2002q3,2002,510,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2002,URY,298,Uruguay,3.7967218,4,2002q4,2002,513,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2003,URY,298,Uruguay,-1.0922072,4,2003q1,2003,516,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2003,URY,298,Uruguay,0.46011606,4,2003q2,2003,519,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2003,URY,298,Uruguay,-0.73523133,4,2003q3,2003,522,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2003,URY,298,Uruguay,-0.83146829,4,2003q4,2003,525,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2004,URY,298,Uruguay,0.89037985,4,2004q1,2004,528,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2004,URY,298,Uruguay,0.18999357,4,2004q2,2004,531,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2004,URY,298,Uruguay,-0.7954603,4,2004q3,2004,534,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2004,URY,298,Uruguay,0.12517536,4,2004q4,2004,537,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2005,URY,298,Uruguay,-0.79116675,4,2005q1,2005,540,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2005,URY,298,Uruguay,0.98795072,4,2005q2,2005,543,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2005,URY,298,Uruguay,-0.38375568,4,2005q3,2005,546,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2005,URY,298,Uruguay,0.91766387,4,2005q4,2005,549,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2006,URY,298,Uruguay,-1.1900021,4,2006q1,2006,552,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2006,URY,298,Uruguay,-0.95380414,4,2006q2,2006,555,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2006,URY,298,Uruguay,-2.0838111,4,2006q3,2006,558,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2006,URY,298,Uruguay,-2.3466997,4,2006q4,2006,561,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2007,URY,298,Uruguay,-0.45510622,4,2007q1,2007,564,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2007,URY,298,Uruguay,0.7802936,4,2007q2,2007,567,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2007,URY,298,Uruguay,-3.0306527,4,2007q3,2007,570,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2007,URY,298,Uruguay,-2.1440321,4,2007q4,2007,573,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2008,URY,298,Uruguay,-4.1387153,4,2008q1,2008,576,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2008,URY,298,Uruguay,-8.0823925,4,2008q2,2008,579,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2008,URY,298,Uruguay,-4.1840953,4,2008q3,2008,582,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2008,URY,298,Uruguay,-4.9683331,4,2008q4,2008,585,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2009,URY,298,Uruguay,-0.47571673,4,2009q1,2009,588,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2009,URY,298,Uruguay,-0.09986708,4,2009q2,2009,591,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2009,URY,298,Uruguay,-0.96431168,4,2009q3,2009,594,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2009,URY,298,Uruguay,0.54447766,4,2009q4,2009,597,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2010,URY,298,Uruguay,-0.08225002,4,2010q1,2010,600,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2010,URY,298,Uruguay,0.008878,4,2010q2,2010,603,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2010,URY,298,Uruguay,-1.3249131,4,2010q3,2010,606,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2010,URY,298,Uruguay,-3.314136,4,2010q4,2010,609,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2011,URY,298,Uruguay,-2.109886,5,2011q1,2011,612,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2011,URY,298,Uruguay,-3.5400548,5,2011q2,2011,615,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2011,URY,298,Uruguay,-3.111097,5,2011q3,2011,618,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2011,URY,298,Uruguay,-2.4254516,5,2011q4,2011,621,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2012,URY,298,Uruguay,-3.1864162,5,2012q1,2012,624,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2012,URY,298,Uruguay,-4.162953,5,2012q2,2012,627,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2012,URY,298,Uruguay,-3.4731849,5,2012q3,2012,630,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2012,URY,298,Uruguay,-4.7308268,5,2012q4,2012,633,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2013,URY,298,Uruguay,-3.0954288,5,2013q1,2013,636,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2013,URY,298,Uruguay,-3.4215504,5,2013q2,2013,639,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2013,URY,298,Uruguay,-4.4647944,5,2013q3,2013,642,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2013,URY,298,Uruguay,-3.5054571,5,2013q4,2013,645,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2014,URY,298,Uruguay,-4.907519,5,2014q1,2014,648,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2014,URY,298,Uruguay,-2.6770102,5,2014q2,2014,651,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2014,URY,298,Uruguay,-2.4235884,5,2014q3,2014,654,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2014,URY,298,Uruguay,-2.8057314,5,2014q4,2014,657,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2015,URY,298,Uruguay,-1.4498686,5,2015q1,2015,660,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2015,URY,298,Uruguay,0.03967021,5,2015q2,2015,663,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2015,URY,298,Uruguay,-0.1041075,5,2015q3,2015,666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2015,URY,298,Uruguay,0.55350688,5,2015q4,2015,669,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2016,URY,298,Uruguay,1.7127418,5,2016q1,2016,672,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2016,URY,298,Uruguay,0.25521734,5,2016q2,2016,675,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2016,URY,298,Uruguay,0.79475761,5,2016q3,2016,678,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2016,URY,298,Uruguay,1.024897,5,2016q4,2016,681,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2017,URY,298,Uruguay,-0.02595886,5,2017q1,2017,684,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2017,URY,298,Uruguay,0.65994281,5,2017q2,2017,687,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2017,URY,298,Uruguay,0.67895302,5,2017q3,2017,690,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2017,URY,298,Uruguay,-0.81960023,5,2017q4,2017,693,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2018,URY,298,Uruguay,0.51511078,5,2018q1,2018,696,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2018,URY,298,Uruguay,-0.85064145,5,2018q2,2018,699,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2018,URY,298,Uruguay,-1.1282291,5,2018q3,2018,702,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2018,URY,298,Uruguay,0.04523302,5,2018q4,2018,705,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2019,URY,298,Uruguay,1.7010455,5,2019q1,2019,708,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4/1/2019,URY,298,Uruguay,1.0864669,5,2019q2,2019,711,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7/1/2019,URY,298,Uruguay,1.5903163,5,2019q3,2019,714,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10/1/2019,URY,298,Uruguay,1.5291209,5,2019q4,2019,717,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/2020,URY,298,Uruguay,-0.18903016,5,2020q1,2020,720,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1/1/1994,VEN,299,Venezuela,-1.05208,5,1994q1,1994,408,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/1994,VEN,299,Venezuela,2.9721032,5,1994q2,1994,411,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/1994,VEN,299,Venezuela,9.3041329,5,1994q3,1994,414,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/1994,VEN,299,Venezuela,6.1776054,5,1994q4,1994,417,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/1995,VEN,299,Venezuela,5.9670038,5,1995q1,1995,420,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/1995,VEN,299,Venezuela,3.3093947,5,1995q2,1995,423,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/1995,VEN,299,Venezuela,-2.2080507,5,1995q3,1995,426,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/1995,VEN,299,Venezuela,3.3527665,5,1995q4,1995,429,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/1996,VEN,299,Venezuela,11.599119,5,1996q1,1996,432,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/1996,VEN,299,Venezuela,7.5977477,5,1996q2,1996,435,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/1996,VEN,299,Venezuela,11.730301,5,1996q3,1996,438,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/1996,VEN,299,Venezuela,19.55297,5,1996q4,1996,441,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/1997,VEN,299,Venezuela,0.79138735,4,1997q1,1997,444,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/1997,VEN,299,Venezuela,0.50490452,4,1997q2,1997,447,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/1997,VEN,299,Venezuela,0.33645825,4,1997q3,1997,450,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/1997,VEN,299,Venezuela,0.14158337,4,1997q4,1997,453,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/1998,VEN,299,Venezuela,-0.77527999,4,1998q1,1998,456,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/1998,VEN,299,Venezuela,-0.88876896,4,1998q2,1998,459,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/1998,VEN,299,Venezuela,-0.25377187,4,1998q3,1998,462,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/1998,VEN,299,Venezuela,-0.36940367,4,1998q4,1998,465,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/1999,VEN,299,Venezuela,-0.13588107,4,1999q1,1999,468,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/1999,VEN,299,Venezuela,0.06760458,4,1999q2,1999,471,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/1999,VEN,299,Venezuela,0.59773191,4,1999q3,1999,474,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/1999,VEN,299,Venezuela,0.80459658,4,1999q4,1999,477,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/2000,VEN,299,Venezuela,2.1209147,4,2000q1,2000,480,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/2000,VEN,299,Venezuela,1.8285457,4,2000q2,2000,483,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/2000,VEN,299,Venezuela,2.0715795,4,2000q3,2000,486,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/2000,VEN,299,Venezuela,1.909708,4,2000q4,2000,489,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/2001,VEN,299,Venezuela,1.3405515,4,2001q1,2001,492,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/2001,VEN,299,Venezuela,0.66921334,4,2001q2,2001,495,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/2001,VEN,299,Venezuela,0.19699174,4,2001q3,2001,498,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/2001,VEN,299,Venezuela,-0.8131112,4,2001q4,2001,501,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/2002,VEN,299,Venezuela,0.29239342,4,2002q1,2002,504,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/2002,VEN,299,Venezuela,1.9904472,4,2002q2,2002,507,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/2002,VEN,299,Venezuela,5.5297803,4,2002q3,2002,510,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/2002,VEN,299,Venezuela,3.0982845,4,2002q4,2002,513,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/2003,VEN,299,Venezuela,1.3163171,4,2003q1,2003,516,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/2003,VEN,299,Venezuela,7.2050616,4,2003q2,2003,519,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/2003,VEN,299,Venezuela,6.8313137,4,2003q3,2003,522,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/2003,VEN,299,Venezuela,4.9453296,4,2003q4,2003,525,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/2004,VEN,299,Venezuela,7.3557355,4,2004q1,2004,528,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/2004,VEN,299,Venezuela,6.571573,4,2004q2,2004,531,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/2004,VEN,299,Venezuela,7.0967056,4,2004q3,2004,534,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/2004,VEN,299,Venezuela,7.2008528,4,2004q4,2004,537,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/2005,VEN,299,Venezuela,8.1283547,4,2005q1,2005,540,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/2005,VEN,299,Venezuela,11.7966,4,2005q2,2005,543,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/2005,VEN,299,Venezuela,14.730027,4,2005q3,2005,546,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/2005,VEN,299,Venezuela,10.527019,4,2005q4,2005,549,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/2006,VEN,299,Venezuela,13.695703,4,2006q1,2006,552,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/2006,VEN,299,Venezuela,12.715647,4,2006q2,2006,555,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/2006,VEN,299,Venezuela,14.739311,4,2006q3,2006,558,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/2006,VEN,299,Venezuela,4.3547709,4,2006q4,2006,561,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/2007,VEN,299,Venezuela,3.8752653,4,2007q1,2007,564,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/2007,VEN,299,Venezuela,8.9746132,4,2007q2,2007,567,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/2007,VEN,299,Venezuela,7.9397641,4,2007q3,2007,570,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/2007,VEN,299,Venezuela,6.8614021,4,2007q4,2007,573,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/2008,VEN,299,Venezuela,14.116077,4,2008q1,2008,576,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/2008,VEN,299,Venezuela,24.327032,4,2008q2,2008,579,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/2008,VEN,299,Venezuela,24.882668,4,2008q3,2008,582,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/2008,VEN,299,Venezuela,-6.6520698,4,2008q4,2008,585,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/2009,VEN,299,Venezuela,-6.0095914,4,2009q1,2009,588,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/2009,VEN,299,Venezuela,1.9935669,4,2009q2,2009,591,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/2009,VEN,299,Venezuela,8.1115924,4,2009q3,2009,594,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/2009,VEN,299,Venezuela,7.9697184,4,2009q4,2009,597,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1/1/2010,VEN,299,Venezuela,12.743495,4,2010q1,2010,600,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4/1/2010,VEN,299,Venezuela,4.2181518,4,2010q2,2010,603,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7/1/2010,VEN,299,Venezuela,4.321282,4,2010q3,2010,606,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10/1/2010,VEN,299,Venezuela,6.0997274,4,2010q4,2010,609,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
