date,ccode,cn,Country,year,idc,ldc,emg,eap,eca,mena,sa,we,na,ssa,lac,oil,emg2,fc,ez,euro_start
10/1/1986,NZL,196,New Zealand,1986,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1987,NZL,196,New Zealand,1987,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1987,NZL,196,New Zealand,1987,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1987,NZL,196,New Zealand,1987,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1987,NZL,196,New Zealand,1987,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1988,NZL,196,New Zealand,1988,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1988,NZL,196,New Zealand,1988,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1988,NZL,196,New Zealand,1988,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1988,NZL,196,New Zealand,1988,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1989,NZL,196,New Zealand,1989,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1989,NZL,196,New Zealand,1989,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1989,NZL,196,New Zealand,1989,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1989,NZL,196,New Zealand,1989,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1990,NZL,196,New Zealand,1990,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1990,NZL,196,New Zealand,1990,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1990,NZL,196,New Zealand,1990,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1990,NZL,196,New Zealand,1990,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1991,NZL,196,New Zealand,1991,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1991,NZL,196,New Zealand,1991,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1991,NZL,196,New Zealand,1991,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1991,NZL,196,New Zealand,1991,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1992,NZL,196,New Zealand,1992,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1992,NZL,196,New Zealand,1992,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1992,NZL,196,New Zealand,1992,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1992,NZL,196,New Zealand,1992,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1993,NZL,196,New Zealand,1993,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1993,NZL,196,New Zealand,1993,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1993,NZL,196,New Zealand,1993,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1993,NZL,196,New Zealand,1993,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1994,NZL,196,New Zealand,1994,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1994,NZL,196,New Zealand,1994,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1994,NZL,196,New Zealand,1994,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1994,NZL,196,New Zealand,1994,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1995,NZL,196,New Zealand,1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1995,NZL,196,New Zealand,1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1995,NZL,196,New Zealand,1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1995,NZL,196,New Zealand,1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1996,NZL,196,New Zealand,1996,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1996,NZL,196,New Zealand,1996,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1996,NZL,196,New Zealand,1996,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1996,NZL,196,New Zealand,1996,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1997,NZL,196,New Zealand,1997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1997,NZL,196,New Zealand,1997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1997,NZL,196,New Zealand,1997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1997,NZL,196,New Zealand,1997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1998,NZL,196,New Zealand,1998,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1998,NZL,196,New Zealand,1998,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1998,NZL,196,New Zealand,1998,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1998,NZL,196,New Zealand,1998,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1999,NZL,196,New Zealand,1999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/1999,NZL,196,New Zealand,1999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/1999,NZL,196,New Zealand,1999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/1999,NZL,196,New Zealand,1999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2000,NZL,196,New Zealand,2000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2000,NZL,196,New Zealand,2000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2000,NZL,196,New Zealand,2000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2000,NZL,196,New Zealand,2000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2001,NZL,196,New Zealand,2001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2001,NZL,196,New Zealand,2001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2001,NZL,196,New Zealand,2001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2001,NZL,196,New Zealand,2001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2002,NZL,196,New Zealand,2002,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2002,NZL,196,New Zealand,2002,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2002,NZL,196,New Zealand,2002,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2002,NZL,196,New Zealand,2002,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2003,NZL,196,New Zealand,2003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2003,NZL,196,New Zealand,2003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2003,NZL,196,New Zealand,2003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2003,NZL,196,New Zealand,2003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2004,NZL,196,New Zealand,2004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2004,NZL,196,New Zealand,2004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2004,NZL,196,New Zealand,2004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2004,NZL,196,New Zealand,2004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2005,NZL,196,New Zealand,2005,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2005,NZL,196,New Zealand,2005,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2005,NZL,196,New Zealand,2005,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2005,NZL,196,New Zealand,2005,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2006,NZL,196,New Zealand,2006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2006,NZL,196,New Zealand,2006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2006,NZL,196,New Zealand,2006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2006,NZL,196,New Zealand,2006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2007,NZL,196,New Zealand,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2007,NZL,196,New Zealand,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2007,NZL,196,New Zealand,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2007,NZL,196,New Zealand,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2008,NZL,196,New Zealand,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2008,NZL,196,New Zealand,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2008,NZL,196,New Zealand,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2008,NZL,196,New Zealand,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2009,NZL,196,New Zealand,2009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2009,NZL,196,New Zealand,2009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2009,NZL,196,New Zealand,2009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2009,NZL,196,New Zealand,2009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2010,NZL,196,New Zealand,2010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2010,NZL,196,New Zealand,2010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2010,NZL,196,New Zealand,2010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2010,NZL,196,New Zealand,2010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2011,NZL,196,New Zealand,2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2011,NZL,196,New Zealand,2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2011,NZL,196,New Zealand,2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2011,NZL,196,New Zealand,2011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2012,NZL,196,New Zealand,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2012,NZL,196,New Zealand,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2012,NZL,196,New Zealand,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2012,NZL,196,New Zealand,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2013,NZL,196,New Zealand,2013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2013,NZL,196,New Zealand,2013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2013,NZL,196,New Zealand,2013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2013,NZL,196,New Zealand,2013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2014,NZL,196,New Zealand,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2014,NZL,196,New Zealand,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2014,NZL,196,New Zealand,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2014,NZL,196,New Zealand,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2015,NZL,196,New Zealand,2015,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2015,NZL,196,New Zealand,2015,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2015,NZL,196,New Zealand,2015,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2015,NZL,196,New Zealand,2015,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2016,NZL,196,New Zealand,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2016,NZL,196,New Zealand,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2016,NZL,196,New Zealand,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2016,NZL,196,New Zealand,2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2017,NZL,196,New Zealand,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2017,NZL,196,New Zealand,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2017,NZL,196,New Zealand,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2017,NZL,196,New Zealand,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2018,NZL,196,New Zealand,2018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018,NZL,196,New Zealand,2018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2018,NZL,196,New Zealand,2018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2018,NZL,196,New Zealand,2018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2019,NZL,196,New Zealand,2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2019,NZL,196,New Zealand,2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2019,NZL,196,New Zealand,2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2019,NZL,196,New Zealand,2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2020,NZL,196,New Zealand,2020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2020,NZL,196,New Zealand,2020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2020,NZL,196,New Zealand,2020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2020,NZL,196,New Zealand,2020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2021,NZL,196,New Zealand,2021,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2021,NZL,196,New Zealand,2021,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2021,NZL,196,New Zealand,2021,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2021,NZL,196,New Zealand,2021,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2022,NZL,196,New Zealand,2022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2022,NZL,196,New Zealand,2022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2022,NZL,196,New Zealand,2022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2022,NZL,196,New Zealand,2022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2023,NZL,196,New Zealand,2023,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2023,NZL,196,New Zealand,2023,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2023,NZL,196,New Zealand,2023,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2023,NZL,196,New Zealand,2023,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2024,NZL,196,New Zealand,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2024,NZL,196,New Zealand,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2024,NZL,196,New Zealand,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2024,NZL,196,New Zealand,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/1/1960,ZAF,199,South Africa,1960,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1960,ZAF,199,South Africa,1960,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1960,ZAF,199,South Africa,1960,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1960,ZAF,199,South Africa,1960,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1961,ZAF,199,South Africa,1961,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1961,ZAF,199,South Africa,1961,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1961,ZAF,199,South Africa,1961,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1961,ZAF,199,South Africa,1961,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1962,ZAF,199,South Africa,1962,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1962,ZAF,199,South Africa,1962,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1962,ZAF,199,South Africa,1962,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1962,ZAF,199,South Africa,1962,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1963,ZAF,199,South Africa,1963,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1963,ZAF,199,South Africa,1963,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1963,ZAF,199,South Africa,1963,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1963,ZAF,199,South Africa,1963,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1964,ZAF,199,South Africa,1964,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1964,ZAF,199,South Africa,1964,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1964,ZAF,199,South Africa,1964,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1964,ZAF,199,South Africa,1964,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1965,ZAF,199,South Africa,1965,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1965,ZAF,199,South Africa,1965,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1965,ZAF,199,South Africa,1965,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1965,ZAF,199,South Africa,1965,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1966,ZAF,199,South Africa,1966,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1966,ZAF,199,South Africa,1966,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1966,ZAF,199,South Africa,1966,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1966,ZAF,199,South Africa,1966,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1967,ZAF,199,South Africa,1967,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1967,ZAF,199,South Africa,1967,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1967,ZAF,199,South Africa,1967,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1967,ZAF,199,South Africa,1967,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1968,ZAF,199,South Africa,1968,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1968,ZAF,199,South Africa,1968,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1968,ZAF,199,South Africa,1968,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1968,ZAF,199,South Africa,1968,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1969,ZAF,199,South Africa,1969,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1969,ZAF,199,South Africa,1969,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1969,ZAF,199,South Africa,1969,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1969,ZAF,199,South Africa,1969,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1970,ZAF,199,South Africa,1970,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1970,ZAF,199,South Africa,1970,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1970,ZAF,199,South Africa,1970,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1970,ZAF,199,South Africa,1970,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1971,ZAF,199,South Africa,1971,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1971,ZAF,199,South Africa,1971,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1971,ZAF,199,South Africa,1971,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1971,ZAF,199,South Africa,1971,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1972,ZAF,199,South Africa,1972,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1972,ZAF,199,South Africa,1972,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1972,ZAF,199,South Africa,1972,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1972,ZAF,199,South Africa,1972,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1973,ZAF,199,South Africa,1973,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1973,ZAF,199,South Africa,1973,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1973,ZAF,199,South Africa,1973,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1973,ZAF,199,South Africa,1973,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1974,ZAF,199,South Africa,1974,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1974,ZAF,199,South Africa,1974,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1974,ZAF,199,South Africa,1974,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1974,ZAF,199,South Africa,1974,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1975,ZAF,199,South Africa,1975,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1975,ZAF,199,South Africa,1975,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1975,ZAF,199,South Africa,1975,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1975,ZAF,199,South Africa,1975,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1976,ZAF,199,South Africa,1976,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1976,ZAF,199,South Africa,1976,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1976,ZAF,199,South Africa,1976,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1976,ZAF,199,South Africa,1976,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1977,ZAF,199,South Africa,1977,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1977,ZAF,199,South Africa,1977,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1977,ZAF,199,South Africa,1977,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1977,ZAF,199,South Africa,1977,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1978,ZAF,199,South Africa,1978,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1978,ZAF,199,South Africa,1978,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1978,ZAF,199,South Africa,1978,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1978,ZAF,199,South Africa,1978,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1979,ZAF,199,South Africa,1979,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1979,ZAF,199,South Africa,1979,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1979,ZAF,199,South Africa,1979,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1979,ZAF,199,South Africa,1979,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1980,ZAF,199,South Africa,1980,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1980,ZAF,199,South Africa,1980,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1980,ZAF,199,South Africa,1980,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1980,ZAF,199,South Africa,1980,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1981,ZAF,199,South Africa,1981,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1981,ZAF,199,South Africa,1981,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1981,ZAF,199,South Africa,1981,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1981,ZAF,199,South Africa,1981,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1982,ZAF,199,South Africa,1982,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1982,ZAF,199,South Africa,1982,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1982,ZAF,199,South Africa,1982,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1982,ZAF,199,South Africa,1982,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1983,ZAF,199,South Africa,1983,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1983,ZAF,199,South Africa,1983,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1983,ZAF,199,South Africa,1983,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1983,ZAF,199,South Africa,1983,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1984,ZAF,199,South Africa,1984,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1984,ZAF,199,South Africa,1984,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1984,ZAF,199,South Africa,1984,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1984,ZAF,199,South Africa,1984,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1985,ZAF,199,South Africa,1985,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4/1/1985,ZAF,199,South Africa,1985,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7/1/1985,ZAF,199,South Africa,1985,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
10/1/1985,ZAF,199,South Africa,1985,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1/1/1986,ZAF,199,South Africa,1986,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
