date,ccode,cn,Country,year,idc,ldc,emg,eap,eca,mena,sa,we,na,ssa,lac,oil,emg2,fc,ez,euro_start
7/1/2004,FIN,172,Finland,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2004,FIN,172,Finland,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2005,FIN,172,Finland,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2005,FIN,172,Finland,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2005,FIN,172,Finland,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2005,FIN,172,Finland,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2006,FIN,172,Finland,2006,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2006,FIN,172,Finland,2006,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2006,FIN,172,Finland,2006,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2006,FIN,172,Finland,2006,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2007,FIN,172,Finland,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2007,FIN,172,Finland,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2007,FIN,172,Finland,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2007,FIN,172,Finland,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2008,FIN,172,Finland,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2008,FIN,172,Finland,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2008,FIN,172,Finland,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2008,FIN,172,Finland,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2009,FIN,172,Finland,2009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2009,FIN,172,Finland,2009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2009,FIN,172,Finland,2009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2009,FIN,172,Finland,2009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2010,FIN,172,Finland,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2010,FIN,172,Finland,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2010,FIN,172,Finland,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2010,FIN,172,Finland,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2011,FIN,172,Finland,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2011,FIN,172,Finland,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2011,FIN,172,Finland,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2011,FIN,172,Finland,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2012,FIN,172,Finland,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2012,FIN,172,Finland,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2012,FIN,172,Finland,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2012,FIN,172,Finland,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2013,FIN,172,Finland,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2013,FIN,172,Finland,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2013,FIN,172,Finland,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2013,FIN,172,Finland,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2014,FIN,172,Finland,2014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2014,FIN,172,Finland,2014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2014,FIN,172,Finland,2014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2014,FIN,172,Finland,2014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2015,FIN,172,Finland,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2015,FIN,172,Finland,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2015,FIN,172,Finland,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2015,FIN,172,Finland,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2016,FIN,172,Finland,2016,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2016,FIN,172,Finland,2016,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2016,FIN,172,Finland,2016,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2016,FIN,172,Finland,2016,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2017,FIN,172,Finland,2017,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2017,FIN,172,Finland,2017,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2017,FIN,172,Finland,2017,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2017,FIN,172,Finland,2017,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2018,FIN,172,Finland,2018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2018,FIN,172,Finland,2018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2018,FIN,172,Finland,2018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2018,FIN,172,Finland,2018,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2019,FIN,172,Finland,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2019,FIN,172,Finland,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2019,FIN,172,Finland,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2019,FIN,172,Finland,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2020,FIN,172,Finland,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2020,FIN,172,Finland,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2020,FIN,172,Finland,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2020,FIN,172,Finland,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2021,FIN,172,Finland,2021,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2021,FIN,172,Finland,2021,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2021,FIN,172,Finland,2021,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2021,FIN,172,Finland,2021,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2022,FIN,172,Finland,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2022,FIN,172,Finland,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2022,FIN,172,Finland,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2022,FIN,172,Finland,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2023,FIN,172,Finland,2023,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2023,FIN,172,Finland,2023,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2023,FIN,172,Finland,2023,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2023,FIN,172,Finland,2023,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2024,FIN,172,Finland,2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2024,FIN,172,Finland,2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2024,FIN,172,Finland,2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2024,FIN,172,Finland,2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/1976,GRC,174,Greece,1976,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1976,GRC,174,Greece,1976,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1976,GRC,174,Greece,1976,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1976,GRC,174,Greece,1976,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1977,GRC,174,Greece,1977,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1977,GRC,174,Greece,1977,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1977,GRC,174,Greece,1977,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1977,GRC,174,Greece,1977,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1978,GRC,174,Greece,1978,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1978,GRC,174,Greece,1978,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1978,GRC,174,Greece,1978,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1978,GRC,174,Greece,1978,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1979,GRC,174,Greece,1979,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1979,GRC,174,Greece,1979,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1979,GRC,174,Greece,1979,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1979,GRC,174,Greece,1979,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1980,GRC,174,Greece,1980,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1980,GRC,174,Greece,1980,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1980,GRC,174,Greece,1980,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1980,GRC,174,Greece,1980,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1981,GRC,174,Greece,1981,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1981,GRC,174,Greece,1981,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1981,GRC,174,Greece,1981,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1981,GRC,174,Greece,1981,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1982,GRC,174,Greece,1982,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1982,GRC,174,Greece,1982,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1982,GRC,174,Greece,1982,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1982,GRC,174,Greece,1982,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1983,GRC,174,Greece,1983,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1983,GRC,174,Greece,1983,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1983,GRC,174,Greece,1983,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1983,GRC,174,Greece,1983,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1984,GRC,174,Greece,1984,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1984,GRC,174,Greece,1984,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1984,GRC,174,Greece,1984,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1984,GRC,174,Greece,1984,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1985,GRC,174,Greece,1985,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1985,GRC,174,Greece,1985,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1985,GRC,174,Greece,1985,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1985,GRC,174,Greece,1985,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1986,GRC,174,Greece,1986,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1986,GRC,174,Greece,1986,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1986,GRC,174,Greece,1986,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1986,GRC,174,Greece,1986,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1987,GRC,174,Greece,1987,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1987,GRC,174,Greece,1987,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1987,GRC,174,Greece,1987,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1987,GRC,174,Greece,1987,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1988,GRC,174,Greece,1988,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1988,GRC,174,Greece,1988,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1988,GRC,174,Greece,1988,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1988,GRC,174,Greece,1988,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1989,GRC,174,Greece,1989,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1989,GRC,174,Greece,1989,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1989,GRC,174,Greece,1989,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1989,GRC,174,Greece,1989,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1990,GRC,174,Greece,1990,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1990,GRC,174,Greece,1990,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1990,GRC,174,Greece,1990,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1990,GRC,174,Greece,1990,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1991,GRC,174,Greece,1991,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1991,GRC,174,Greece,1991,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1991,GRC,174,Greece,1991,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1991,GRC,174,Greece,1991,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1992,GRC,174,Greece,1992,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1992,GRC,174,Greece,1992,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1992,GRC,174,Greece,1992,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1992,GRC,174,Greece,1992,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1993,GRC,174,Greece,1993,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1993,GRC,174,Greece,1993,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1993,GRC,174,Greece,1993,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1993,GRC,174,Greece,1993,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1994,GRC,174,Greece,1994,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1994,GRC,174,Greece,1994,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1994,GRC,174,Greece,1994,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1994,GRC,174,Greece,1994,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1995,GRC,174,Greece,1995,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1995,GRC,174,Greece,1995,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1995,GRC,174,Greece,1995,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1995,GRC,174,Greece,1995,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1996,GRC,174,Greece,1996,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1996,GRC,174,Greece,1996,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1996,GRC,174,Greece,1996,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1996,GRC,174,Greece,1996,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1997,GRC,174,Greece,1997,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1997,GRC,174,Greece,1997,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1997,GRC,174,Greece,1997,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1997,GRC,174,Greece,1997,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1998,GRC,174,Greece,1998,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1998,GRC,174,Greece,1998,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1998,GRC,174,Greece,1998,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1998,GRC,174,Greece,1998,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1999,GRC,174,Greece,1999,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1999,GRC,174,Greece,1999,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1999,GRC,174,Greece,1999,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1999,GRC,174,Greece,1999,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/2000,GRC,174,Greece,2000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/2000,GRC,174,Greece,2000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/2000,GRC,174,Greece,2000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/2000,GRC,174,Greece,2000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/2001,GRC,174,Greece,2001,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
4/1/2001,GRC,174,Greece,2001,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2001,GRC,174,Greece,2001,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2001,GRC,174,Greece,2001,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2002,GRC,174,Greece,2002,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2002,GRC,174,Greece,2002,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2002,GRC,174,Greece,2002,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2002,GRC,174,Greece,2002,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2003,GRC,174,Greece,2003,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2003,GRC,174,Greece,2003,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2003,GRC,174,Greece,2003,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2003,GRC,174,Greece,2003,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2004,GRC,174,Greece,2004,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2004,GRC,174,Greece,2004,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2004,GRC,174,Greece,2004,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2004,GRC,174,Greece,2004,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2005,GRC,174,Greece,2005,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2005,GRC,174,Greece,2005,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2005,GRC,174,Greece,2005,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2005,GRC,174,Greece,2005,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2006,GRC,174,Greece,2006,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2006,GRC,174,Greece,2006,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2006,GRC,174,Greece,2006,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2006,GRC,174,Greece,2006,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2007,GRC,174,Greece,2007,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2007,GRC,174,Greece,2007,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2007,GRC,174,Greece,2007,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2007,GRC,174,Greece,2007,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2008,GRC,174,Greece,2008,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2008,GRC,174,Greece,2008,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2008,GRC,174,Greece,2008,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2008,GRC,174,Greece,2008,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2009,GRC,174,Greece,2009,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2009,GRC,174,Greece,2009,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2009,GRC,174,Greece,2009,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2009,GRC,174,Greece,2009,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2010,GRC,174,Greece,2010,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2010,GRC,174,Greece,2010,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2010,GRC,174,Greece,2010,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2010,GRC,174,Greece,2010,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2011,GRC,174,Greece,2011,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2011,GRC,174,Greece,2011,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2011,GRC,174,Greece,2011,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2011,GRC,174,Greece,2011,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2012,GRC,174,Greece,2012,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2012,GRC,174,Greece,2012,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2012,GRC,174,Greece,2012,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2012,GRC,174,Greece,2012,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2013,GRC,174,Greece,2013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2013,GRC,174,Greece,2013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2013,GRC,174,Greece,2013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2013,GRC,174,Greece,2013,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2014,GRC,174,Greece,2014,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2014,GRC,174,Greece,2014,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2014,GRC,174,Greece,2014,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2014,GRC,174,Greece,2014,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2015,GRC,174,Greece,2015,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2015,GRC,174,Greece,2015,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2015,GRC,174,Greece,2015,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2015,GRC,174,Greece,2015,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2016,GRC,174,Greece,2016,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2016,GRC,174,Greece,2016,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2016,GRC,174,Greece,2016,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2016,GRC,174,Greece,2016,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2017,GRC,174,Greece,2017,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2017,GRC,174,Greece,2017,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2017,GRC,174,Greece,2017,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2017,GRC,174,Greece,2017,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2018,GRC,174,Greece,2018,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2018,GRC,174,Greece,2018,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2018,GRC,174,Greece,2018,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2018,GRC,174,Greece,2018,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2019,GRC,174,Greece,2019,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2019,GRC,174,Greece,2019,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2019,GRC,174,Greece,2019,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2019,GRC,174,Greece,2019,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2020,GRC,174,Greece,2020,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2020,GRC,174,Greece,2020,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2020,GRC,174,Greece,2020,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2020,GRC,174,Greece,2020,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2021,GRC,174,Greece,2021,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4/1/2021,GRC,174,Greece,2021,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
7/1/2021,GRC,174,Greece,2021,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10/1/2021,GRC,174,Greece,2021,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1/1/2022,GRC,174,Greece,2022,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
