DATASET,SERIES_CODE,OBS_MEASURE,Country,BOP_ACCOUNTING_ENTRY,INDICATOR,UNIT,FREQUENCY,SCALE,1950-Q1,1950-Q2,1950-Q3,1950-Q4,1951-Q1,1951-Q2,1951-Q3,1951-Q4,1952-Q1,1952-Q2,1952-Q3,1952-Q4,1953-Q1,1953-Q2,1953-Q3,1953-Q4,1954-Q1,1954-Q2,1954-Q3,1954-Q4,1955-Q1,1955-Q2,1955-Q3,1955-Q4,1956-Q1,1956-Q2,1956-Q3,1956-Q4,1957-Q1,1957-Q2,1957-Q3,1957-Q4,1958-Q1,1958-Q2,1958-Q3,1958-Q4,1959-Q1,1959-Q2,1959-Q3,1959-Q4,1960-Q1,1960-Q2,1960-Q3,1960-Q4,1961-Q1,1961-Q2,1961-Q3,1961-Q4,1962-Q1,1962-Q2,1962-Q3,1962-Q4,1963-Q1,1963-Q2,1963-Q3,1963-Q4,1964-Q1,1964-Q2,1964-Q3,1964-Q4,1965-Q1,1965-Q2,1965-Q3,1965-Q4,1966-Q1,1966-Q2,1966-Q3,1966-Q4,1967-Q1,1967-Q2,1967-Q3,1967-Q4,1968-Q1,1968-Q2,1968-Q3,1968-Q4,1969-Q1,1969-Q2,1969-Q3,1969-Q4,1970-Q1,1970-Q2,1970-Q3,1970-Q4,1971-Q1,1971-Q2,1971-Q3,1971-Q4,1972-Q1,1972-Q2,1972-Q3,1972-Q4,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1
IMF.STA:BOP(20.0.0),ISL.NETCD_T.CAB.USD.Q,OBS_VALUE,Iceland,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.9,16.1,16.5,-21.6,-12.9,-9.1,-11.6,-14.8,-29.2,-4.6,32.9,20.9,1.2,-5.1,-11.3,-3.6,-47.4,-32.8,3.9,0,-49.2,-45.6,-11.6,-41.1,-63.9,-80.8,-73.8,-42.3,-21.9,-7.3,-2.3,-24.7,-26.3,-58.9,-9.9,-37.5,-46.7,-26.6,13.5,-55.1,-13.4,34.8,30.3,-35.6,-54.3,20.7,-30.2,-124.5,-85.8,-51,-32,-62.4,-9.8,-56,-5.6,-30.6,0.813445378,-86.67316636,30.89317754,-78.61259394,-42.48195179,-149.0855967,5.37156658,-82.94890411,-26.99223213,-53.27026202,22.62327189,-102.6782343,-22.51276247,-7.05160401,60.65199096,5.767951062,54.16528634,0.625847195,65.4185022,-4.584537445,16.73553719008264,-8.008635215,32.71119842829078,-28.82479951,-8.086416637,-68.26669322,-32.63749498,-72.60486535,-14.1464813,-57.37712665,-33.88759587,-72.16038746,-240.5387981,-121.978792,-102.896234,-144.9925334,-120.6618859,-204.9202375,-157.927758,-153.8611926,-186.7359553,-265.4105444,-155.3607048,-305.4659637,-238.8081174,-120.4047387,-80.44956618,60.98880122,3.353548598590406,-12.21982759,105.8837146494849,22.93431792,7.371978827880875,-175.5132739,-133.3128041,-264.2542983,-227.8817168,-377.1546203,-211.6192428,-585.0735074,-521.6197183,-488.0850843,-653.7083595,-985.429301,-902.079566,-879.6391753,-997.4453828,-1191.362945,-1015.420744,-1171.690859,112.6465307846657,-841.7898261,-897.2056825,-1754.015941,-1218.470172,-276.4991028,-524.2781295,-297.5917816,-286.9518112,-76.41181834,-29.92048366,-408.5920956,-10.88345639,-395.6006225,-319.7860471,-215.5202984,151.2067629276247,-331.8557024,-308.6016223,-375.7540878,260.4917915985343,-94.74026955,197.6806414750575,48.67235283177395,545.7934031307275,217.5356440809752,-8.837201163,113.4052833919539,419.8293891747461,252.2113281578952,82.91428614345891,291.7018608164403,466.3194428686449,144.8674877503031,74.66911153406056,309.6392625,888.9676461137171,446.6765924946421,76.63892807,182.4404445368661,670.2817924768681,123.2595935812646,167.9297707,136.9354977046625,713.6757019222542,105.6932234804166,463.2515543,235.9534380909437,618.1486059,297.4574186769915,131.1773804201421,-32.51451074,108.2215969108904,36.91308373342485,-198.4036422,-303.8613994,212.5713198739406,-431.8539671,-288.94958,-326.3044552,163.5521359417633,-246.4632601,-152.8015984,-55.20064629,624.4661915158767,-125.860522,-251.8579351,-282.5245787,379.8942796,-690.8304109,
IMF.STA:BOP(20.0.0),LVA.NETCD_T.CAB.USD.Q,OBS_VALUE,"Latvia, Republic of",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.231,108.253,90.942,91.37,43.413,54.068,80.622,23.115,6.722,33.118,3.033,-59.037,-58.537,-19.913,-43.138,-158.195,-35.353,-113.779,-72.599,-123.31,-67.9,-109,-194.6,-278.003,-101.6,-127.9,-152.2,-272.6,-29.59356923,-55.99190323,-68.79812308,-136.3233492,-34.15897813,-72.41897258,-127.30872,-266.9720508,-42.07664516,-143.3355238,-150.5139818,-186.8807875,-107.3138095,-222.8991032,-238.4492485,-280.6006813,-269.9406,-574.5979857,-447.2475636,-388.0059576,-364.5405032,-434.4829154,-528.2258848,-658.3675406,-628.8037046,-927.3254952,-1330.365988,-1634.063549,-1406.258711,-1597.544371,-1864.286266,-1558.702006,-1337.359681,-1395.055762,-1142.31225,-608.8936219,22.1486254,839.7242451612783,532.0732909,665.0743846153953,374.7680507936412,245.2549031746045,-113.6114667,-93.72060909,-61.55950781,-175.5655524,-529.7636364,-176.6082641,-346.0572923,-324.1995048,-267.5523477,-111.5156625,-227.1481935,-139.7667968,-368.121703,-106.1564156,-225.9892381,-193.3212339,-216.0661318,168.7236328,-121.6234286,-90.63221935,-118.94655,297.9136492307777,148.7695645161224,-32.74782615,126.1790530303043,234.1311328,67.08220615,-90.3747129,-210.2547769,684.0611,8.604500000000103,170.3831380952414,-475.6267292,168.92905,76.09668571428378,-124.7307,-252.4109303,243.5633749999999,43.00377656249999,290.7730064516112,-35.06731818,733.6325538461775,-227.7162,-877.8547556,-702.563897,228.7051515,-544.0169219,-664.3430857,-655.5313545,-218.3910125,-524.7000092,-402.8112419,-614.9677308,-120.4115556,-73.83353651,-433.9171365,-505.2389091,89.72355,
IMF.STA:BOP(20.0.0),SVN.NETCD_T.CAB.USD.Q,OBS_VALUE,"Slovenia, Republic of",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.5,180.1,302.9,96.8,27.4,7.6,146.1,9.9,165.6,112,189.7,106.7,153.3,-139,65,-154.2,64.1,-88,106.2,-27,-26.2,-48,54.6,70.1,-97.6,-52.1,100.8,-69.3,-49.7,-506,7.4,-148.8,-181.6,-113.1,-142.1,-110.7,51.5,-86.7,84.9,-18.4,10.1,64.4,192.1,-22.8,-84.5,-62.8,42.9,-111.3,-84.3,-281.7,-180.7,-345.8,-167.2,32.3,-74.6,-471,-121.9125004,212.9833946885984,-252.3711525,-533.9673307,-121.4041739,-312.6705957,-668.0335106,-912.5112545,-539.8605036,-660.5268782,-964.2018404,-781.8681747,-230.4838073,152.6430557661268,-415.6264766,-20.93506368,18.92371220317412,-71.74786056,-148.4307991,-126.7156966,-15.3720931,0.5713075761904743,-272.9186857,-107.6420629,-108.6030027,127.1566840499964,168.5967366292288,460.7308496999999,500.1869253387233,509.6537465809343,361.4809464090944,311.9270175171873,623.2522957,688.5855557,718.3774704045509,607.8500085937502,453.2634908571599,339.7857167161182,545.5555773,420.3616354184735,772.9449454064173,598.9950051215463,594.7812568939456,377.2456758984375,744.3388354984454,636.9257083612958,1146.131678023085,756.9353887857054,932.4794987142969,890.5962372952554,996.1972771199675,681.6093127375001,937.0250578285476,920.9406957000002,805.5144429121034,815.2763638187498,1153.177143029687,806.5338294709632,957.2115440181769,1179.799243532346,1082.789326152364,403.7118966222073,553.7594490333407,32.30917675454665,-163.715443,-246.9961584,154.2331351,-360.8952302,772.9249608369561,1130.864256079069,578.4571510154052,610.4081041349349,735.6122105,743.8760987,1155.766954909138,595.8530274125001,
IMF.STA:BOP(20.0.0),IDN.NETCD_T.CAB.USD.Q,OBS_VALUE,Indonesia,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,-214,-428,-408,-1505,-838,-1477,-1504,-3112,-1163,-1048,-1015,-786,-75,-355,-640,-821,-492,-142,-468,-620,-1155,-1345,-791,-617,-811,-552,-118,-60,-497,-219,-621,-356,-276,-299,-177,-676,-816,-1208,-288,-1203,-1304,-932,-821,-1085,-952,-770,27,-596,-295,-382,-833,-1230,-585.5,-158,-818.5,-1688,-1930,-1609,-1204,-2034,-2564,-2111,-954,-2192,-1103,-1393,-201,999.8274965,670.5022334,1681.90608,744.7299605,1513.169687,850.4279914,1885.01079,1534.289928,1898.023892,1354.082392,2242.927587,2497.04023,2060.308839,1338.665296,2361.491739,1140.435217,1658.766493,1907.532269,2407.297445,1849.945978,1477.427653,2097.676697,2139.742173,2391.947316,-1992.300591,972.9649416,2038.346411,543.9991423,208.8458978,436.4531428,-1164.849789,797.095577,2949.180266,1958.903457,3794.903159,2156.506712,2638.455676,2270.456485,2143.723394,3438.406272,2742.296471,-1013.111816,-966.2686341,-636.9236042,2689.598388,2376.853408,1780.870838,3781.167052,1890.521779,1341.56591,1042.625378,869.5719226,2946.686394,273.3221722,766.357712,-2301.29827,-3191.467248,-8149.25738,-5264.682801,-7812.44351,-6007.259284,-10125.54304,-8640.256454,-4336.140237,-4926.672283,-9584.751987,-7037.420869,-5961.020659,-4313.58033,-4278.550359,-4223.684428,-4702.929453,-4634.009442,-5570.146814,-4950.989065,-1797.110065,-2023.419134,-4368.845209,-4236.590786,-5566.779251,-4937.467763,-7784.173766,-8380.291415,-9531.18738,-6550.291346,-8199.4113,-7480.91828,-8048.438827,-3366.708107,-2913.208589,996.5862412,850.0607153,-1139.666118,-1881.474269,5020.445303,1511.410134,724.0503441,4282.988427,4709.345472,3498.750668,2944.534783,-2345.284511,-1260.363409,-1380.548883,-2577.275805,-3125.56325,-2008.200468,-1144.751316,
IMF.STA:BOP(20.0.0),AGO.NETCD_T.CAB.USD.Q,OBS_VALUE,Angola,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3728.270048,3835.857873,2585.017972,3692.039268,3847.065485,2749.498144,2949.543114,-1401.036632,1044.949861,-493.2640162,-340.3892069,-3958.814234,-5514.260003,-736.82838,-1786.899128,-2234.854392,-2659.281369,-335.5015744,-183.5772975,93.16477804,-176.1809656,-1548.987102,-591.6525617,1683.953481,2329.640394,977.7619516,2835.735002,1259.469172,18.37396786,1883.255397,1461.520918,1774.244597,1147.667097,-1270.662363,553.0773776,441.8357199,2098.91259,1294.098077,2313.910325,2692.530657,4890.082619,3493.394528,3022.743123,356.6592297,424.5749419,122.6797536,2365.590283,1272.148817,2062.813838,1573.504823,2115.637452,525.1084298,
IMF.STA:BOP(20.0.0),TUR.NETCD_T.CAB.USD.Q,OBS_VALUE,"Türkiye, Republic of",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95,-620,-296,-428,-252,-141,6,-626,-714,-384,-245,-122,-501,57,337,-699,-415,94,856,1061,403,-68,438,165,-904,-591,-521,-609,-215,208,605,-348,-160,-592,-47,-175,-932,-2344,-1580,-1577,-1133,1408,2014,342,428,-443,26,-2349,-429,-1430,470,-1048,-1248,-1032,948,-1306,-1034,-259,1514,1779,1365,-1290,254,-1254,-2301,-3271,-1334,-3014,-571,1422,2092,817,-461,-618,1244,-791,-3082,-2438,1296,-3330,-5449,-4174,-52,-4523,-5979,-6345,-1712,-6944,-8712,-10465,-4358,-7627,-9179,-9677,-6290,-11800,-11923,-14834,-6996,-5673,-1560,-4656,-982,-4160,-9004,-9866,-9336,-16419,-21181,-22681,-14829,-15712,-16107,-13021,-3341,-9327,-14706,-15796,-5355,-13472,-10262,-9573,-482,-11793,-8554,-8791,2360,-6369,-6613,-9158,-775,-5621,-6992,-10478,-4751,-12924,-15422,-12973,7412,6380,-305,1434,12721,1164,-6690,-11104,-6761,-6421,-6478,-4998,6758,-1503,-17916,-11248,-6422,-10697,-23248,-10825,-1584,-4220,-9731,-4572,9458,-5128,
IMF.STA:BOP(20.0.0),KIR.NETCD_T.CAB.USD.Q,OBS_VALUE,Kiribati,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.53080179,-5.22993616,-8.901450116,22.53081873020834,-13.16682015,2.016348424122394,41.05641023935901,26.14042311542719,11.32664834447936,18.78325987032375,-0.957477949,27.09556243788867,-10.29982324,3.366932378178906,4.279642418842134,21.87290141271263,41.65187902801846,-2.515850145,27.03036814349679,4.334714143030507,16.47326106175974,22.57600018258398,17.10711000894975,20.77891096844171,36.24648636,0.2032668293108463,24.92714061,25.44137301503775,13.73138590184519,14.85355335,32.52642740097584,10.16720636259632,7.800957778131254,-7.371387818,21.73809458863954,-1.916705862,-8.203628326,-18.1980126,5.174831660954681,-11.29630797,-9.361229248,17.96565566048865,-3.568753592,-10.1524654,,,,,
IMF.STA:BOP(20.0.0),IRL.NETCD_T.CAB.USD.Q,OBS_VALUE,Ireland,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2638.32911,-1572.954091,-1484.644115,-1448.646267,-2771.305046,-1806.837735,-1562.288028,-1721.694717,-4754.805781,-2828.395013,-2259.949085,-4005.400602,-5982.924887,-4000.826212,-4484.967727,-834.2633391,-3029.150238,-1633.100074,-464.8489773,119.7133892307711,-1381.525029,-169.0098556,1816.492427272737,2053.703781818186,-1759.233934,867.7543285714256,2233.483490909044,1487.01462,-3535.289838,-3097.194479,588.8652138461468,-1664.954775,-581.0767742,930.0370031745701,4002.992475757615,1478.023940624999,-1083.378711,2328.081242,4235.161295454578,54.99140625000002,5625.083571428783,8374.638122580376,6910.0164,-2263.92468,1967.064241935397,308.28126,-291.4401136,-5623.462969,7026.594895384463,-34552.89786,17459.36873846166,15809.93537142839,11868.06392857157,11190.47855238117,11358.05932615347,-16475.14803,9797.164342856893,-39260.9543,11513.05186060581,-65762.11125,-52131.6038,12934.99314,12722.42303636357,-2830.748049,18894.42036190447,18262.51411111044,24534.33286515184,3427.146695454672,16348.54977,13030.28049047643,11010.10727,8037.605674999996,12668.98365846208,12351.06362096815,20277.60853846226,-553.6781349,16173.88764444442,38208.39579682679,25242.17523636467,,
IMF.STA:BOP(20.0.0),DJI.NETCD_T.CAB.USD.Q,OBS_VALUE,Djibouti,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.6490936568548,67.21084196196398,173.4413674678198,167.6747605186759,109.5483150858908,78.30030631056206,42.80244811346357,135.7073645921962,,,,,276.8223416119327,166.5451727573961,74.54261314173002,138.2968591103167,266.0892827,75.75019291255902,265.7570277312287,113.7520063483342,301.2449581439115,208.2694782590296,46.30204131831168,54.30714056037694,
IMF.STA:BOP(20.0.0),AUS.NETCD_T.CAB.USD.Q,OBS_VALUE,Australia,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4206.327264,-4190.968517,-5251.75644,-4691.039173,-4676.541748,-3222.297026,-3884.240734,-3749.296274,-3033.337917,-2342.948133,-3074.938431,-2134.938348,-2307.24629,-2319.702941,-3523.640803,-2162.714531,-2093.956595,-2139.81219,-3061.354223,-1994.397934,-2107.458194,-3408.251098,-5769.486549,-4577.852947,-5031.459098,-4285.038511,-4899.603549,-4453.137279,-3456.975575,-2517.794792,-4886.329892,-3543.642094,-2631.872479,-1789.600781,-3924.222917,-3564.796339,-4318.146513,-3571.480942,-5587.570137,-4303.329787,-5148.928442,-5706.198698,-6495.956698,-4444.625655,-4665.614146,-4662.754004,-3655.707773,-2503.197969,-2038.389041,-1546.312442,-2006.639149,-2395.597833,-2315.380085,-3553.094305,-4839.045411,-5294.714956,-5427.139253,-7277.15046,-8279.370344,-8324.071645,-8822.381461,-8366.377309,-11622.38764,-12475.8045,-11258.42051,-9393.20351,-11790.71145,-10900.60784,-9678.684398,-11071.813,-12792.88645,-12746.04214,-12695.45169,-14392.68278,-18318.76774,-19274.72482,-17636.39769,-15300.70282,-12582.48538,-6040.4761,-3511.132348,-10647.55832,-15346.65125,-19082.33644,-16207.48439,-6670.838762,-10952.91109,-12180.52538,-12214.37182,-9404.413198,-12397.9564,-11634.03919,-16811.46957,-12265.71583,-19941.84257,-19753.99821,-12309.87916,-11722.93527,-16532.99137,-10816.85467,-8136.255591,-10488.36611,-15772.65117,-11011.20648,-9097.282331,-15094.24223,-17626.00754,-16458.15244,-11257.39798,-12873.6904,-14182.96739,-5328.936389,-5335.7046,-8466.035015,-12929.87744,-13057.22512,-8771.048494,-10179.51056,-11023.52482,-6594.399671,-2388.289298,2007.901166957403,582.6186399930791,-490.6707764,3327.468534195055,10445.26754573467,2951.031147,8175.195397800977,11105.44025442649,17764.67956668388,9892.279628489237,1878.690905073485,-1221.095061,11215.68722431134,-8709.10035,4421.516766796925,1975.007388447895,2261.365212825585,-11099.76068,1677.739512097933,-5434.448568,-7605.040504,-15337.19207,-6025.019285,
IMF.STA:BOP(20.0.0),NIC.NETCD_T.CAB.USD.Q,OBS_VALUE,Nicaragua,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-222.1,-206.6,-210.9,-129.4,-237.8,-145.2,-58.5,-162.8,-323.356,-203.604,-200.03,-183.918,-149.807966,-150.027318,-239.479572,-183.164638,-117.596,-182.376,-299.552,-225.248,-160.002,-221.9,-241.144,-217.72,-123.308,-169.24,-213.046,-181.042,-175.892,-191.826,-326.696,-233.964,-221.4,-214.9,-252.3,-247.1,-216.8,-186.3,-234.9,-182.3,-166.6,-182.4,-217.4,-217.7,-180.9,-149.5,-173.5,-201.6,-164.3,-169.2,-156.9,-197,-143.57,-222.3,-205.7,-212,-176.9,-208.5,-219,-280.3,-155.2,-264,-263.9,-523.9,-261.2,-403.4,-407.2,-378.5,-99.4,-224.9,-117.9,-259.3,-45.5,-217.9,-277.8,-236.1,-198.6,-293.2,-353.4,-318.7,-212.6,-333.5,-303.4,-385.3,-243.3,-350.1,-355,-432,-184.8,-240.8,-139.3,-388.9,-239.3,-290.8,-323,-406.4,-247.3,-276.5,-301.6,-301.7,-37.9,-196.4,-288.5,-464.3,-41.7,-155,65.7,-103.1,127.4,196.5,245.9,184.3,202.6,47.2,231.7,-1.3,143.1211419,-198,-184,-152.3,-180.3,-62.2,-89.3,-127.8,491.2,369.6,351.2,253.4,195.7024942,279.6878039,278.227992,64,
