Adjustment,ccode,Country,Date,GDP,Unit multiplier,CURRENCY,Currency
Calendar and seasonally adjusted,ARG,Argentina,2014-Q2,710555.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2024-Q4,27220313.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2024-Q3,23568139.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2024-Q2,19964643.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2024-Q1,16312260,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2012-Q1,100554.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2011-Q4,94194.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2014-Q1,171327.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2013-Q4,157272.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2013-Q3,144438.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2013-Q2,134663.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2013-Q1,126350.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2012-Q4,118701.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2012-Q3,112584.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2012-Q2,107251.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2011-Q3,88935.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2011-Q2,82495.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2011-Q1,76240.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2010-Q4,70438.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2010-Q3,64884.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2010-Q2,60193.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2010-Q1,56462,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2009-Q4,53726.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2009-Q3,50812.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2009-Q2,48099.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2009-Q1,45830.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2008-Q4,43220,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2008-Q3,40523.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2008-Q2,37941.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2008-Q1,35052.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2007-Q4,32394.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2007-Q3,30198.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2007-Q2,27963.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2007-Q1,25954.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2006-Q4,24224.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2006-Q3,22731,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2006-Q2,21524.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2006-Q1,20502,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2005-Q4,19496.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2005-Q3,18244.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2005-Q2,17073.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2005-Q1,15916.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2004-Q4,14779.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2004-Q3,13868.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2004-Q2,13011.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2004-Q1,12259.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2023-Q4,11137916,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2023-Q3,8505948.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2023-Q2,6521423.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2023-Q1,5201147.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2022-Q4,4216203,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2022-Q3,3448967.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2022-Q2,2914622.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2022-Q1,2508824.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2021-Q4,2264216,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2021-Q3,1949534.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2021-Q2,1683556.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2021-Q1,1458838.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2014-Q2,184717.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2015-Q1,871294.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2005-Q3,111074.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2005-Q2,108284.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2005-Q1,99755.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2012-Q2,525194.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2012-Q1,494351.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2011-Q4,474394.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2011-Q3,451970.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2011-Q2,420546.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2011-Q1,394330.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2010-Q4,370118.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2010-Q3,338456.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2010-Q2,317249.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2010-Q1,293546.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2009-Q4,266331.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2009-Q3,252243.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2009-Q2,233954.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2009-Q1,231862.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2008-Q4,232108,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2008-Q3,223431.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2008-Q2,222027.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2008-Q1,204304.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2007-Q4,186685.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2007-Q3,176200.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2007-Q2,161564.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2021-Q2,8444221,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2021-Q1,7501031.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2020-Q4,6518386.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2020-Q3,5659472.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2020-Q2,4851922.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2020-Q1,5439460,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2019-Q4,5047095.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2019-Q3,4594422.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2019-Q2,4277373.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2019-Q1,3882093.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2024-Q4,151972484.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2024-Q3,128269883.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2024-Q2,109034497.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2024-Q1,92268715.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2023-Q4,57934046.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2023-Q3,40753253.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2023-Q2,32225908.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2018-Q4,3557414,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2018-Q3,3299684.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2018-Q2,2972635.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2018-Q1,2743943.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2017-Q4,2490703.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2017-Q3,2325889.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2017-Q2,2157053.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2017-Q1,2027474,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2016-Q4,1905027.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2016-Q3,1783544.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2016-Q2,1651091.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2016-Q1,1520685.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2015-Q4,1396072.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2015-Q3,1291500.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2015-Q2,1207483.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2015-Q1,1106983.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2014-Q4,1051100,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2020-Q4,1282605.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2020-Q3,1159881.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2020-Q2,1066659.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2020-Q1,1081967.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2019-Q4,1009459,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2019-Q3,926957,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2019-Q2,846336.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2019-Q1,762154.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2018-Q4,665377,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2018-Q3,595632,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2018-Q2,551594.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2018-Q1,517827.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2017-Q4,504529.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2017-Q3,487405.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2017-Q2,460680.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2017-Q1,433913.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2016-Q4,405451.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2016-Q3,376902.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2016-Q2,347115.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2016-Q1,323176.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2015-Q4,300987.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2015-Q3,279738.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2015-Q2,259431,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2015-Q1,237513,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2014-Q4,218994.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2014-Q3,201110.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2016-Q1,1197132.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2016-Q2,1306344.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2017-Q3,1842390.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2017-Q4,1976989.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2018-Q1,2226457.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2018-Q2,2418268.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2018-Q3,2709729.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2018-Q4,2888791.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2019-Q1,3112886.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2019-Q2,3432022.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2019-Q3,3669869.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2019-Q4,4041300,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2020-Q1,4352935,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2020-Q2,3790483.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2020-Q3,4488333.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2020-Q4,5246376,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2021-Q1,6039273.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2021-Q2,6773021,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2021-Q3,7499597.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2021-Q4,8784483,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2022-Q1,10182350.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2022-Q2,12113428.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2022-Q3,14317156.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2014-Q3,967212.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2014-Q2,896218.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2014-Q1,855566.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2013-Q4,777061.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2013-Q3,717122.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2013-Q2,663486.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2013-Q1,614521.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2012-Q4,580747.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2012-Q3,550894.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2023-Q1,26683254.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2022-Q4,21684710.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2022-Q3,17750947.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2022-Q2,15021834.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2022-Q1,12698039.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2021-Q4,11044758.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2021-Q3,9462510.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2004-Q4,96854.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2004-Q3,93199.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2004-Q2,89168,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2004-Q1,86778.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2007-Q1,152953.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2006-Q4,145319.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2006-Q3,139380.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2006-Q2,130581.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2006-Q1,126655.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2005-Q4,118787.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2014-Q3,766114.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2006-Q2,108975.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2006-Q3,116773.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2006-Q4,121006.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2007-Q1,126990.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2007-Q2,133633.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2007-Q3,146041.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2007-Q4,154226.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2008-Q1,169209.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2008-Q2,184264.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2008-Q3,182938.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2008-Q4,188721.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2009-Q1,186358.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2009-Q2,185895.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2009-Q3,201545.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2009-Q4,212122.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2010-Q1,237623.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2010-Q2,256650.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2016-Q3,1404372.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2016-Q4,1499852.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2017-Q1,1595928.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2017-Q2,1699282.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2004-Q1,74359.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2004-Q2,76187.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2004-Q3,79215.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2004-Q4,82319.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2005-Q1,83776.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2005-Q2,91374,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2005-Q3,92847.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2005-Q4,99172.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2006-Q1,106198.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2024-Q1,75291396.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2024-Q2,89016488.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2024-Q3,105335053,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2024-Q4,124837286.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2014-Q4,833123.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2022-Q4,17453979.3,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2023-Q1,21381199.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2023-Q2,25747503.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2023-Q3,32459078.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2023-Q4,46642245.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2010-Q3,273517.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2010-Q4,299601,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2011-Q1,317480.6,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2011-Q2,337927.4,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2011-Q3,362929.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2011-Q4,381038.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2015-Q2,947313.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2015-Q3,1011485.8,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2015-Q4,1094276,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2012-Q1,393060,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2012-Q2,418059.2,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2012-Q3,438650.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2012-Q4,462326.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2013-Q1,488006.1,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2013-Q2,528346.5,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2013-Q3,572246.7,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,ARG,Argentina,2013-Q4,620867.9,Millions,ARS,Argentine peso
Calendar and seasonally adjusted,AUS,Australia,1972-Q1,6128,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1972-Q2,6278,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,2009-Q3,175532,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1973-Q2,7182,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1973-Q3,7504,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1973-Q4,7889,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1974-Q1,8256,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1974-Q2,8665,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1974-Q3,9297,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1971-Q3,5906,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1971-Q4,6003,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1976-Q2,12393,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1976-Q3,12949,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1976-Q4,13514,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1977-Q1,13801,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1977-Q2,14291,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1977-Q3,14635,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1977-Q4,15000,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1978-Q1,15212,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1978-Q2,15920,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1978-Q3,16213,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1978-Q4,16570,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1979-Q1,17034,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1979-Q2,17477,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1979-Q3,17947,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1979-Q4,18428,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1972-Q3,6445,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1972-Q4,6618,Millions,AUD,Australian dollar
Calendar and seasonally adjusted,AUS,Australia,1973-Q1,6878,Millions,AUD,Australian dollar
