ccode,country,Adjustment,Date,pct_ca_oecd
ARG,Argentina,Calendar and seasonally adjusted,2006-Q1,2.64117
ARG,Argentina,Calendar and seasonally adjusted,2006-Q2,2.126297
ARG,Argentina,Calendar and seasonally adjusted,2006-Q3,2.731189
ARG,Argentina,Calendar and seasonally adjusted,2006-Q4,3.793336
ARG,Argentina,Calendar and seasonally adjusted,2007-Q1,2.124996
ARG,Argentina,Calendar and seasonally adjusted,2007-Q2,1.694194
ARG,Argentina,Calendar and seasonally adjusted,2007-Q3,0.9223103
ARG,Argentina,Calendar and seasonally adjusted,2007-Q4,3.670239
ARG,Argentina,Calendar and seasonally adjusted,2008-Q1,3.081346
ARG,Argentina,Calendar and seasonally adjusted,2008-Q2,-0.9158609
ARG,Argentina,Calendar and seasonally adjusted,2008-Q3,3.035038
ARG,Argentina,Calendar and seasonally adjusted,2008-Q4,0.7846621
ARG,Argentina,Calendar and seasonally adjusted,2009-Q1,2.833673
ARG,Argentina,Calendar and seasonally adjusted,2009-Q2,4.105328
ARG,Argentina,Calendar and seasonally adjusted,2009-Q3,0.8946098
ARG,Argentina,Calendar and seasonally adjusted,2009-Q4,1.075865
ARG,Argentina,Calendar and seasonally adjusted,2010-Q1,-0.5802385
ARG,Argentina,Calendar and seasonally adjusted,2010-Q2,0.7629085
ARG,Argentina,Calendar and seasonally adjusted,2010-Q3,-0.3847956
ARG,Argentina,Calendar and seasonally adjusted,2010-Q4,-1.424532
ARG,Argentina,Calendar and seasonally adjusted,2011-Q1,-0.8209527
ARG,Argentina,Calendar and seasonally adjusted,2011-Q2,-0.7452836
ARG,Argentina,Calendar and seasonally adjusted,2011-Q3,-0.9954666
ARG,Argentina,Calendar and seasonally adjusted,2011-Q4,-1.495615
ARG,Argentina,Calendar and seasonally adjusted,2012-Q1,-0.2574839
ARG,Argentina,Calendar and seasonally adjusted,2012-Q2,-0.5746655
ARG,Argentina,Calendar and seasonally adjusted,2012-Q3,0.0713269
ARG,Argentina,Calendar and seasonally adjusted,2012-Q4,-0.6805279
ARG,Argentina,Calendar and seasonally adjusted,2013-Q1,-1.729747
ARG,Argentina,Calendar and seasonally adjusted,2013-Q2,-1.132729
ARG,Argentina,Calendar and seasonally adjusted,2013-Q3,-1.876933
ARG,Argentina,Calendar and seasonally adjusted,2013-Q4,-4.050769
ARG,Argentina,Calendar and seasonally adjusted,2014-Q1,-3.89664
ARG,Argentina,Calendar and seasonally adjusted,2014-Q2,-0.3966281
ARG,Argentina,Calendar and seasonally adjusted,2014-Q3,-1.245428
ARG,Argentina,Calendar and seasonally adjusted,2014-Q4,-1.508174
ARG,Argentina,Calendar and seasonally adjusted,2015-Q1,-3.089599
ARG,Argentina,Calendar and seasonally adjusted,2015-Q2,-2.085144
ARG,Argentina,Calendar and seasonally adjusted,2015-Q3,-2.549824
ARG,Argentina,Calendar and seasonally adjusted,2015-Q4,-3.39167
ARG,Argentina,Calendar and seasonally adjusted,2016-Q1,-3.061783
ARG,Argentina,Calendar and seasonally adjusted,2016-Q2,-2.663628
ARG,Argentina,Calendar and seasonally adjusted,2016-Q3,-2.052315
ARG,Argentina,Calendar and seasonally adjusted,2016-Q4,-3.170433
ARG,Argentina,Calendar and seasonally adjusted,2017-Q1,-4.107924
ARG,Argentina,Calendar and seasonally adjusted,2017-Q2,-4.517138
ARG,Argentina,Calendar and seasonally adjusted,2017-Q3,-4.789655
ARG,Argentina,Calendar and seasonally adjusted,2017-Q4,-5.782969
ARG,Argentina,Calendar and seasonally adjusted,2018-Q1,-5.100072
ARG,Argentina,Calendar and seasonally adjusted,2018-Q2,-6.168598
ARG,Argentina,Calendar and seasonally adjusted,2018-Q3,-5.815376
ARG,Argentina,Calendar and seasonally adjusted,2018-Q4,-2.10034
ARG,Argentina,Calendar and seasonally adjusted,2019-Q1,-1.912216
ARG,Argentina,Calendar and seasonally adjusted,2019-Q2,-2.218377
ARG,Argentina,Calendar and seasonally adjusted,2019-Q3,-0.7779842
ARG,Argentina,Calendar and seasonally adjusted,2019-Q4,2.083646
ARG,Argentina,Calendar and seasonally adjusted,2020-Q1,1.250204
ARG,Argentina,Calendar and seasonally adjusted,2020-Q2,2.6703
ARG,Argentina,Calendar and seasonally adjusted,2020-Q3,1.196103
ARG,Argentina,Calendar and seasonally adjusted,2020-Q4,-1.883963
ARG,Argentina,Calendar and seasonally adjusted,2021-Q1,1.410546
ARG,Argentina,Calendar and seasonally adjusted,2021-Q2,1.507539
ARG,Argentina,Calendar and seasonally adjusted,2021-Q3,2.599804
ARG,Argentina,Calendar and seasonally adjusted,2021-Q4,-0.2100169
ARG,Argentina,Calendar and seasonally adjusted,2022-Q1,-0.008479201
ARG,Argentina,Calendar and seasonally adjusted,2022-Q2,-1.150146
ARG,Argentina,Calendar and seasonally adjusted,2022-Q3,-1.907788
ARG,Argentina,Calendar and seasonally adjusted,2022-Q4,0.7715189
ARG,Argentina,Calendar and seasonally adjusted,2023-Q1,-2.915733
ARG,Argentina,Calendar and seasonally adjusted,2023-Q2,-4.217372
ARG,Argentina,Calendar and seasonally adjusted,2023-Q3,-3.314518
ARG,Argentina,Calendar and seasonally adjusted,2023-Q4,-2.13182
ARG,Argentina,Calendar and seasonally adjusted,2024-Q1,1.297727
ARG,Argentina,Calendar and seasonally adjusted,2024-Q2,1.806395
ARG,Argentina,Calendar and seasonally adjusted,2024-Q3,0.8207445
ARG,Argentina,Calendar and seasonally adjusted,2024-Q4,0.1865985
AUS,Australia,Calendar and seasonally adjusted,1959-Q3,-2.618328
AUS,Australia,Calendar and seasonally adjusted,1959-Q4,0.09784736
AUS,Australia,Calendar and seasonally adjusted,1960-Q1,-1.56025
AUS,Australia,Calendar and seasonally adjusted,1960-Q2,-3.403381
AUS,Australia,Calendar and seasonally adjusted,1960-Q3,-5.5
AUS,Australia,Calendar and seasonally adjusted,1960-Q4,-4.290876
AUS,Australia,Calendar and seasonally adjusted,1961-Q1,-3.528613
AUS,Australia,Calendar and seasonally adjusted,1961-Q2,0.04627487
AUS,Australia,Calendar and seasonally adjusted,1961-Q3,0.646502
AUS,Australia,Calendar and seasonally adjusted,1961-Q4,2.289901
AUS,Australia,Calendar and seasonally adjusted,1962-Q1,0.6224989
AUS,Australia,Calendar and seasonally adjusted,1962-Q2,0.02176752
AUS,Australia,Calendar and seasonally adjusted,1962-Q3,-2.816599
AUS,Australia,Calendar and seasonally adjusted,1962-Q4,-1.233793
AUS,Australia,Calendar and seasonally adjusted,1963-Q1,-1.137056
AUS,Australia,Calendar and seasonally adjusted,1963-Q2,-1.124744
AUS,Australia,Calendar and seasonally adjusted,1963-Q3,-0.368932
AUS,Australia,Calendar and seasonally adjusted,1963-Q4,1.978315
AUS,Australia,Calendar and seasonally adjusted,1964-Q1,0.7520211
AUS,Australia,Calendar and seasonally adjusted,1964-Q2,-0.8180331
AUS,Australia,Calendar and seasonally adjusted,1964-Q3,-2.488364
AUS,Australia,Calendar and seasonally adjusted,1964-Q4,-2.168257
AUS,Australia,Calendar and seasonally adjusted,1965-Q1,-3.161853
AUS,Australia,Calendar and seasonally adjusted,1965-Q2,-3.185247
AUS,Australia,Calendar and seasonally adjusted,1965-Q3,-4.376879
AUS,Australia,Calendar and seasonally adjusted,1965-Q4,-3.648671
AUS,Australia,Calendar and seasonally adjusted,1966-Q1,-2.692055
AUS,Australia,Calendar and seasonally adjusted,1966-Q2,-1.648
AUS,Australia,Calendar and seasonally adjusted,1966-Q3,-1.8663
AUS,Australia,Calendar and seasonally adjusted,1966-Q4,-1.805701
AUS,Australia,Calendar and seasonally adjusted,1967-Q1,-2.479101
AUS,Australia,Calendar and seasonally adjusted,1967-Q2,-1.860332
AUS,Australia,Calendar and seasonally adjusted,1967-Q3,-2.861573
AUS,Australia,Calendar and seasonally adjusted,1967-Q4,-2.819627
AUS,Australia,Calendar and seasonally adjusted,1968-Q1,-5.119129
AUS,Australia,Calendar and seasonally adjusted,1968-Q2,-3.159851
AUS,Australia,Calendar and seasonally adjusted,1968-Q3,-3.635895
AUS,Australia,Calendar and seasonally adjusted,1968-Q4,-2.313625
AUS,Australia,Calendar and seasonally adjusted,1969-Q1,-2.305928
AUS,Australia,Calendar and seasonally adjusted,1969-Q2,-2.246928
AUS,Australia,Calendar and seasonally adjusted,1969-Q3,-1.354861
AUS,Australia,Calendar and seasonally adjusted,1969-Q4,-1.642054
AUS,Australia,Calendar and seasonally adjusted,1970-Q1,-1.322865
AUS,Australia,Calendar and seasonally adjusted,1970-Q2,-1.791632
AUS,Australia,Calendar and seasonally adjusted,1970-Q3,-1.419899
AUS,Australia,Calendar and seasonally adjusted,1970-Q4,-1.589069
AUS,Australia,Calendar and seasonally adjusted,1971-Q1,-2.036839
AUS,Australia,Calendar and seasonally adjusted,1971-Q2,-1.086439
AUS,Australia,Calendar and seasonally adjusted,1971-Q3,-0.7796735
AUS,Australia,Calendar and seasonally adjusted,1971-Q4,-1.328082
AUS,Australia,Calendar and seasonally adjusted,1972-Q1,-0.09893866
AUS,Australia,Calendar and seasonally adjusted,1972-Q2,1.204297
AUS,Australia,Calendar and seasonally adjusted,1972-Q3,1.70911
AUS,Australia,Calendar and seasonally adjusted,1972-Q4,2.274419
AUS,Australia,Calendar and seasonally adjusted,1973-Q1,2.040013
AUS,Australia,Calendar and seasonally adjusted,1973-Q2,1.677575
AUS,Australia,Calendar and seasonally adjusted,1973-Q3,0.4203177
AUS,Australia,Calendar and seasonally adjusted,1973-Q4,0.4342017
AUS,Australia,Calendar and seasonally adjusted,1974-Q1,-1.806685
AUS,Australia,Calendar and seasonally adjusted,1974-Q2,-3.36758
AUS,Australia,Calendar and seasonally adjusted,1974-Q3,-3.080045
AUS,Australia,Calendar and seasonally adjusted,1974-Q4,-2.391341
AUS,Australia,Calendar and seasonally adjusted,1975-Q1,-0.3444636
AUS,Australia,Calendar and seasonally adjusted,1975-Q2,0.228359
AUS,Australia,Calendar and seasonally adjusted,1975-Q3,-0.9998969
AUS,Australia,Calendar and seasonally adjusted,1975-Q4,-1.740584
AUS,Australia,Calendar and seasonally adjusted,1976-Q1,-1.70868
AUS,Australia,Calendar and seasonally adjusted,1976-Q2,-1.011691
AUS,Australia,Calendar and seasonally adjusted,1976-Q3,-1.151373
AUS,Australia,Calendar and seasonally adjusted,1976-Q4,-1.76
AUS,Australia,Calendar and seasonally adjusted,1977-Q1,-2.949051
AUS,Australia,Calendar and seasonally adjusted,1977-Q2,-2.796479
AUS,Australia,Calendar and seasonally adjusted,1977-Q3,-3.022561
AUS,Australia,Calendar and seasonally adjusted,1977-Q4,-1.084337
AUS,Australia,Calendar and seasonally adjusted,1978-Q1,-2.885954
AUS,Australia,Calendar and seasonally adjusted,1978-Q2,-2.981257
AUS,Australia,Calendar and seasonally adjusted,1978-Q3,-3.609049
AUS,Australia,Calendar and seasonally adjusted,1978-Q4,-3.533788
AUS,Australia,Calendar and seasonally adjusted,1979-Q1,-1.944836
AUS,Australia,Calendar and seasonally adjusted,1979-Q2,-1.921835
AUS,Australia,Calendar and seasonally adjusted,1979-Q3,-1.701424
AUS,Australia,Calendar and seasonally adjusted,1979-Q4,-0.6694686
AUS,Australia,Calendar and seasonally adjusted,1980-Q1,-0.9000584
AUS,Australia,Calendar and seasonally adjusted,1980-Q2,-1.711918
AUS,Australia,Calendar and seasonally adjusted,1980-Q3,-3.756778
AUS,Australia,Calendar and seasonally adjusted,1980-Q4,-3.200635
AUS,Australia,Calendar and seasonally adjusted,1981-Q1,-2.855661
AUS,Australia,Calendar and seasonally adjusted,1981-Q2,-4.156247
AUS,Australia,Calendar and seasonally adjusted,1981-Q3,-4.065465
AUS,Australia,Calendar and seasonally adjusted,1981-Q4,-5.332472
AUS,Australia,Calendar and seasonally adjusted,1982-Q1,-5.389965
AUS,Australia,Calendar and seasonally adjusted,1982-Q2,-4.715709
AUS,Australia,Calendar and seasonally adjusted,1982-Q3,-3.361399
AUS,Australia,Calendar and seasonally adjusted,1982-Q4,-3.331007
AUS,Australia,Calendar and seasonally adjusted,1983-Q1,-3.486665
AUS,Australia,Calendar and seasonally adjusted,1983-Q2,-2.929035
AUS,Australia,Calendar and seasonally adjusted,1983-Q3,-3.64713
AUS,Australia,Calendar and seasonally adjusted,1983-Q4,-2.688418
AUS,Australia,Calendar and seasonally adjusted,1984-Q1,-3.956241
AUS,Australia,Calendar and seasonally adjusted,1984-Q2,-3.412817
AUS,Australia,Calendar and seasonally adjusted,1984-Q3,-4.32843
AUS,Australia,Calendar and seasonally adjusted,1984-Q4,-5.106146
AUS,Australia,Calendar and seasonally adjusted,1985-Q1,-4.013552
AUS,Australia,Calendar and seasonally adjusted,1985-Q2,-4.435621
AUS,Australia,Calendar and seasonally adjusted,1985-Q3,-5.521027
AUS,Australia,Calendar and seasonally adjusted,1985-Q4,-5.612292
AUS,Australia,Calendar and seasonally adjusted,1986-Q1,-5.890929
AUS,Australia,Calendar and seasonally adjusted,1986-Q2,-5.509555
AUS,Australia,Calendar and seasonally adjusted,1986-Q3,-4.716912
AUS,Australia,Calendar and seasonally adjusted,1986-Q4,-4.314732
AUS,Australia,Calendar and seasonally adjusted,1987-Q1,-4.010451
AUS,Australia,Calendar and seasonally adjusted,1987-Q2,-3.165215
AUS,Australia,Calendar and seasonally adjusted,1987-Q3,-3.227181
AUS,Australia,Calendar and seasonally adjusted,1987-Q4,-3.243555
AUS,Australia,Calendar and seasonally adjusted,1988-Q1,-2.999698
AUS,Australia,Calendar and seasonally adjusted,1988-Q2,-3.596384
AUS,Australia,Calendar and seasonally adjusted,1988-Q3,-3.912741
AUS,Australia,Calendar and seasonally adjusted,1988-Q4,-4.712077
AUS,Australia,Calendar and seasonally adjusted,1989-Q1,-5.58857
AUS,Australia,Calendar and seasonally adjusted,1989-Q2,-5.892011
AUS,Australia,Calendar and seasonally adjusted,1989-Q3,-6.271463
AUS,Australia,Calendar and seasonally adjusted,1989-Q4,-6.120214
AUS,Australia,Calendar and seasonally adjusted,1990-Q1,-6.177765
AUS,Australia,Calendar and seasonally adjusted,1990-Q2,-4.371108
AUS,Australia,Calendar and seasonally adjusted,1990-Q3,-4.046868
AUS,Australia,Calendar and seasonally adjusted,1990-Q4,-4.861277
AUS,Australia,Calendar and seasonally adjusted,1991-Q1,-3.817672
AUS,Australia,Calendar and seasonally adjusted,1991-Q2,-3.267664
AUS,Australia,Calendar and seasonally adjusted,1991-Q3,-3.108396
AUS,Australia,Calendar and seasonally adjusted,1991-Q4,-2.961971
AUS,Australia,Calendar and seasonally adjusted,1992-Q1,-2.996497
AUS,Australia,Calendar and seasonally adjusted,1992-Q2,-3.212803
AUS,Australia,Calendar and seasonally adjusted,1992-Q3,-3.752588
AUS,Australia,Calendar and seasonally adjusted,1992-Q4,-3.16806
AUS,Australia,Calendar and seasonally adjusted,1993-Q1,-2.86465
AUS,Australia,Calendar and seasonally adjusted,1993-Q2,-3.094883
AUS,Australia,Calendar and seasonally adjusted,1993-Q3,-3.244007
AUS,Australia,Calendar and seasonally adjusted,1993-Q4,-2.940032
AUS,Australia,Calendar and seasonally adjusted,1994-Q1,-2.77879
AUS,Australia,Calendar and seasonally adjusted,1994-Q2,-4.363286
AUS,Australia,Calendar and seasonally adjusted,1994-Q3,-5.508598
AUS,Australia,Calendar and seasonally adjusted,1994-Q4,-5.244024
AUS,Australia,Calendar and seasonally adjusted,1995-Q1,-5.847127
AUS,Australia,Calendar and seasonally adjusted,1995-Q2,-5.019877
AUS,Australia,Calendar and seasonally adjusted,1995-Q3,-4.253043
AUS,Australia,Calendar and seasonally adjusted,1995-Q4,-4.744969
AUS,Australia,Calendar and seasonally adjusted,1996-Q1,-4.014475
AUS,Australia,Calendar and seasonally adjusted,1996-Q2,-2.69683
AUS,Australia,Calendar and seasonally adjusted,1996-Q3,-3.864173
AUS,Australia,Calendar and seasonally adjusted,1996-Q4,-3.429976
AUS,Australia,Calendar and seasonally adjusted,1997-Q1,-2.968156
AUS,Australia,Calendar and seasonally adjusted,1997-Q2,-1.906937
AUS,Australia,Calendar and seasonally adjusted,1997-Q3,-3.129308
AUS,Australia,Calendar and seasonally adjusted,1997-Q4,-3.676456
AUS,Australia,Calendar and seasonally adjusted,1998-Q1,-4.996163
AUS,Australia,Calendar and seasonally adjusted,1998-Q2,-4.183969
AUS,Australia,Calendar and seasonally adjusted,1998-Q3,-5.535
AUS,Australia,Calendar and seasonally adjusted,1998-Q4,-4.904662
AUS,Australia,Calendar and seasonally adjusted,1999-Q1,-5.61097
AUS,Australia,Calendar and seasonally adjusted,1999-Q2,-5.922125
AUS,Australia,Calendar and seasonally adjusted,1999-Q3,-5.682498
AUS,Australia,Calendar and seasonally adjusted,1999-Q4,-4.724804
AUS,Australia,Calendar and seasonally adjusted,2000-Q1,-4.925318
AUS,Australia,Calendar and seasonally adjusted,2000-Q2,-4.883241
AUS,Australia,Calendar and seasonally adjusted,2000-Q3,-3.16322
AUS,Australia,Calendar and seasonally adjusted,2000-Q4,-3.262301
AUS,Australia,Calendar and seasonally adjusted,2001-Q1,-2.483551
AUS,Australia,Calendar and seasonally adjusted,2001-Q2,-2.084464
AUS,Australia,Calendar and seasonally adjusted,2001-Q3,-1.621932
AUS,Australia,Calendar and seasonally adjusted,2001-Q4,-2.801462
AUS,Australia,Calendar and seasonally adjusted,2002-Q1,-2.601898
AUS,Australia,Calendar and seasonally adjusted,2002-Q2,-3.554332
AUS,Australia,Calendar and seasonally adjusted,2002-Q3,-3.953448
AUS,Australia,Calendar and seasonally adjusted,2002-Q4,-5.025901
AUS,Australia,Calendar and seasonally adjusted,2003-Q1,-4.917587
AUS,Australia,Calendar and seasonally adjusted,2003-Q2,-5.594864
AUS,Australia,Calendar and seasonally adjusted,2003-Q3,-5.373788
AUS,Australia,Calendar and seasonally adjusted,2003-Q4,-5.399491
AUS,Australia,Calendar and seasonally adjusted,2004-Q1,-5.752287
AUS,Australia,Calendar and seasonally adjusted,2004-Q2,-5.518628
AUS,Australia,Calendar and seasonally adjusted,2004-Q3,-6.611853
AUS,Australia,Calendar and seasonally adjusted,2004-Q4,-7.300016
AUS,Australia,Calendar and seasonally adjusted,2005-Q1,-6.519297
AUS,Australia,Calendar and seasonally adjusted,2005-Q2,-5.693221
AUS,Australia,Calendar and seasonally adjusted,2005-Q3,-5.97789
AUS,Australia,Calendar and seasonally adjusted,2005-Q4,-5.641781
AUS,Australia,Calendar and seasonally adjusted,2006-Q1,-5.54039
AUS,Australia,Calendar and seasonally adjusted,2006-Q2,-6.237075
AUS,Australia,Calendar and seasonally adjusted,2006-Q3,-5.698946
AUS,Australia,Calendar and seasonally adjusted,2006-Q4,-6.016746
AUS,Australia,Calendar and seasonally adjusted,2007-Q1,-6.217285
AUS,Australia,Calendar and seasonally adjusted,2007-Q2,-6.601784
AUS,Australia,Calendar and seasonally adjusted,2007-Q3,-6.812156
AUS,Australia,Calendar and seasonally adjusted,2007-Q4,-7.323353
AUS,Australia,Calendar and seasonally adjusted,2008-Q1,-6.81004
AUS,Australia,Calendar and seasonally adjusted,2008-Q2,-5.816189
AUS,Australia,Calendar and seasonally adjusted,2008-Q3,-4.006822
AUS,Australia,Calendar and seasonally adjusted,2008-Q4,-2.922323
AUS,Australia,Calendar and seasonally adjusted,2009-Q1,-1.378682
AUS,Australia,Calendar and seasonally adjusted,2009-Q2,-4.955766
AUS,Australia,Calendar and seasonally adjusted,2009-Q3,-5.288385
AUS,Australia,Calendar and seasonally adjusted,2009-Q4,-6.426241
AUS,Australia,Calendar and seasonally adjusted,2010-Q1,-5.513079
AUS,Australia,Calendar and seasonally adjusted,2010-Q2,-2.896023
AUS,Australia,Calendar and seasonally adjusted,2010-Q3,-2.992266
AUS,Australia,Calendar and seasonally adjusted,2010-Q4,-3.448885
AUS,Australia,Calendar and seasonally adjusted,2011-Q1,-3.34656
AUS,Australia,Calendar and seasonally adjusted,2011-Q2,-3.0295
AUS,Australia,Calendar and seasonally adjusted,2011-Q3,-2.678574
AUS,Australia,Calendar and seasonally adjusted,2011-Q4,-2.878027
AUS,Australia,Calendar and seasonally adjusted,2012-Q1,-4.666444
AUS,Australia,Calendar and seasonally adjusted,2012-Q2,-3.71646
AUS,Australia,Calendar and seasonally adjusted,2012-Q3,-4.269623
AUS,Australia,Calendar and seasonally adjusted,2012-Q4,-4.780612
AUS,Australia,Calendar and seasonally adjusted,2013-Q1,-3.478816
AUS,Australia,Calendar and seasonally adjusted,2013-Q2,-3.5796
AUS,Australia,Calendar and seasonally adjusted,2013-Q3,-3.724791
AUS,Australia,Calendar and seasonally adjusted,2013-Q4,-2.78259
AUS,Australia,Calendar and seasonally adjusted,2014-Q1,-2.652899
AUS,Australia,Calendar and seasonally adjusted,2014-Q2,-3.184188
AUS,Australia,Calendar and seasonally adjusted,2014-Q3,-3.390676
AUS,Australia,Calendar and seasonally adjusted,2014-Q4,-3.117937
AUS,Australia,Calendar and seasonally adjusted,2015-Q1,-3.31715
AUS,Australia,Calendar and seasonally adjusted,2015-Q2,-5.195092
AUS,Australia,Calendar and seasonally adjusted,2015-Q3,-4.975709
AUS,Australia,Calendar and seasonally adjusted,2015-Q4,-5.360752
AUS,Australia,Calendar and seasonally adjusted,2016-Q1,-4.424807
AUS,Australia,Calendar and seasonally adjusted,2016-Q2,-4.426237
AUS,Australia,Calendar and seasonally adjusted,2016-Q3,-3.568628
AUS,Australia,Calendar and seasonally adjusted,2016-Q4,-1.499835
AUS,Australia,Calendar and seasonally adjusted,2017-Q1,-2.266042
AUS,Australia,Calendar and seasonally adjusted,2017-Q2,-2.724545
AUS,Australia,Calendar and seasonally adjusted,2017-Q3,-2.822313
AUS,Australia,Calendar and seasonally adjusted,2017-Q4,-3.515443
AUS,Australia,Calendar and seasonally adjusted,2018-Q1,-3.054603
AUS,Australia,Calendar and seasonally adjusted,2018-Q2,-3.10786
AUS,Australia,Calendar and seasonally adjusted,2018-Q3,-2.382249
AUS,Australia,Calendar and seasonally adjusted,2018-Q4,-1.761819
AUS,Australia,Calendar and seasonally adjusted,2019-Q1,-1.253917
AUS,Australia,Calendar and seasonally adjusted,2019-Q2,0.2862954
AUS,Australia,Calendar and seasonally adjusted,2019-Q3,0.9547155
AUS,Australia,Calendar and seasonally adjusted,2019-Q4,-0.1019909
AUS,Australia,Calendar and seasonally adjusted,2020-Q1,0.6609936
AUS,Australia,Calendar and seasonally adjusted,2020-Q2,2.658056
AUS,Australia,Calendar and seasonally adjusted,2020-Q3,1.536154
AUS,Australia,Calendar and seasonally adjusted,2020-Q4,2.134148
AUS,Australia,Calendar and seasonally adjusted,2021-Q1,3.027812
AUS,Australia,Calendar and seasonally adjusted,2021-Q2,2.993596
AUS,Australia,Calendar and seasonally adjusted,2021-Q3,3.531824
AUS,Australia,Calendar and seasonally adjusted,2021-Q4,0.1244254
AUS,Australia,Calendar and seasonally adjusted,2022-Q1,0.07601423
AUS,Australia,Calendar and seasonally adjusted,2022-Q2,1.418069
AUS,Australia,Calendar and seasonally adjusted,2022-Q3,-0.587985
AUS,Australia,Calendar and seasonally adjusted,2022-Q4,0.5775558
AUS,Australia,Calendar and seasonally adjusted,2023-Q1,0.4252723
AUS,Australia,Calendar and seasonally adjusted,2023-Q2,-0.3235381
AUS,Australia,Calendar and seasonally adjusted,2023-Q3,-1.075205
AUS,Australia,Calendar and seasonally adjusted,2023-Q4,-0.2000156
AUS,Australia,Calendar and seasonally adjusted,2024-Q1,-1.441423
AUS,Australia,Calendar and seasonally adjusted,2024-Q2,-2.407364
AUS,Australia,Calendar and seasonally adjusted,2024-Q3,-2.042296
AUS,Australia,Calendar and seasonally adjusted,2024-Q4,-1.81671
AUT,Austria,Calendar and seasonally adjusted,1995-Q1,-2.895293
AUT,Austria,Calendar and seasonally adjusted,1995-Q2,-3.402853
AUT,Austria,Calendar and seasonally adjusted,1995-Q3,-2.144455
AUT,Austria,Calendar and seasonally adjusted,1995-Q4,-3.232389
AUT,Austria,Calendar and seasonally adjusted,1996-Q1,-3.223184
AUT,Austria,Calendar and seasonally adjusted,1996-Q2,-3.483987
AUT,Austria,Calendar and seasonally adjusted,1996-Q3,-3.411946
AUT,Austria,Calendar and seasonally adjusted,1996-Q4,-2.346249
AUT,Austria,Calendar and seasonally adjusted,1997-Q1,-2.791365
AUT,Austria,Calendar and seasonally adjusted,1997-Q2,-3.007841
AUT,Austria,Calendar and seasonally adjusted,1997-Q3,-3.303163
AUT,Austria,Calendar and seasonally adjusted,1997-Q4,-1.733281
AUT,Austria,Calendar and seasonally adjusted,1998-Q1,-2.571046
AUT,Austria,Calendar and seasonally adjusted,1998-Q2,-1.42335
AUT,Austria,Calendar and seasonally adjusted,1998-Q3,-2.220475
AUT,Austria,Calendar and seasonally adjusted,1998-Q4,-1.71225
AUT,Austria,Calendar and seasonally adjusted,1999-Q1,-2.163654
AUT,Austria,Calendar and seasonally adjusted,1999-Q2,-2.44971
AUT,Austria,Calendar and seasonally adjusted,1999-Q3,-3.006804
AUT,Austria,Calendar and seasonally adjusted,1999-Q4,-1.889224
AUT,Austria,Calendar and seasonally adjusted,2000-Q1,-0.7075775
AUT,Austria,Calendar and seasonally adjusted,2000-Q2,-0.4628823
AUT,Austria,Calendar and seasonally adjusted,2000-Q3,-0.9569075
AUT,Austria,Calendar and seasonally adjusted,2000-Q4,-0.2351645
AUT,Austria,Calendar and seasonally adjusted,2001-Q1,-2.06513
AUT,Austria,Calendar and seasonally adjusted,2001-Q2,-1.30749
AUT,Austria,Calendar and seasonally adjusted,2001-Q3,0.01733239
AUT,Austria,Calendar and seasonally adjusted,2001-Q4,0.1961603
AUT,Austria,Calendar and seasonally adjusted,2002-Q1,2.652451
AUT,Austria,Calendar and seasonally adjusted,2002-Q2,0.8925805
AUT,Austria,Calendar and seasonally adjusted,2002-Q3,2.107717
AUT,Austria,Calendar and seasonally adjusted,2002-Q4,2.174345
AUT,Austria,Calendar and seasonally adjusted,2003-Q1,1.597215
AUT,Austria,Calendar and seasonally adjusted,2003-Q2,1.246719
AUT,Austria,Calendar and seasonally adjusted,2003-Q3,1.40907
AUT,Austria,Calendar and seasonally adjusted,2003-Q4,1.950418
AUT,Austria,Calendar and seasonally adjusted,2004-Q1,2.628695
AUT,Austria,Calendar and seasonally adjusted,2004-Q2,2.683542
AUT,Austria,Calendar and seasonally adjusted,2004-Q3,1.836814
AUT,Austria,Calendar and seasonally adjusted,2004-Q4,0.806502
AUT,Austria,Calendar and seasonally adjusted,2005-Q1,3.646014
AUT,Austria,Calendar and seasonally adjusted,2005-Q2,0.9359474
AUT,Austria,Calendar and seasonally adjusted,2005-Q3,1.737021
AUT,Austria,Calendar and seasonally adjusted,2005-Q4,3.386912
AUT,Austria,Calendar and seasonally adjusted,2006-Q1,3.039192
AUT,Austria,Calendar and seasonally adjusted,2006-Q2,2.643243
AUT,Austria,Calendar and seasonally adjusted,2006-Q3,3.015839
AUT,Austria,Calendar and seasonally adjusted,2006-Q4,4.809963
AUT,Austria,Calendar and seasonally adjusted,2007-Q1,4.052032
AUT,Austria,Calendar and seasonally adjusted,2007-Q2,4.483395
AUT,Austria,Calendar and seasonally adjusted,2007-Q3,3.347612
AUT,Austria,Calendar and seasonally adjusted,2007-Q4,2.852455
AUT,Austria,Calendar and seasonally adjusted,2008-Q1,6.913979
AUT,Austria,Calendar and seasonally adjusted,2008-Q2,3.871838
AUT,Austria,Calendar and seasonally adjusted,2008-Q3,4.757543
AUT,Austria,Calendar and seasonally adjusted,2008-Q4,2.569599
AUT,Austria,Calendar and seasonally adjusted,2009-Q1,2.989774
AUT,Austria,Calendar and seasonally adjusted,2009-Q2,2.478557
AUT,Austria,Calendar and seasonally adjusted,2009-Q3,2.898373
AUT,Austria,Calendar and seasonally adjusted,2009-Q4,2.647944
