ccode,country,Adjustment,Date,pct_ca_oecd
CAN,Canada,Calendar and seasonally adjusted,2020-Q4,-1.288687
CAN,Canada,Calendar and seasonally adjusted,2021-Q1,-0.2847756
CAN,Canada,Calendar and seasonally adjusted,2021-Q2,-0.1004817
CAN,Canada,Calendar and seasonally adjusted,2021-Q3,0.3567271
CAN,Canada,Calendar and seasonally adjusted,2021-Q4,-0.06269348
CAN,Canada,Calendar and seasonally adjusted,2022-Q1,0.4634054
CAN,Canada,Calendar and seasonally adjusted,2022-Q2,0.8620905
CAN,Canada,Calendar and seasonally adjusted,2022-Q3,-1.157378
CAN,Canada,Calendar and seasonally adjusted,2022-Q4,-1.36754
CAN,Canada,Calendar and seasonally adjusted,2023-Q1,-0.5427424
CAN,Canada,Calendar and seasonally adjusted,2023-Q2,-0.8146205
CAN,Canada,Calendar and seasonally adjusted,2023-Q3,-1.084588
CAN,Canada,Calendar and seasonally adjusted,2023-Q4,-0.07408604
CAN,Canada,Calendar and seasonally adjusted,2024-Q1,-0.2971103
CAN,Canada,Calendar and seasonally adjusted,2024-Q2,-0.6236737
CAN,Canada,Calendar and seasonally adjusted,2024-Q3,-0.4693485
CAN,Canada,Calendar and seasonally adjusted,2024-Q4,-0.6368964
CHL,Chile,Calendar and seasonally adjusted,2003-Q1,-0.1171942
CHL,Chile,Calendar and seasonally adjusted,2003-Q2,-2.791162
CHL,Chile,Calendar and seasonally adjusted,2003-Q3,1.73863
CHL,Chile,Calendar and seasonally adjusted,2003-Q4,4.22431
CHL,Chile,Calendar and seasonally adjusted,2004-Q1,0.8472492
CHL,Chile,Calendar and seasonally adjusted,2004-Q2,2.468062
CHL,Chile,Calendar and seasonally adjusted,2004-Q3,2.703552
CHL,Chile,Calendar and seasonally adjusted,2004-Q4,2.397442
CHL,Chile,Calendar and seasonally adjusted,2005-Q1,2.41357
CHL,Chile,Calendar and seasonally adjusted,2005-Q2,0.5425981
CHL,Chile,Calendar and seasonally adjusted,2005-Q3,1.053059
CHL,Chile,Calendar and seasonally adjusted,2005-Q4,3.971695
CHL,Chile,Calendar and seasonally adjusted,2006-Q1,3.783441
CHL,Chile,Calendar and seasonally adjusted,2006-Q2,7.09941
CHL,Chile,Calendar and seasonally adjusted,2006-Q3,5.200515
CHL,Chile,Calendar and seasonally adjusted,2006-Q4,7.343248
CHL,Chile,Calendar and seasonally adjusted,2007-Q1,6.63906
CHL,Chile,Calendar and seasonally adjusted,2007-Q2,7.194976
CHL,Chile,Calendar and seasonally adjusted,2007-Q3,5.432327
CHL,Chile,Calendar and seasonally adjusted,2007-Q4,1.370007
CHL,Chile,Calendar and seasonally adjusted,2008-Q1,1.759502
CHL,Chile,Calendar and seasonally adjusted,2008-Q2,-3.901594
CHL,Chile,Calendar and seasonally adjusted,2008-Q3,-8.451393
CHL,Chile,Calendar and seasonally adjusted,2008-Q4,-9.109486
CHL,Chile,Calendar and seasonally adjusted,2009-Q1,-0.566273
CHL,Chile,Calendar and seasonally adjusted,2009-Q2,1.143328
CHL,Chile,Calendar and seasonally adjusted,2009-Q3,2.246664
CHL,Chile,Calendar and seasonally adjusted,2009-Q4,2.560732
CHL,Chile,Calendar and seasonally adjusted,2010-Q1,0.5426456
CHL,Chile,Calendar and seasonally adjusted,2010-Q2,-0.6442462
CHL,Chile,Calendar and seasonally adjusted,2010-Q3,0.9653671
CHL,Chile,Calendar and seasonally adjusted,2010-Q4,2.632292
CHL,Chile,Calendar and seasonally adjusted,2011-Q1,-3.743981
CHL,Chile,Calendar and seasonally adjusted,2011-Q2,-3.759311
CHL,Chile,Calendar and seasonally adjusted,2011-Q3,-6.154515
CHL,Chile,Calendar and seasonally adjusted,2011-Q4,-5.776384
CHL,Chile,Calendar and seasonally adjusted,2012-Q1,-3.662581
CHL,Chile,Calendar and seasonally adjusted,2012-Q2,-5.657332
CHL,Chile,Calendar and seasonally adjusted,2012-Q3,-6.566431
CHL,Chile,Calendar and seasonally adjusted,2012-Q4,-5.751436
CHL,Chile,Calendar and seasonally adjusted,2013-Q1,-4.741402
CHL,Chile,Calendar and seasonally adjusted,2013-Q2,-5.212277
CHL,Chile,Calendar and seasonally adjusted,2013-Q3,-4.443818
CHL,Chile,Calendar and seasonally adjusted,2013-Q4,-4.439686
CHL,Chile,Calendar and seasonally adjusted,2014-Q1,-5.049108
CHL,Chile,Calendar and seasonally adjusted,2014-Q2,-2.955751
CHL,Chile,Calendar and seasonally adjusted,2014-Q3,-2.208735
CHL,Chile,Calendar and seasonally adjusted,2014-Q4,-3.11568
CHL,Chile,Calendar and seasonally adjusted,2015-Q1,-1.985004
CHL,Chile,Calendar and seasonally adjusted,2015-Q2,-1.673355
CHL,Chile,Calendar and seasonally adjusted,2015-Q3,-3.067111
CHL,Chile,Calendar and seasonally adjusted,2015-Q4,-4.471896
CHL,Chile,Calendar and seasonally adjusted,2016-Q1,-3.224637
CHL,Chile,Calendar and seasonally adjusted,2016-Q2,-3.048587
CHL,Chile,Calendar and seasonally adjusted,2016-Q3,-3.129248
CHL,Chile,Calendar and seasonally adjusted,2016-Q4,-2.657431
CHL,Chile,Calendar and seasonally adjusted,2017-Q1,-3.780544
CHL,Chile,Calendar and seasonally adjusted,2017-Q2,-3.699915
CHL,Chile,Calendar and seasonally adjusted,2017-Q3,-1.549772
CHL,Chile,Calendar and seasonally adjusted,2017-Q4,-1.168765
CHL,Chile,Calendar and seasonally adjusted,2018-Q1,-3.43167
CHL,Chile,Calendar and seasonally adjusted,2018-Q2,-4.363492
CHL,Chile,Calendar and seasonally adjusted,2018-Q3,-3.971025
CHL,Chile,Calendar and seasonally adjusted,2018-Q4,-6.221334
CHL,Chile,Calendar and seasonally adjusted,2019-Q1,-3.694548
CHL,Chile,Calendar and seasonally adjusted,2019-Q2,-5.674181
CHL,Chile,Calendar and seasonally adjusted,2019-Q3,-4.979258
CHL,Chile,Calendar and seasonally adjusted,2019-Q4,-6.255434
CHL,Chile,Calendar and seasonally adjusted,2020-Q1,-6.907115
CHL,Chile,Calendar and seasonally adjusted,2020-Q2,0.9847384
CHL,Chile,Calendar and seasonally adjusted,2020-Q3,-0.8358445
CHL,Chile,Calendar and seasonally adjusted,2020-Q4,-1.713264
CHL,Chile,Calendar and seasonally adjusted,2021-Q1,-5.421499
CHL,Chile,Calendar and seasonally adjusted,2021-Q2,-5.273296
CHL,Chile,Calendar and seasonally adjusted,2021-Q3,-7.799802
CHL,Chile,Calendar and seasonally adjusted,2021-Q4,-9.909678
CHL,Chile,Calendar and seasonally adjusted,2022-Q1,-8.623274
CHL,Chile,Calendar and seasonally adjusted,2022-Q2,-11.76192
CHL,Chile,Calendar and seasonally adjusted,2022-Q3,-8.176414
CHL,Chile,Calendar and seasonally adjusted,2022-Q4,-6.5433
CHL,Chile,Calendar and seasonally adjusted,2023-Q1,-0.7063938
CHL,Chile,Calendar and seasonally adjusted,2023-Q2,-3.782552
CHL,Chile,Calendar and seasonally adjusted,2023-Q3,-4.474418
CHL,Chile,Calendar and seasonally adjusted,2023-Q4,-2.919123
CHL,Chile,Calendar and seasonally adjusted,2024-Q1,-2.013135
CHL,Chile,Calendar and seasonally adjusted,2024-Q2,-2.157904
CHL,Chile,Calendar and seasonally adjusted,2024-Q3,-0.5894662
CHL,Chile,Calendar and seasonally adjusted,2024-Q4,-2.259199
CHN,China (People’s Republic of),Calendar and seasonally adjusted,1998-Q1,5.827651
CHN,China (People’s Republic of),Calendar and seasonally adjusted,1998-Q2,2.907752
CHN,China (People’s Republic of),Calendar and seasonally adjusted,1998-Q3,1.835771
CHN,China (People’s Republic of),Calendar and seasonally adjusted,1998-Q4,2.542505
CHN,China (People’s Republic of),Calendar and seasonally adjusted,1999-Q1,0.8548527
CHN,China (People’s Republic of),Calendar and seasonally adjusted,1999-Q2,1.100766
CHN,China (People’s Republic of),Calendar and seasonally adjusted,1999-Q3,3.412767
CHN,China (People’s Republic of),Calendar and seasonally adjusted,1999-Q4,1.581233
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2000-Q1,1.931178
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2000-Q2,1.9357
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2000-Q3,2.009688
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2000-Q4,1.206801
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2001-Q1,2.625474
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2001-Q2,0.6119196
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2001-Q3,1.277041
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2001-Q4,1.063013
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2002-Q1,3.504351
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2002-Q2,2.216767
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2002-Q3,1.531348
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2002-Q4,2.369816
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2003-Q1,1.420487
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2003-Q2,2.946834
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2003-Q3,1.781464
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2003-Q4,3.347385
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2004-Q1,2.029033
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2004-Q2,2.092421
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2004-Q3,3.194163
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2004-Q4,5.577891
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2005-Q1,6.335031
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2005-Q2,6.117393
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2005-Q3,5.292455
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2005-Q4,5.100547
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2006-Q1,7.508158
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2006-Q2,7.75482
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2006-Q3,8.064999
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2006-Q4,9.166247
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2007-Q1,10.8799
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2007-Q2,10.67131
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2007-Q3,10.05253
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2007-Q4,7.909146
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2008-Q1,10.24613
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2008-Q2,8.786543
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2008-Q3,8.353752
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2008-Q4,8.595877
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2009-Q1,7.542651
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2009-Q2,3.726616
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2009-Q3,3.01059
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2009-Q4,4.778962
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2010-Q1,3.103728
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2010-Q2,3.439154
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2010-Q3,4.782142
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2010-Q4,3.644892
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2011-Q1,1.043694
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2011-Q2,2.720834
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2011-Q3,1.748582
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2011-Q4,1.253312
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2012-Q1,2.693068
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2012-Q2,2.963867
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2012-Q3,3.02551
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2012-Q4,1.20687
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2013-Q1,3.277854
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2013-Q2,1.90865
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2013-Q3,0.9955283
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2013-Q4,0.3994929
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2014-Q1,1.443833
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2014-Q2,2.880364
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2014-Q3,2.585681
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2014-Q4,1.825848
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2015-Q1,4.154152
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2015-Q2,2.505675
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2015-Q3,2.048808
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2015-Q4,2.049552
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2016-Q1,2.656618
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2016-Q2,2.18528
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2016-Q3,2.224793
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2016-Q4,-0.07108288
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2017-Q1,1.532671
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2017-Q2,1.865141
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2017-Q3,1.162729
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2017-Q4,1.417848
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2018-Q1,-0.6956964
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2018-Q2,-0.02143695
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2018-Q3,0.4064979
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2018-Q4,0.7715489
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2019-Q1,1.316724
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2019-Q2,0.6061015
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2019-Q3,0.7143697
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2019-Q4,0.2510014
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2020-Q1,-1.139191
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2020-Q2,2.754129
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2020-Q3,2.087516
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2020-Q4,2.156463
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2021-Q1,2.492697
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2021-Q2,1.495837
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2021-Q3,1.794497
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2021-Q4,1.987369
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2022-Q1,2.78648
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2022-Q2,2.143153
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2022-Q3,2.980221
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2022-Q4,1.939152
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2023-Q1,2.250922
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2023-Q2,1.67213
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2023-Q3,1.281072
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2023-Q4,0.8134726
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2024-Q1,1.672158
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2024-Q2,1.534679
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2024-Q3,3.001734
CHN,China (People’s Republic of),Calendar and seasonally adjusted,2024-Q4,2.691953
COL,Colombia,Calendar and seasonally adjusted,2005-Q1,-1.15673
COL,Colombia,Calendar and seasonally adjusted,2005-Q2,-0.7862606
COL,Colombia,Calendar and seasonally adjusted,2005-Q3,-2.514441
COL,Colombia,Calendar and seasonally adjusted,2005-Q4,-0.9191009
COL,Colombia,Calendar and seasonally adjusted,2006-Q1,-1.27219
COL,Colombia,Calendar and seasonally adjusted,2006-Q2,-1.795717
COL,Colombia,Calendar and seasonally adjusted,2006-Q3,-2.044246
COL,Colombia,Calendar and seasonally adjusted,2006-Q4,-2.163315
COL,Colombia,Calendar and seasonally adjusted,2007-Q1,-4.303512
COL,Colombia,Calendar and seasonally adjusted,2007-Q2,-2.715633
COL,Colombia,Calendar and seasonally adjusted,2007-Q3,-2.864317
COL,Colombia,Calendar and seasonally adjusted,2007-Q4,-2.222294
COL,Colombia,Calendar and seasonally adjusted,2008-Q1,-2.026612
COL,Colombia,Calendar and seasonally adjusted,2008-Q2,-1.627775
COL,Colombia,Calendar and seasonally adjusted,2008-Q3,-2.705482
COL,Colombia,Calendar and seasonally adjusted,2008-Q4,-4.424787
COL,Colombia,Calendar and seasonally adjusted,2009-Q1,-1.792285
COL,Colombia,Calendar and seasonally adjusted,2009-Q2,-1.731536
COL,Colombia,Calendar and seasonally adjusted,2009-Q3,-2.01691
COL,Colombia,Calendar and seasonally adjusted,2009-Q4,-1.981482
COL,Colombia,Calendar and seasonally adjusted,2010-Q1,-1.702686
COL,Colombia,Calendar and seasonally adjusted,2010-Q2,-2.442968
COL,Colombia,Calendar and seasonally adjusted,2010-Q3,-4.217578
COL,Colombia,Calendar and seasonally adjusted,2010-Q4,-3.246883
COL,Colombia,Calendar and seasonally adjusted,2011-Q1,-2.38853
COL,Colombia,Calendar and seasonally adjusted,2011-Q2,-2.617704
COL,Colombia,Calendar and seasonally adjusted,2011-Q3,-3.392274
COL,Colombia,Calendar and seasonally adjusted,2011-Q4,-3.110307
COL,Colombia,Calendar and seasonally adjusted,2012-Q1,-1.820936
COL,Colombia,Calendar and seasonally adjusted,2012-Q2,-4.085683
COL,Colombia,Calendar and seasonally adjusted,2012-Q3,-3.747564
COL,Colombia,Calendar and seasonally adjusted,2012-Q4,-2.78034
COL,Colombia,Calendar and seasonally adjusted,2013-Q1,-3.55125
COL,Colombia,Calendar and seasonally adjusted,2013-Q2,-2.842763
COL,Colombia,Calendar and seasonally adjusted,2013-Q3,-3.587013
COL,Colombia,Calendar and seasonally adjusted,2013-Q4,-2.979911
COL,Colombia,Calendar and seasonally adjusted,2014-Q1,-4.338243
COL,Colombia,Calendar and seasonally adjusted,2014-Q2,-4.813663
COL,Colombia,Calendar and seasonally adjusted,2014-Q3,-4.74615
COL,Colombia,Calendar and seasonally adjusted,2014-Q4,-6.948351
COL,Colombia,Calendar and seasonally adjusted,2015-Q1,-6.772283
COL,Colombia,Calendar and seasonally adjusted,2015-Q2,-6.088472
COL,Colombia,Calendar and seasonally adjusted,2015-Q3,-6.873375
COL,Colombia,Calendar and seasonally adjusted,2015-Q4,-5.604874
COL,Colombia,Calendar and seasonally adjusted,2016-Q1,-5.542006
COL,Colombia,Calendar and seasonally adjusted,2016-Q2,-4.258043
COL,Colombia,Calendar and seasonally adjusted,2016-Q3,-4.616055
COL,Colombia,Calendar and seasonally adjusted,2016-Q4,-3.563709
COL,Colombia,Calendar and seasonally adjusted,2017-Q1,-4.345726
COL,Colombia,Calendar and seasonally adjusted,2017-Q2,-3.508247
COL,Colombia,Calendar and seasonally adjusted,2017-Q3,-3.111886
COL,Colombia,Calendar and seasonally adjusted,2017-Q4,-1.84198
COL,Colombia,Calendar and seasonally adjusted,2018-Q1,-3.333347
COL,Colombia,Calendar and seasonally adjusted,2018-Q2,-4.408924
COL,Colombia,Calendar and seasonally adjusted,2018-Q3,-3.942881
COL,Colombia,Calendar and seasonally adjusted,2018-Q4,-5.134504
COL,Colombia,Calendar and seasonally adjusted,2019-Q1,-4.35227
COL,Colombia,Calendar and seasonally adjusted,2019-Q2,-4.478094
COL,Colombia,Calendar and seasonally adjusted,2019-Q3,-5.272212
COL,Colombia,Calendar and seasonally adjusted,2019-Q4,-4.223158
COL,Colombia,Calendar and seasonally adjusted,2020-Q1,-2.862415
COL,Colombia,Calendar and seasonally adjusted,2020-Q2,-3.924873
COL,Colombia,Calendar and seasonally adjusted,2020-Q3,-2.998767
COL,Colombia,Calendar and seasonally adjusted,2020-Q4,-3.90493
COL,Colombia,Calendar and seasonally adjusted,2021-Q1,-3.746728
COL,Colombia,Calendar and seasonally adjusted,2021-Q2,-5.791246
COL,Colombia,Calendar and seasonally adjusted,2021-Q3,-5.972973
COL,Colombia,Calendar and seasonally adjusted,2021-Q4,-6.758446
COL,Colombia,Calendar and seasonally adjusted,2022-Q1,-5.879312
COL,Colombia,Calendar and seasonally adjusted,2022-Q2,-5.764194
COL,Colombia,Calendar and seasonally adjusted,2022-Q3,-6.896985
COL,Colombia,Calendar and seasonally adjusted,2022-Q4,-5.627992
COL,Colombia,Calendar and seasonally adjusted,2023-Q1,-3.020974
COL,Colombia,Calendar and seasonally adjusted,2023-Q2,-2.805968
COL,Colombia,Calendar and seasonally adjusted,2023-Q3,-1.506979
COL,Colombia,Calendar and seasonally adjusted,2023-Q4,-1.795571
COL,Colombia,Calendar and seasonally adjusted,2024-Q1,-1.728689
COL,Colombia,Calendar and seasonally adjusted,2024-Q2,-1.721695
COL,Colombia,Calendar and seasonally adjusted,2024-Q3,-1.466865
COL,Colombia,Calendar and seasonally adjusted,2024-Q4,-2.125951
CRI,Costa Rica,Calendar and seasonally adjusted,1999-Q1,-4.509298
CRI,Costa Rica,Calendar and seasonally adjusted,1999-Q2,-3.584345
CRI,Costa Rica,Calendar and seasonally adjusted,1999-Q3,-7.770182
CRI,Costa Rica,Calendar and seasonally adjusted,1999-Q4,-6.531662
CRI,Costa Rica,Calendar and seasonally adjusted,2000-Q1,-3.837895
CRI,Costa Rica,Calendar and seasonally adjusted,2000-Q2,-6.272379
CRI,Costa Rica,Calendar and seasonally adjusted,2000-Q3,-4.106956
CRI,Costa Rica,Calendar and seasonally adjusted,2000-Q4,-4.031388
CRI,Costa Rica,Calendar and seasonally adjusted,2001-Q1,-1.981347
CRI,Costa Rica,Calendar and seasonally adjusted,2001-Q2,-4.430328
CRI,Costa Rica,Calendar and seasonally adjusted,2001-Q3,-3.237162
CRI,Costa Rica,Calendar and seasonally adjusted,2001-Q4,-3.216319
CRI,Costa Rica,Calendar and seasonally adjusted,2002-Q1,-4.229889
CRI,Costa Rica,Calendar and seasonally adjusted,2002-Q2,-6.629136
CRI,Costa Rica,Calendar and seasonally adjusted,2002-Q3,-4.387205
CRI,Costa Rica,Calendar and seasonally adjusted,2002-Q4,-5.233825
CRI,Costa Rica,Calendar and seasonally adjusted,2003-Q1,-7.202177
CRI,Costa Rica,Calendar and seasonally adjusted,2003-Q2,-5.129315
CRI,Costa Rica,Calendar and seasonally adjusted,2003-Q3,-4.283214
CRI,Costa Rica,Calendar and seasonally adjusted,2003-Q4,-3.912752
CRI,Costa Rica,Calendar and seasonally adjusted,2004-Q1,-2.861973
CRI,Costa Rica,Calendar and seasonally adjusted,2004-Q2,-4.609957
CRI,Costa Rica,Calendar and seasonally adjusted,2004-Q3,-4.232691
CRI,Costa Rica,Calendar and seasonally adjusted,2004-Q4,-2.564488
CRI,Costa Rica,Calendar and seasonally adjusted,2005-Q1,-3.669973
CRI,Costa Rica,Calendar and seasonally adjusted,2005-Q2,-2.816458
CRI,Costa Rica,Calendar and seasonally adjusted,2005-Q3,-4.862119
CRI,Costa Rica,Calendar and seasonally adjusted,2005-Q4,-5.274426
CRI,Costa Rica,Calendar and seasonally adjusted,2006-Q1,-3.493368
CRI,Costa Rica,Calendar and seasonally adjusted,2006-Q2,-3.79728
CRI,Costa Rica,Calendar and seasonally adjusted,2006-Q3,-5.048151
CRI,Costa Rica,Calendar and seasonally adjusted,2006-Q4,-3.80403
CRI,Costa Rica,Calendar and seasonally adjusted,2007-Q1,-5.254485
CRI,Costa Rica,Calendar and seasonally adjusted,2007-Q2,-4.763498
CRI,Costa Rica,Calendar and seasonally adjusted,2007-Q3,-5.230398
CRI,Costa Rica,Calendar and seasonally adjusted,2007-Q4,-6.441263
CRI,Costa Rica,Calendar and seasonally adjusted,2008-Q1,-6.718397
CRI,Costa Rica,Calendar and seasonally adjusted,2008-Q2,-12.19192
CRI,Costa Rica,Calendar and seasonally adjusted,2008-Q3,-8.770045
CRI,Costa Rica,Calendar and seasonally adjusted,2008-Q4,-5.52357
CRI,Costa Rica,Calendar and seasonally adjusted,2009-Q1,-1.431122
CRI,Costa Rica,Calendar and seasonally adjusted,2009-Q2,-0.5580932
CRI,Costa Rica,Calendar and seasonally adjusted,2009-Q3,-1.671269
CRI,Costa Rica,Calendar and seasonally adjusted,2009-Q4,-3.132149
CRI,Costa Rica,Calendar and seasonally adjusted,2010-Q1,-1.741114
CRI,Costa Rica,Calendar and seasonally adjusted,2010-Q2,-3.548892
CRI,Costa Rica,Calendar and seasonally adjusted,2010-Q3,-2.799619
CRI,Costa Rica,Calendar and seasonally adjusted,2010-Q4,-4.508718
CRI,Costa Rica,Calendar and seasonally adjusted,2011-Q1,-4.046541
CRI,Costa Rica,Calendar and seasonally adjusted,2011-Q2,-3.63106
CRI,Costa Rica,Calendar and seasonally adjusted,2011-Q3,-7.214005
CRI,Costa Rica,Calendar and seasonally adjusted,2011-Q4,-6.209481
CRI,Costa Rica,Calendar and seasonally adjusted,2012-Q1,-6.129333
CRI,Costa Rica,Calendar and seasonally adjusted,2012-Q2,-4.139456
CRI,Costa Rica,Calendar and seasonally adjusted,2012-Q3,-4.251064
CRI,Costa Rica,Calendar and seasonally adjusted,2012-Q4,-6.028291
CRI,Costa Rica,Calendar and seasonally adjusted,2013-Q1,-5.711629
CRI,Costa Rica,Calendar and seasonally adjusted,2013-Q2,-5.527096
CRI,Costa Rica,Calendar and seasonally adjusted,2013-Q3,-3.976912
CRI,Costa Rica,Calendar and seasonally adjusted,2013-Q4,-4.080655
CRI,Costa Rica,Calendar and seasonally adjusted,2014-Q1,-6.275644
CRI,Costa Rica,Calendar and seasonally adjusted,2014-Q2,-5.322391
CRI,Costa Rica,Calendar and seasonally adjusted,2014-Q3,-4.590853
CRI,Costa Rica,Calendar and seasonally adjusted,2014-Q4,-2.822567
CRI,Costa Rica,Calendar and seasonally adjusted,2015-Q1,-3.261672
CRI,Costa Rica,Calendar and seasonally adjusted,2015-Q2,-3.678056
CRI,Costa Rica,Calendar and seasonally adjusted,2015-Q3,-4.424601
CRI,Costa Rica,Calendar and seasonally adjusted,2015-Q4,-2.219237
CRI,Costa Rica,Calendar and seasonally adjusted,2016-Q1,-1.181361
CRI,Costa Rica,Calendar and seasonally adjusted,2016-Q2,-2.732505
CRI,Costa Rica,Calendar and seasonally adjusted,2016-Q3,-2.489243
CRI,Costa Rica,Calendar and seasonally adjusted,2016-Q4,-1.975443
CRI,Costa Rica,Calendar and seasonally adjusted,2017-Q1,-4.493101
CRI,Costa Rica,Calendar and seasonally adjusted,2017-Q2,-2.852074
CRI,Costa Rica,Calendar and seasonally adjusted,2017-Q3,-3.934469
CRI,Costa Rica,Calendar and seasonally adjusted,2017-Q4,-3.009539
CRI,Costa Rica,Calendar and seasonally adjusted,2018-Q1,-1.848511
CRI,Costa Rica,Calendar and seasonally adjusted,2018-Q2,-4.731597
CRI,Costa Rica,Calendar and seasonally adjusted,2018-Q3,-1.344012
CRI,Costa Rica,Calendar and seasonally adjusted,2018-Q4,-3.90079
CRI,Costa Rica,Calendar and seasonally adjusted,2019-Q1,-1.494366
CRI,Costa Rica,Calendar and seasonally adjusted,2019-Q2,-1.156389
CRI,Costa Rica,Calendar and seasonally adjusted,2019-Q3,-0.9060049
