country_name,date2,pct_ca,ca,ccode,cn
Bolivia,1985-07-01,-16.8765157461166,.,BOL,218
Bolivia,1985-10-01,-16.8390810489655,.,BOL,218
Bolivia,1986-01-01,-17.9404109716415,.,BOL,218
Bolivia,1986-04-01,-13.6470690369606,.,BOL,218
Bolivia,1986-07-01,-11.2048104405403,.,BOL,218
Bolivia,1986-10-01,-9.82157215476036,.,BOL,218
Bolivia,1987-01-01,-10.5434931814671,.,BOL,218
Bolivia,1987-04-01,-10.5001702904701,.,BOL,218
Bolivia,1987-07-01,-10.4635946452618,.,BOL,218
Bolivia,1987-10-01,-10.6917284429073,.,BOL,218
Bolivia,1988-01-01,-8.18428471684456,.,BOL,218
Bolivia,1988-04-01,-5.30996471643448,.,BOL,218
Bolivia,1988-07-01,-10.7458963990211,.,BOL,218
Bolivia,1988-10-01,-4.76375892758369,.,BOL,218
Bolivia,1989-01-01,-8.76060128211975,.,BOL,218
Bolivia,1989-04-01,-5.43445572257042,.,BOL,218
Bolivia,1989-07-01,-3.38875539600849,.,BOL,218
Bolivia,1989-10-01,-7.17416107654572,.,BOL,218
Bolivia,1990-01-01,-4.84704673290253,-3.5963960672069,BOL,218
Bolivia,1990-04-01,-5.45561201870441,-5.31862675235037,BOL,218
Bolivia,1990-07-01,-2.29780022054911,-2.21412867786457,BOL,218
Bolivia,1990-10-01,-5.3719662129879,-5.13666659082024,BOL,218
Bolivia,1991-01-01,-1.23546272516251,-1.59807987305663,BOL,218
Bolivia,1991-04-01,-6.32139146327972,-6.10264241063931,BOL,218
Bolivia,1991-07-01,-3.43216098845005,-3.69311548228314,BOL,218
Bolivia,1991-10-01,-10.1160526275635,-9.0214142418984,BOL,218
Bolivia,1992-01-01,-8.33782106637955,-7.45796453985693,BOL,218
Bolivia,1992-04-01,-11.6538062691689,-10.2687284055387,BOL,218
Bolivia,1992-07-01,-9.86927375197411,-9.0076338410309,BOL,218
Bolivia,1992-10-01,-10.2161057293415,-9.93168028111532,BOL,218
Bolivia,1993-01-01,-9.51652005314827,-8.59539833541203,BOL,218
Bolivia,1993-04-01,-10.4937255382538,-9.84401909749694,BOL,218
Bolivia,1993-07-01,-6.65388181805611,-5.97844798352769,BOL,218
Bolivia,1993-10-01,-10.4360088706017,-8.30113355152862,BOL,218
Bolivia,1994-01-01,-0.640392769128084,-1.43639119989102,BOL,218
Bolivia,1994-04-01,-2.57940031588078,-3.88600893061855,BOL,218
Bolivia,1994-07-01,0.775037985295057,-0.898047193636712,BOL,218
Bolivia,1994-10-01,-3.8529921323061,-3.99010319897963,BOL,218
Bolivia,1995-01-01,-7.57266581058502,-4.68952335365652,BOL,218
Bolivia,1995-04-01,-6.30620718002319,-5.09437580887716,BOL,218
Bolivia,1995-07-01,-2.62988153845072,-3.43623244901395,BOL,218
Bolivia,1995-10-01,-3.00064478069544,-3.89161590065084,BOL,218
Bolivia,1996-01-01,-4.22222912311554,-3.00811191069688,BOL,218
Bolivia,1996-04-01,-6.09714575111866,-5.4669165255691,BOL,218
Bolivia,1996-07-01,-4.33867760002613,-4.81768323659981,BOL,218
Bolivia,1996-10-01,-8.36967527866364,-6.83400622509492,BOL,218
Bolivia,1997-01-01,-8.75946879386902,-6.90000109071751,BOL,218
Bolivia,1997-04-01,-4.9317616969347,-6.24950564212666,BOL,218
Bolivia,1997-07-01,-5.75400702655315,-6.74518589221725,BOL,218
Bolivia,1997-10-01,-9.70969721674919,-8.47686171141866,BOL,218
Bolivia,1998-01-01,-9.60264727473259,-7.85107046658234,BOL,218
Bolivia,1998-04-01,-10.5120845139027,-9.03593294938514,BOL,218
Bolivia,1998-07-01,-6.34588599205017,-7.3975198350312,BOL,218
Bolivia,1998-10-01,-6.4621314406395,-6.48578158819558,BOL,218
Bolivia,1999-01-01,-9.40273404121399,-7.26953604550475,BOL,218
Bolivia,1999-04-01,-2.89594139903784,-4.52858472120691,BOL,218
Bolivia,1999-07-01,-3.67801673710346,-5.85197910993995,BOL,218
Bolivia,1999-10-01,-7.95081481337547,-6.36826303946289,BOL,218
Bolivia,2000-01-01,-9.3372106552124,-6.83316401074769,BOL,218
Bolivia,2000-04-01,-6.65178894996643,-6.08840622502263,BOL,218
Bolivia,2000-07-01,-3.10156084597111,-4.27224928248889,BOL,218
Bolivia,2000-10-01,-3.03016602993011,-3.79716776707556,BOL,218
Bolivia,2001-01-01,-4.05829064548016,-3.24538920602,BOL,218
Bolivia,2001-04-01,-4.64456789195538,-3.91871652704926,BOL,218
Bolivia,2001-07-01,-1.67807750403881,-2.73650046217973,BOL,218
Bolivia,2001-10-01,-3.29362154006958,-3.85954418331785,BOL,218
Bolivia,2002-01-01,-4.86195906996727,-4.12741759619553,BOL,218
Bolivia,2002-04-01,-5.53145222365856,-4.58752182932007,BOL,218
Bolivia,2002-07-01,-4.72990237176418,-4.33358015936545,BOL,218
Bolivia,2002-10-01,-3.26964594423771,-3.33355282242186,BOL,218
Bolivia,2003-01-01,-2.85019893199205,-1.94446861907954,BOL,218
Bolivia,2003-04-01,-0.914996862411499,-0.245118947188801,BOL,218
Bolivia,2003-07-01,3.32022532820702,1.97199458556102,BOL,218
Bolivia,2003-10-01,4.18635495007038,3.26496254721836,BOL,218
Bolivia,2004-01-01,2.8038389980793,3.84345278160158,BOL,218
Bolivia,2004-04-01,4.81680147349834,3.76204626407189,BOL,218
Bolivia,2004-07-01,7.40355774760246,5.63873943334681,BOL,218
Bolivia,2004-10-01,1.09823448583484,2.9146071964754,BOL,218
Bolivia,2005-01-01,4.87919598817825,5.65679833438514,BOL,218
Bolivia,2005-04-01,6.46862164139748,5.57037521512418,BOL,218
Bolivia,2005-07-01,7.78039693832397,6.94598142150751,BOL,218
Bolivia,2005-10-01,7.92693570256233,7.35667719526568,BOL,218
Bolivia,2006-01-01,7.40585625171661,8.90329292718383,BOL,218
Bolivia,2006-04-01,9.94322746992111,9.94028152411955,BOL,218
Bolivia,2006-07-01,17.5574377179146,13.1286760124636,BOL,218
Bolivia,2006-10-01,13.4247094392776,11.9425863984178,BOL,218
Bolivia,2007-01-01,9.69114005565643,11.8269294352099,BOL,218
Bolivia,2007-04-01,11.3481193780899,12.1362566760464,BOL,218
Bolivia,2007-07-01,14.2312586307526,12.9612140691416,BOL,218
Bolivia,2007-10-01,14.77110683918,13.2192529640588,BOL,218
Bolivia,2008-01-01,15.3015926480293,14.1288850778556,BOL,218
Bolivia,2008-04-01,12.3860858380795,11.3723122616174,BOL,218
Bolivia,2008-07-01,13.2626697421074,10.5273418489444,BOL,218
Bolivia,2008-10-01,9.21379178762436,9.70592249241248,BOL,218
Bolivia,2009-01-01,4.10987287759781,6.61348265752121,BOL,218
Bolivia,2009-04-01,6.52024447917938,5.87665374477303,BOL,218
Bolivia,2009-07-01,6.82096853852272,5.75872823111937,BOL,218
Bolivia,2009-10-01,1.29709122702479,3.19960267203881,BOL,218
Bolivia,2010-01-01,.,5.35891064608506,BOL,218
Bolivia,2010-04-01,.,3.89526195304593,BOL,218
Bolivia,2010-07-01,.,4.95183726449395,BOL,218
Bolivia,2010-10-01,.,3.61630697473908,BOL,218
Bolivia,2011-01-01,.,3.10106545745496,BOL,218
Bolivia,2011-04-01,.,3.62263719172186,BOL,218
Bolivia,2011-07-01,.,1.69729862250757,BOL,218
Bolivia,2011-10-01,.,0.692146322220443,BOL,218
Bolivia,2012-01-01,.,1.36072547239425,BOL,218
Bolivia,2012-04-01,.,8.30131052806326,BOL,218
Bolivia,2012-07-01,.,10.0450124841477,BOL,218
Bolivia,2012-10-01,.,7.66552672872891,BOL,218
Bolivia,2013-01-01,.,7.45276960150604,BOL,218
Bolivia,2013-04-01,.,5.01511505410176,BOL,218
Bolivia,2013-07-01,.,4.71251661201753,BOL,218
Bolivia,2013-10-01,.,-1.81097474832425,BOL,218
Bolivia,2014-01-01,.,5.09975768893511,BOL,218
Bolivia,2014-04-01,.,5.91456787495625,BOL,218
Bolivia,2014-07-01,.,-1.44758846757797,BOL,218
Bolivia,2014-10-01,.,-3.42603292435993,BOL,218
Bolivia,2015-01-01,.,-4.35480858713177,BOL,218
Bolivia,2015-04-01,.,-4.75417527960704,BOL,218
Bolivia,2015-07-01,.,-5.75307608606818,BOL,218
Bolivia,2015-10-01,.,-7.32312831000894,BOL,218
Bolivia,2016-01-01,.,-5.73059232204283,BOL,218
Bolivia,2016-04-01,.,-6.54156504052124,BOL,218
Bolivia,2016-07-01,.,-4.81855250019749,BOL,218
Bolivia,2016-10-01,.,-6.20473203908179,BOL,218
Bolivia,2017-01-01,.,-6.19361021144416,BOL,218
Bolivia,2017-04-01,.,-4.82027609456532,BOL,218
Bolivia,2017-07-01,.,-4.43535115020617,BOL,218
Bolivia,2017-10-01,.,-3.90439460975336,BOL,218
Bolivia,2018-01-01,.,-2.77237376119797,BOL,218
Bolivia,2018-04-01,.,-2.57009423550077,BOL,218
Bolivia,2018-07-01,.,-1.51856885907794,BOL,218
Bolivia,2018-10-01,.,-10.0894813818444,BOL,218
Bolivia,2019-01-01,.,-6.20607095884137,BOL,218
Bolivia,2019-04-01,.,-4.73781318245775,BOL,218
Bolivia,2019-07-01,.,-0.255398515843147,BOL,218
Bolivia,2019-10-01,.,-2.35309417788527,BOL,218
Bolivia,2020-01-01,.,.,BOL,218
Bolivia,2020-04-01,.,.,BOL,218
Bolivia,2020-07-01,.,.,BOL,218
Bolivia,2020-10-01,.,.,BOL,218
Bolivia,2021-01-01,.,.,BOL,218
Bolivia,2021-04-01,.,.,BOL,218
Bolivia,2021-07-01,.,.,BOL,218
Bolivia,2021-10-01,.,.,BOL,218
Bolivia,2022-01-01,.,.,BOL,218
Bolivia,2022-04-01,.,.,BOL,218
Bolivia,2022-07-01,.,.,BOL,218
Brazil,1955-01-01,.,.,BRA,223
Brazil,1955-04-01,.,.,BRA,223
Brazil,1955-07-01,.,.,BRA,223
Brazil,1955-10-01,.,.,BRA,223
Brazil,1956-01-01,.,.,BRA,223
Brazil,1956-04-01,.,.,BRA,223
Brazil,1956-07-01,.,.,BRA,223
Brazil,1956-10-01,.,.,BRA,223
Brazil,1957-01-01,.,.,BRA,223
Brazil,1957-04-01,.,.,BRA,223
Brazil,1957-07-01,.,.,BRA,223
Brazil,1957-10-01,.,.,BRA,223
Brazil,1958-01-01,.,.,BRA,223
Brazil,1958-04-01,.,.,BRA,223
Brazil,1958-07-01,.,.,BRA,223
Brazil,1958-10-01,.,.,BRA,223
Brazil,1959-01-01,.,.,BRA,223
Brazil,1959-04-01,.,.,BRA,223
Brazil,1959-07-01,.,.,BRA,223
Brazil,1959-10-01,.,.,BRA,223
Brazil,1960-01-01,.,.,BRA,223
Brazil,1960-04-01,.,.,BRA,223
Brazil,1960-07-01,.,.,BRA,223
Brazil,1960-10-01,.,.,BRA,223
Brazil,1961-01-01,.,.,BRA,223
Brazil,1961-04-01,.,.,BRA,223
Brazil,1961-07-01,.,.,BRA,223
Brazil,1961-10-01,.,.,BRA,223
Brazil,1962-01-01,.,.,BRA,223
Brazil,1962-04-01,.,.,BRA,223
Brazil,1962-07-01,.,.,BRA,223
Brazil,1962-10-01,.,.,BRA,223
Brazil,1963-01-01,.,.,BRA,223
Brazil,1963-04-01,.,.,BRA,223
Brazil,1963-07-01,.,.,BRA,223
Brazil,1963-10-01,.,.,BRA,223
Brazil,1964-01-01,.,.,BRA,223
Brazil,1964-04-01,.,.,BRA,223
Brazil,1964-07-01,.,.,BRA,223
Brazil,1964-10-01,.,.,BRA,223
Brazil,1965-01-01,.,.,BRA,223
Brazil,1965-04-01,.,.,BRA,223
Brazil,1965-07-01,.,.,BRA,223
Brazil,1965-10-01,.,.,BRA,223
Brazil,1966-01-01,.,.,BRA,223
Brazil,1966-04-01,.,.,BRA,223
Brazil,1966-07-01,.,.,BRA,223
Brazil,1966-10-01,.,.,BRA,223
Brazil,1967-01-01,.,.,BRA,223
Brazil,1967-04-01,.,.,BRA,223
Brazil,1967-07-01,.,.,BRA,223
Brazil,1967-10-01,.,.,BRA,223
Brazil,1968-01-01,.,.,BRA,223
Brazil,1968-04-01,.,.,BRA,223
Brazil,1968-07-01,.,.,BRA,223
Brazil,1968-10-01,.,.,BRA,223
Brazil,1969-01-01,.,.,BRA,223
Brazil,1969-04-01,.,.,BRA,223
Brazil,1969-07-01,.,.,BRA,223
Brazil,1969-10-01,.,.,BRA,223
Brazil,1970-01-01,.,.,BRA,223
Brazil,1970-04-01,.,.,BRA,223
Brazil,1970-07-01,.,.,BRA,223
Brazil,1970-10-01,.,.,BRA,223
Brazil,1971-01-01,.,.,BRA,223
Brazil,1971-04-01,.,.,BRA,223
Brazil,1971-07-01,.,.,BRA,223
Brazil,1971-10-01,.,.,BRA,223
Brazil,1972-01-01,.,.,BRA,223
Brazil,1972-04-01,.,.,BRA,223
Brazil,1972-07-01,.,.,BRA,223
Brazil,1972-10-01,.,.,BRA,223
Brazil,1973-01-01,.,.,BRA,223
Brazil,1973-04-01,.,.,BRA,223
Brazil,1973-07-01,.,.,BRA,223
Brazil,1973-10-01,.,.,BRA,223
Brazil,1974-01-01,.,.,BRA,223
Brazil,1974-04-01,.,.,BRA,223
Brazil,1974-07-01,.,.,BRA,223
Brazil,1974-10-01,.,.,BRA,223
Brazil,1975-01-01,.,.,BRA,223
Brazil,1975-04-01,.,.,BRA,223
Brazil,1975-07-01,.,.,BRA,223
Brazil,1975-10-01,.,.,BRA,223
Brazil,1976-01-01,.,.,BRA,223
Brazil,1976-04-01,.,.,BRA,223
Brazil,1976-07-01,.,.,BRA,223
Brazil,1976-10-01,.,.,BRA,223
Brazil,1977-01-01,.,.,BRA,223
Brazil,1977-04-01,.,.,BRA,223
Brazil,1977-07-01,.,.,BRA,223
Brazil,1977-10-01,.,.,BRA,223
Brazil,1978-01-01,-2.85999998450279,.,BRA,223
Brazil,1978-04-01,-3.26999984681606,.,BRA,223
Brazil,1978-07-01,-3.55000011622906,.,BRA,223
Brazil,1978-10-01,-3.46999987959862,.,BRA,223
Brazil,1979-01-01,-3.68999987840652,.,BRA,223
Brazil,1979-04-01,-3.86999994516373,.,BRA,223
Brazil,1979-07-01,-4.14999984204769,.,BRA,223
Brazil,1979-10-01,-4.78999987244606,.,BRA,223
Brazil,1980-01-01,-5.29999993741512,.,BRA,223
Brazil,1980-04-01,-5.55999986827374,.,BRA,223
Brazil,1980-07-01,-5.71999996900558,.,BRA,223
Brazil,1980-10-01,-5.35999983549118,.,BRA,223
Brazil,1981-01-01,-4.8700001090765,.,BRA,223
Brazil,1981-04-01,-4.69999983906746,.,BRA,223
Brazil,1981-07-01,-4.47000004351139,.,BRA,223
Brazil,1981-10-01,-4.52999994158745,.,BRA,223
Brazil,1982-01-01,-4.8200000077486,.,BRA,223
Brazil,1982-04-01,-5.18000014126301,.,BRA,223
Brazil,1982-07-01,-5.60000017285347,.,BRA,223
Brazil,1982-10-01,-5.99999986588955,.,BRA,223
Brazil,1983-01-01,-6.23999983072281,.,BRA,223
Brazil,1983-04-01,-5.62999993562698,.,BRA,223
Brazil,1983-07-01,-4.41999994218349,.,BRA,223
Brazil,1983-10-01,-3.57000008225441,.,BRA,223
Brazil,1984-01-01,-2.19999998807907,.,BRA,223
Brazil,1984-04-01,-1.38999996706843,.,BRA,223
Brazil,1984-07-01,-0.680000009015203,.,BRA,223
Brazil,1984-10-01,0.0500000023748726,.,BRA,223
Brazil,1985-01-01,-0.410000002011657,.,BRA,223
Brazil,1985-04-01,-0.249999994412065,.,BRA,223
Brazil,1985-07-01,-0.249999994412065,.,BRA,223
Brazil,1985-10-01,-0.120000005699694,.,BRA,223
Brazil,1986-01-01,0.20000000949949,.,BRA,223
Brazil,1986-04-01,0.120000005699694,.,BRA,223
Brazil,1986-07-01,-0.549999997019768,.,BRA,223
Brazil,1986-10-01,-2.06000003963709,.,BRA,223
Brazil,1987-01-01,-2.69000008702278,.,BRA,223
Brazil,1987-04-01,-2.85999998450279,.,BRA,223
Brazil,1987-07-01,-1.93000007420778,.,BRA,223
Brazil,1987-10-01,-0.510000018402934,.,BRA,223
Brazil,1988-01-01,0.19000000320375,.,BRA,223
Brazil,1988-04-01,1.00999996066093,.,BRA,223
Brazil,1988-07-01,1.22999995946884,.,BRA,223
Brazil,1988-10-01,1.37000000104308,.,BRA,223
Brazil,1989-01-01,1.68999992311001,.,BRA,223
Brazil,1989-04-01,1.10999997705221,.,BRA,223
Brazil,1989-07-01,0.370000000111759,.,BRA,223
Brazil,1989-10-01,0.249999994412065,.,BRA,223
Brazil,1990-01-01,-0.570000009611249,.,BRA,223
Brazil,1990-04-01,-0.270000007003546,.,BRA,223
Brazil,1990-07-01,-0.289999996311963,.,BRA,223
Brazil,1990-10-01,-0.810000021010637,.,BRA,223
Brazil,1991-01-01,-0.230000005103648,.,BRA,223
Brazil,1991-04-01,-0.400000018998981,.,BRA,223
Brazil,1991-07-01,-0.659999996423721,.,BRA,223
Brazil,1991-10-01,-0.350000010803342,.,BRA,223
Brazil,1992-01-01,-0.0500000023748726,.,BRA,223
Brazil,1992-04-01,0.31999999191612,.,BRA,223
Brazil,1992-07-01,0.820000004023314,.,BRA,223
Brazil,1992-10-01,1.57999992370605,.,BRA,223
Brazil,1993-01-01,1.18000004440546,.,BRA,223
Brazil,1993-04-01,0.579999992623925,.,BRA,223
Brazil,1993-07-01,0.419999985024333,.,BRA,223
Brazil,1993-10-01,-0.15999999595806,.,BRA,223
Brazil,1994-01-01,-0.039999998989515,.,BRA,223
Brazil,1994-04-01,0.150000001303852,.,BRA,223
Brazil,1994-07-01,0.559999980032444,.,BRA,223
Brazil,1994-10-01,-0.329999998211861,.,BRA,223
Brazil,1995-01-01,-2.73000001907349,.,BRA,223
Brazil,1995-04-01,-2.4100000038743,.,BRA,223
Brazil,1995-07-01,-2.92000006884336,.,BRA,223
Brazil,1995-10-01,-2.39000003784895,.,BRA,223
Brazil,1996-01-01,-2.07000002264977,-2.20856689738456,BRA,223
Brazil,1996-04-01,-1.7400000244379,-2.02439199865221,BRA,223
Brazil,1996-07-01,-2.09999997168779,-3.17822107209899,BRA,223
Brazil,1996-10-01,-2.80000008642673,-3.72706022387062,BRA,223
Brazil,1997-01-01,-2.91000008583069,-2.9105236924466,BRA,223
Brazil,1997-04-01,-3.29000018537045,-3.45709462326827,BRA,223
Brazil,1997-07-01,-3.4400001168251,-3.56793040932854,BRA,223
Brazil,1997-10-01,-3.50000001490116,-3.93403687511894,BRA,223
Brazil,1998-01-01,-3.68000008165836,-3.70017743973294,BRA,223
Brazil,1998-04-01,-3.64999994635582,-3.16194309792067,BRA,223
Brazil,1998-07-01,-3.84999997913837,-4.39682840913481,BRA,223
Brazil,1998-10-01,-3.95999997854233,-4.42031899850283,BRA,223
Brazil,1999-01-01,-4.19000014662743,-5.01173511574676,BRA,223
Brazil,1999-04-01,-4.5499999076128,-4.22091401242426,BRA,223
Brazil,1999-07-01,-4.45000007748604,-4.14623999171846,BRA,223
Brazil,1999-10-01,-4.32000011205673,-3.82997798826643,BRA,223
Brazil,2000-01-01,-3.97000014781952,-3.06697850926139,BRA,223
Brazil,2000-04-01,-3.86000014841557,-3.81493322079944,BRA,223
Brazil,2000-07-01,-3.68000008165836,-3.52470820806314,BRA,223
Brazil,2000-10-01,-3.75999994575977,-4.84302585848043,BRA,223
Brazil,2001-01-01,-4.28999997675419,-4.48201391737053,BRA,223
Brazil,2001-04-01,-4.38000001013279,-4.47326087875742,BRA,223
Brazil,2001-07-01,-4.52999994158745,-4.44876085706051,BRA,223
Brazil,2001-10-01,-4.19000014662743,-3.33121985869644,BRA,223
Brazil,2002-01-01,-3.68000008165836,-2.63572563950738,BRA,223
Brazil,2002-04-01,-3.48000004887581,-3.29319019494206,BRA,223
Brazil,2002-07-01,-2.56999991834164,-0.287962074653036,BRA,223
Brazil,2002-10-01,-1.51000004261732,0.909997510397009,BRA,223
Brazil,2003-01-01,-0.820000004023314,0.13124549021423,BRA,223
Brazil,2003-04-01,0.260000000707805,0.323992027636968,BRA,223
Brazil,2003-07-01,0.680000009015203,1.02665780123439,BRA,223
Brazil,2003-10-01,0.749999983236194,0.934587996428862,BRA,223
Brazil,2004-01-01,0.980000011622906,1.41855709930368,BRA,223
Brazil,2004-04-01,1.31999999284744,1.65121902439566,BRA,223
Brazil,2004-07-01,1.56999994069338,1.86673556048382,BRA,223
Brazil,2004-10-01,1.75999999046326,1.66930813726704,BRA,223
Brazil,2005-01-01,1.76999997347593,2.00194413285004,BRA,223
Brazil,2005-04-01,1.62000004202127,1.26697605770775,BRA,223
Brazil,2005-07-01,1.5599999576807,1.43962232387037,BRA,223
Brazil,2005-10-01,1.57999992370605,1.52266589419466,BRA,223
Brazil,2006-01-01,1.38999996706843,1.30321481269135,BRA,223
Brazil,2006-04-01,1.16999996826053,0.480367754115926,BRA,223
Brazil,2006-07-01,1.29000004380941,1.72264933457148,BRA,223
Brazil,2006-10-01,1.25000001862645,1.19207660079357,BRA,223
Brazil,2007-01-01,1.07000004500151,0.773435922699991,BRA,223
Brazil,2007-04-01,1.09000001102686,0.446033692698202,BRA,223
Brazil,2007-07-01,0.540000014007092,-0.392994405081579,BRA,223
Brazil,2007-10-01,0.109999999403954,-0.531389701994914,BRA,223
Brazil,2008-01-01,-0.620000017806888,-2.27197466449619,BRA,223
Brazil,2008-04-01,-1.16999996826053,-1.749820613318,BRA,223
Brazil,2008-07-01,-1.5599999576807,-1.63373031758601,BRA,223
Brazil,2008-10-01,-1.71000007539988,-1.48754516850863,BRA,223
Brazil,2009-01-01,-1.48000000044703,-1.41005482307537,BRA,223
Brazil,2009-04-01,-1.2699999846518,-0.939339606017257,BRA,223
Brazil,2009-07-01,-1.16999996826053,-1.45223752049231,BRA,223
Brazil,2009-10-01,-1.52000002563,-2.2237020018799,BRA,223
Brazil,2010-01-01,-1.73000004142523,-4.14330501974371,BRA,223
Brazil,2010-04-01,-2.05000005662441,-3.70825654246799,BRA,223
Brazil,2010-07-01,-2.29000002145767,-3.9124077243945,BRA,223
Brazil,2010-10-01,-2.27000005543232,-2.68716532012433,BRA,223
Brazil,2011-01-01,-2.30999998748302,-2.98962672533877,BRA,223
Brazil,2011-04-01,-2.18000002205372,-2.99844527388283,BRA,223
Brazil,2011-07-01,.,-2.71433715887088,BRA,223
Brazil,2011-10-01,.,-2.98485207652901,BRA,223
Brazil,2012-01-01,.,-3.08333983060334,BRA,223
Brazil,2012-04-01,.,-3.87744324225154,BRA,223
Brazil,2012-07-01,.,-3.07578907107878,BRA,223
Brazil,2012-10-01,.,-3.66196827878023,BRA,223
Brazil,2013-01-01,.,-3.65499439813751,BRA,223
Brazil,2013-04-01,.,-3.21030756066639,BRA,223
Brazil,2013-07-01,.,-3.57886505147693,BRA,223
Brazil,2013-10-01,.,-2.45674002053823,BRA,223
Brazil,2014-01-01,.,-4.4403480890894,BRA,223
Brazil,2014-04-01,.,-3.70778691523828,BRA,223
Brazil,2014-07-01,.,-3.7765216757488,BRA,223
Brazil,2014-10-01,.,-4.67132195831332,BRA,223
Brazil,2015-01-01,.,-4.36180625616805,BRA,223
Brazil,2015-04-01,.,-3.16395935384566,BRA,223
Brazil,2015-07-01,.,-2.51757294149308,BRA,223
Brazil,2015-10-01,.,-1.52148155646514,BRA,223
Brazil,2016-01-01,.,-1.12294699533324,BRA,223
Brazil,2016-04-01,.,-1.1809524433094,BRA,223
Brazil,2016-07-01,.,-1.31229436803694,BRA,223
Brazil,2016-10-01,.,-1.74226504172453,BRA,223
Brazil,2017-01-01,.,-0.187923036997693,BRA,223
Brazil,2017-04-01,.,-0.787489783020775,BRA,223
Brazil,2017-07-01,.,-1.55377198705757,BRA,223
Brazil,2017-10-01,.,-1.72986008336161,BRA,223
Brazil,2018-01-01,.,-2.00065632268616,BRA,223
Brazil,2018-04-01,.,-2.7112237938243,BRA,223
Brazil,2018-07-01,.,-3.82201203298325,BRA,223
Brazil,2018-10-01,.,-2.29919033792822,BRA,223
Brazil,2019-01-01,.,-2.40917830385946,BRA,223
Brazil,2019-04-01,.,-3.96895580054846,BRA,223
Brazil,2019-07-01,.,-4.28949979673682,BRA,223
Brazil,2019-10-01,.,-3.22618921542581,BRA,223
Brazil,2020-01-01,.,-3.39303738242321,BRA,223
Brazil,2020-04-01,.,-0.211646935058877,BRA,223
Brazil,2020-07-01,.,-0.094747313195496,BRA,223
Brazil,2020-10-01,.,-2.4799138031272,BRA,223
Brazil,2021-01-01,.,-2.93628624459984,BRA,223
Brazil,2021-04-01,.,-0.0597799881058553,BRA,223
Brazil,2021-07-01,.,-0.818459666536061,BRA,223
Brazil,2021-10-01,.,-3.23250304746533,BRA,223
Brazil,2022-01-01,.,-1.12388237601244,BRA,223
Brazil,2022-04-01,.,-1.80781967029066,BRA,223
Brazil,2022-07-01,.,.,BRA,223
Bulgaria,1955-01-01,.,.,BGR,918
Bulgaria,1955-04-01,.,.,BGR,918
Bulgaria,1955-07-01,.,.,BGR,918
Bulgaria,1955-10-01,.,.,BGR,918
Bulgaria,1956-01-01,.,.,BGR,918
Bulgaria,1956-04-01,.,.,BGR,918
Bulgaria,1956-07-01,.,.,BGR,918
Bulgaria,1956-10-01,.,.,BGR,918
Bulgaria,1957-01-01,.,.,BGR,918
Bulgaria,1957-04-01,.,.,BGR,918
Bulgaria,1957-07-01,.,.,BGR,918
Bulgaria,1957-10-01,.,.,BGR,918
Bulgaria,1958-01-01,.,.,BGR,918
Bulgaria,1958-04-01,.,.,BGR,918
Bulgaria,1958-07-01,.,.,BGR,918
Bulgaria,1958-10-01,.,.,BGR,918
Bulgaria,1959-01-01,.,.,BGR,918
Bulgaria,1959-04-01,.,.,BGR,918
Bulgaria,1959-07-01,.,.,BGR,918
Bulgaria,1959-10-01,.,.,BGR,918
Bulgaria,1960-01-01,.,.,BGR,918
Bulgaria,1960-04-01,.,.,BGR,918
Bulgaria,1960-07-01,.,.,BGR,918
Bulgaria,1960-10-01,.,.,BGR,918
Bulgaria,1961-01-01,.,.,BGR,918
Bulgaria,1961-04-01,.,.,BGR,918
Bulgaria,1961-07-01,.,.,BGR,918
Bulgaria,1961-10-01,.,.,BGR,918
Bulgaria,1962-01-01,.,.,BGR,918
Bulgaria,1962-04-01,.,.,BGR,918
Bulgaria,1962-07-01,.,.,BGR,918
Bulgaria,1962-10-01,.,.,BGR,918
Bulgaria,1963-01-01,.,.,BGR,918
Bulgaria,1963-04-01,.,.,BGR,918
Bulgaria,1963-07-01,.,.,BGR,918
Bulgaria,1963-10-01,.,.,BGR,918
Bulgaria,1964-01-01,.,.,BGR,918
Bulgaria,1964-04-01,.,.,BGR,918
Bulgaria,1964-07-01,.,.,BGR,918
Bulgaria,1964-10-01,.,.,BGR,918
Bulgaria,1965-01-01,.,.,BGR,918
Bulgaria,1965-04-01,.,.,BGR,918
Bulgaria,1965-07-01,.,.,BGR,918
Bulgaria,1965-10-01,.,.,BGR,918
Bulgaria,1966-01-01,.,.,BGR,918
Bulgaria,1966-04-01,.,.,BGR,918
Bulgaria,1966-07-01,.,.,BGR,918
Bulgaria,1966-10-01,.,.,BGR,918
Bulgaria,1967-01-01,.,.,BGR,918
Bulgaria,1967-04-01,.,.,BGR,918
Bulgaria,1967-07-01,.,.,BGR,918
Bulgaria,1967-10-01,.,.,BGR,918
Bulgaria,1968-01-01,.,.,BGR,918
Bulgaria,1968-04-01,.,.,BGR,918
Bulgaria,1968-07-01,.,.,BGR,918
Bulgaria,1968-10-01,.,.,BGR,918
Bulgaria,1969-01-01,.,.,BGR,918
Bulgaria,1969-04-01,.,.,BGR,918
Bulgaria,1969-07-01,.,.,BGR,918
Bulgaria,1969-10-01,.,.,BGR,918
Bulgaria,1970-01-01,.,.,BGR,918
Bulgaria,1970-04-01,.,.,BGR,918
