country_name,date2,pct_ca,ca,ccode,cn
Argentina,1997-07-01,-4.57986406981945,.,ARG,213
Argentina,1997-10-01,-5.00615686178207,.,ARG,213
Argentina,1998-01-01,-5.9561051428318,.,ARG,213
Argentina,1998-04-01,-3.45747508108616,.,ARG,213
Argentina,1998-07-01,-4.98978905379772,.,ARG,213
Argentina,1998-10-01,-4.97898831963539,.,ARG,213
Argentina,1999-01-01,-4.64780367910862,.,ARG,213
Argentina,1999-04-01,-2.64085289090872,.,ARG,213
Argentina,1999-07-01,-4.63482365012169,.,ARG,213
Argentina,1999-10-01,-4.590218141675,.,ARG,213
Argentina,2000-01-01,-4.5783206820488,.,ARG,213
Argentina,2000-04-01,-1.92986372858286,.,ARG,213
Argentina,2000-07-01,-3.25118415057659,.,ARG,213
Argentina,2000-10-01,-2.86503098905087,.,ARG,213
Argentina,2001-01-01,-4.04722094535828,.,ARG,213
Argentina,2001-04-01,-1.39031084254384,.,ARG,213
Argentina,2001-07-01,-0.828162115067244,.,ARG,213
Argentina,2001-10-01,0.83099938929081,.,ARG,213
Argentina,2002-01-01,5.3739108145237,.,ARG,213
Argentina,2002-04-01,13.3363351225853,.,ARG,213
Argentina,2002-07-01,13.1866544485092,.,ARG,213
Argentina,2002-10-01,9.86364483833313,.,ARG,213
Argentina,2003-01-01,7.12690278887749,.,ARG,213
Argentina,2003-04-01,10.4841381311417,.,ARG,213
Argentina,2003-07-01,5.16851544380188,.,ARG,213
Argentina,2003-10-01,3.85218448936939,.,ARG,213
Argentina,2004-01-01,1.48980440571904,.,ARG,213
Argentina,2004-04-01,5.11402785778046,.,ARG,213
Argentina,2004-07-01,1.68147254735231,.,ARG,213
Argentina,2004-10-01,0.785165466368198,.,ARG,213
Argentina,2005-01-01,0.311504164710641,.,ARG,213
Argentina,2005-04-01,4.0900282561779,.,ARG,213
Argentina,2005-07-01,4.4526569545269,.,ARG,213
Argentina,2005-10-01,3.30409556627274,.,ARG,213
Argentina,2006-01-01,2.23507601767778,2.41539820296046,ARG,213
Argentina,2006-04-01,4.76110279560089,2.0163423235964,ARG,213
Argentina,2006-07-01,3.53341959416866,2.69754665289537,ARG,213
Argentina,2006-10-01,4.97892983257771,3.84204723358004,ARG,213
Argentina,2007-01-01,1.74869056791067,2.00152442145211,ARG,213
Argentina,2007-04-01,4.07966896891594,1.59351148109816,ARG,213
Argentina,2007-07-01,1.22426692396402,0.91017834696041,ARG,213
Argentina,2007-10-01,4.99099716544151,3.67240476068187,ARG,213
Argentina,2008-01-01,2.42036879062653,2.94860121824209,ARG,213
Argentina,2008-04-01,0.941332709044218,-1.01954896384802,ARG,213
Argentina,2008-07-01,4.04804758727551,3.0609109796494,ARG,213
Argentina,2008-10-01,1.48411067202687,0.936986719439622,ARG,213
Argentina,2009-01-01,1.95177346467972,2.69746002800788,ARG,213
Argentina,2009-04-01,6.3440628349781,3.93225328880418,ARG,213
Argentina,2009-07-01,1.39823015779257,0.790059331535878,ARG,213
Argentina,2009-10-01,1.81979071348906,1.35391705887798,ARG,213
Argentina,2010-01-01,-0.623355945572257,-0.530254855349312,ARG,213
Argentina,2010-04-01,3.8779653608799,0.888743293709492,ARG,213
Argentina,2010-07-01,0.995867326855659,-0.522367695047246,ARG,213
Argentina,2010-10-01,-0.48810844309628,-1.24705504621556,ARG,213
Argentina,2011-01-01,.,-0.911893642658833,ARG,213
Argentina,2011-04-01,.,-0.687862539536032,ARG,213
Argentina,2011-07-01,.,-1.10387447664793,ARG,213
Argentina,2011-10-01,.,-1.302012831792,ARG,213
Argentina,2012-01-01,.,-0.32737060729942,ARG,213
Argentina,2012-04-01,.,-0.571028423044111,ARG,213
Argentina,2012-07-01,.,-0.000924934682920521,ARG,213
Argentina,2012-10-01,.,-0.57535480001163,ARG,213
Argentina,2013-01-01,.,-1.78366189577588,ARG,213
Argentina,2013-04-01,.,-1.08344544617907,ARG,213
Argentina,2013-07-01,.,-1.86709765445073,ARG,213
Argentina,2013-10-01,.,-3.82994474610712,ARG,213
Argentina,2014-01-01,.,-3.82348191156556,ARG,213
Argentina,2014-04-01,.,-0.306093102912442,ARG,213
Argentina,2014-07-01,.,-1.15736301152024,ARG,213
Argentina,2014-10-01,.,-1.29949128547384,ARG,213
Argentina,2015-01-01,.,-2.96884418480118,ARG,213
Argentina,2015-04-01,.,-2.15151303828865,ARG,213
Argentina,2015-07-01,.,-2.50101948629809,ARG,213
Argentina,2015-10-01,.,-3.3280446712076,ARG,213
Argentina,2016-01-01,.,-2.73652631828988,ARG,213
Argentina,2016-04-01,.,-2.8551904279274,ARG,213
Argentina,2016-07-01,.,-2.07634743165759,ARG,213
Argentina,2016-10-01,.,-3.17482100488558,ARG,213
Argentina,2017-01-01,.,-3.75731001691462,ARG,213
Argentina,2017-04-01,.,-4.73681257513114,ARG,213
Argentina,2017-07-01,.,-4.97572319954412,ARG,213
Argentina,2017-10-01,.,-5.82576501368283,ARG,213
Argentina,2018-01-01,.,-4.80132312579604,ARG,213
Argentina,2018-04-01,.,-6.36918537414331,ARG,213
Argentina,2018-07-01,.,-6.17506689131061,ARG,213
Argentina,2018-10-01,.,-2.21088857048463,ARG,213
Argentina,2019-01-01,.,-1.77705058086169,ARG,213
Argentina,2019-04-01,.,-2.39618029157763,ARG,213
Argentina,2019-07-01,.,-0.992710114204235,ARG,213
Argentina,2019-10-01,.,2.29118372942513,ARG,213
Argentina,2020-01-01,.,1.2441261783644,ARG,213
Argentina,2020-04-01,.,2.56856127933965,ARG,213
Argentina,2020-07-01,.,1.0608245013269,ARG,213
Argentina,2020-10-01,.,-1.32814436729192,ARG,213
Argentina,2021-01-01,.,1.35308242508307,ARG,213
Argentina,2021-04-01,.,1.38694074593743,ARG,213
Argentina,2021-07-01,.,2.57263869837827,ARG,213
Argentina,2021-10-01,.,0.33645246322376,ARG,213
Argentina,2022-01-01,.,-0.0214238345041778,ARG,213
Argentina,2022-04-01,.,-1.10004448140449,ARG,213
Argentina,2022-07-01,.,.,ARG,213
Armenia,1955-01-01,.,.,ARM,911
Armenia,1955-04-01,.,.,ARM,911
Armenia,1955-07-01,.,.,ARM,911
Armenia,1955-10-01,.,.,ARM,911
Armenia,1956-01-01,.,.,ARM,911
Armenia,1956-04-01,.,.,ARM,911
Armenia,1956-07-01,.,.,ARM,911
Armenia,1956-10-01,.,.,ARM,911
Armenia,1957-01-01,.,.,ARM,911
Armenia,1957-04-01,.,.,ARM,911
Armenia,1957-07-01,.,.,ARM,911
Armenia,1957-10-01,.,.,ARM,911
Armenia,1958-01-01,.,.,ARM,911
Armenia,1958-04-01,.,.,ARM,911
Armenia,1958-07-01,.,.,ARM,911
Armenia,1958-10-01,.,.,ARM,911
Armenia,1959-01-01,.,.,ARM,911
Armenia,1959-04-01,.,.,ARM,911
Armenia,1959-07-01,.,.,ARM,911
Armenia,1959-10-01,.,.,ARM,911
Armenia,1960-01-01,.,.,ARM,911
Armenia,1960-04-01,.,.,ARM,911
Armenia,1960-07-01,.,.,ARM,911
Armenia,1960-10-01,.,.,ARM,911
Armenia,1961-01-01,.,.,ARM,911
Armenia,1961-04-01,.,.,ARM,911
Armenia,1961-07-01,.,.,ARM,911
Armenia,1961-10-01,.,.,ARM,911
Armenia,1962-01-01,.,.,ARM,911
Armenia,1962-04-01,.,.,ARM,911
Armenia,1962-07-01,.,.,ARM,911
Armenia,1962-10-01,.,.,ARM,911
Armenia,1963-01-01,.,.,ARM,911
Armenia,1963-04-01,.,.,ARM,911
Armenia,1963-07-01,.,.,ARM,911
Armenia,1963-10-01,.,.,ARM,911
Armenia,1964-01-01,.,.,ARM,911
Armenia,1964-04-01,.,.,ARM,911
Armenia,1964-07-01,.,.,ARM,911
Armenia,1964-10-01,.,.,ARM,911
Armenia,1965-01-01,.,.,ARM,911
Armenia,1965-04-01,.,.,ARM,911
Armenia,1965-07-01,.,.,ARM,911
Armenia,1965-10-01,.,.,ARM,911
Armenia,1966-01-01,.,.,ARM,911
Armenia,1966-04-01,.,.,ARM,911
Armenia,1966-07-01,.,.,ARM,911
Armenia,1966-10-01,.,.,ARM,911
Armenia,1967-01-01,.,.,ARM,911
Armenia,1967-04-01,.,.,ARM,911
Armenia,1967-07-01,.,.,ARM,911
Armenia,1967-10-01,.,.,ARM,911
Armenia,1968-01-01,.,.,ARM,911
Armenia,1968-04-01,.,.,ARM,911
Armenia,1968-07-01,.,.,ARM,911
Armenia,1968-10-01,.,.,ARM,911
Armenia,1969-01-01,.,.,ARM,911
Armenia,1969-04-01,.,.,ARM,911
Armenia,1969-07-01,.,.,ARM,911
Armenia,1969-10-01,.,.,ARM,911
Armenia,1970-01-01,.,.,ARM,911
Armenia,1970-04-01,.,.,ARM,911
Armenia,1970-07-01,.,.,ARM,911
Armenia,1970-10-01,.,.,ARM,911
Armenia,1971-01-01,.,.,ARM,911
Armenia,1971-04-01,.,.,ARM,911
Armenia,1971-07-01,.,.,ARM,911
Armenia,1971-10-01,.,.,ARM,911
Armenia,1972-01-01,.,.,ARM,911
Armenia,1972-04-01,.,.,ARM,911
Armenia,1972-07-01,.,.,ARM,911
Armenia,1972-10-01,.,.,ARM,911
Armenia,1973-01-01,.,.,ARM,911
Armenia,1973-04-01,.,.,ARM,911
Armenia,1973-07-01,.,.,ARM,911
Armenia,1973-10-01,.,.,ARM,911
Armenia,1974-01-01,.,.,ARM,911
Armenia,1974-04-01,.,.,ARM,911
Armenia,1974-07-01,.,.,ARM,911
Armenia,1974-10-01,.,.,ARM,911
Armenia,1975-01-01,.,.,ARM,911
Armenia,1975-04-01,.,.,ARM,911
Armenia,1975-07-01,.,.,ARM,911
Armenia,1975-10-01,.,.,ARM,911
Armenia,1976-01-01,.,.,ARM,911
Armenia,1976-04-01,.,.,ARM,911
Armenia,1976-07-01,.,.,ARM,911
Armenia,1976-10-01,.,.,ARM,911
Armenia,1977-01-01,.,.,ARM,911
Armenia,1977-04-01,.,.,ARM,911
Armenia,1977-07-01,.,.,ARM,911
Armenia,1977-10-01,.,.,ARM,911
Armenia,1978-01-01,.,.,ARM,911
Armenia,1978-04-01,.,.,ARM,911
Armenia,1978-07-01,.,.,ARM,911
Armenia,1978-10-01,.,.,ARM,911
Armenia,1979-01-01,.,.,ARM,911
Armenia,1979-04-01,.,.,ARM,911
Armenia,1979-07-01,.,.,ARM,911
Armenia,1979-10-01,.,.,ARM,911
Armenia,1980-01-01,.,.,ARM,911
Armenia,1980-04-01,.,.,ARM,911
Armenia,1980-07-01,.,.,ARM,911
Armenia,1980-10-01,.,.,ARM,911
Armenia,1981-01-01,.,.,ARM,911
Armenia,1981-04-01,.,.,ARM,911
Armenia,1981-07-01,.,.,ARM,911
Armenia,1981-10-01,.,.,ARM,911
Armenia,1982-01-01,.,.,ARM,911
Armenia,1982-04-01,.,.,ARM,911
Armenia,1982-07-01,.,.,ARM,911
Armenia,1982-10-01,.,.,ARM,911
Armenia,1983-01-01,.,.,ARM,911
Armenia,1983-04-01,.,.,ARM,911
Armenia,1983-07-01,.,.,ARM,911
Armenia,1983-10-01,.,.,ARM,911
Armenia,1984-01-01,.,.,ARM,911
Armenia,1984-04-01,.,.,ARM,911
Armenia,1984-07-01,.,.,ARM,911
Armenia,1984-10-01,.,.,ARM,911
Armenia,1985-01-01,.,.,ARM,911
Armenia,1985-04-01,.,.,ARM,911
Armenia,1985-07-01,.,.,ARM,911
Armenia,1985-10-01,.,.,ARM,911
Armenia,1986-01-01,.,.,ARM,911
Armenia,1986-04-01,.,.,ARM,911
Armenia,1986-07-01,.,.,ARM,911
Armenia,1986-10-01,.,.,ARM,911
Armenia,1987-01-01,.,.,ARM,911
Armenia,1987-04-01,.,.,ARM,911
Armenia,1987-07-01,.,.,ARM,911
Armenia,1987-10-01,.,.,ARM,911
Armenia,1988-01-01,.,.,ARM,911
Armenia,1988-04-01,.,.,ARM,911
Armenia,1988-07-01,.,.,ARM,911
Armenia,1988-10-01,.,.,ARM,911
Armenia,1989-01-01,.,.,ARM,911
Armenia,1989-04-01,.,.,ARM,911
Armenia,1989-07-01,.,.,ARM,911
Armenia,1989-10-01,.,.,ARM,911
Armenia,1990-01-01,.,.,ARM,911
Armenia,1990-04-01,.,.,ARM,911
Armenia,1990-07-01,.,.,ARM,911
Armenia,1990-10-01,.,.,ARM,911
Armenia,1991-01-01,.,.,ARM,911
Armenia,1991-04-01,.,.,ARM,911
Armenia,1991-07-01,.,.,ARM,911
Armenia,1991-10-01,.,.,ARM,911
Armenia,1992-01-01,.,.,ARM,911
Armenia,1992-04-01,.,.,ARM,911
Armenia,1992-07-01,.,.,ARM,911
Armenia,1992-10-01,.,.,ARM,911
Armenia,1993-01-01,.,.,ARM,911
Armenia,1993-04-01,.,.,ARM,911
Armenia,1993-07-01,.,.,ARM,911
Armenia,1993-10-01,.,.,ARM,911
Armenia,1994-01-01,-55.7949721813202,.,ARM,911
Armenia,1994-04-01,-41.4790242910385,.,ARM,911
Armenia,1994-07-01,-11.9543954730034,.,ARM,911
Armenia,1994-10-01,-9.39134955406189,.,ARM,911
Armenia,1995-01-01,-65.2521431446075,.,ARM,911
Armenia,1995-04-01,-8.69785994291306,.,ARM,911
Armenia,1995-07-01,-8.88514667749405,.,ARM,911
Armenia,1995-10-01,-14.258998632431,.,ARM,911
Armenia,1996-01-01,-31.2199503183365,.,ARM,911
Armenia,1996-04-01,-20.9225118160248,.,ARM,911
Armenia,1996-07-01,-11.763846129179,.,ARM,911
Armenia,1996-10-01,-18.5267105698586,.,ARM,911
Armenia,1997-01-01,-50.1541614532471,.,ARM,911
Armenia,1997-04-01,-20.7614973187447,.,ARM,911
Armenia,1997-07-01,-8.89567956328392,.,ARM,911
Armenia,1997-10-01,-16.7045667767525,.,ARM,911
Armenia,1998-01-01,-36.4605516195297,.,ARM,911
Armenia,1998-04-01,-16.7926266789436,.,ARM,911
Armenia,1998-07-01,-16.7622730135918,.,ARM,911
Armenia,1998-10-01,-25.6640642881393,.,ARM,911
Armenia,1999-01-01,-23.1963470578194,.,ARM,911
Armenia,1999-04-01,-16.5029302239418,.,ARM,911
Armenia,1999-07-01,-11.0620647668839,.,ARM,911
Armenia,1999-10-01,-19.1208019852638,.,ARM,911
Armenia,2000-01-01,-28.1558573246002,.,ARM,911
Armenia,2000-04-01,-15.5375957489014,.,ARM,911
Armenia,2000-07-01,-8.59543606638908,-13.4594571957836,ARM,911
Armenia,2000-10-01,-12.4447375535965,-11.6033642828529,ARM,911
Armenia,2001-01-01,-13.1690800189972,-11.94835747015,ARM,911
Armenia,2001-04-01,-10.9160155057907,-11.3182059379532,ARM,911
Armenia,2001-07-01,-6.39108344912529,-8.68487592898068,ARM,911
Armenia,2001-10-01,-9.33460742235184,-8.04383910151758,ARM,911
Armenia,2002-01-01,-10.9137266874313,-6.89491774402157,ARM,911
Armenia,2002-04-01,-4.70367595553398,-5.86176731507206,ARM,911
Armenia,2002-07-01,-5.45236021280289,-7.50508260470773,ARM,911
Armenia,2002-10-01,-5.9086762368679,-7.13793292378883,ARM,911
Armenia,2003-01-01,-14.1317322850227,-6.68786790117188,ARM,911
Armenia,2003-04-01,-11.2398453056812,-7.57494376377135,ARM,911
Armenia,2003-07-01,-3.47365774214268,-5.93905096327486,ARM,911
Armenia,2003-10-01,-3.94005440175533,-7.56875518995291,ARM,911
Armenia,2004-01-01,-4.55353818833828,-5.5802688368048,ARM,911
Armenia,2004-04-01,-0.57906499132514,-3.47051886480959,ARM,911
Armenia,2004-07-01,-0.468370597809553,-3.95890528951761,ARM,911
Armenia,2004-10-01,0.985391717404127,-0.281427067511449,ARM,911
Armenia,2005-01-01,-2.16029938310385,-1.99906592797034,ARM,911
Armenia,2005-04-01,-1.7496831715107,-2.72831891993061,ARM,911
Armenia,2005-07-01,-0.258780224248767,-1.88741172810829,ARM,911
Armenia,2005-10-01,-0.830307602882385,-3.41912574029158,ARM,911
Armenia,2006-01-01,-7.5529508292675,-3.26173562613331,ARM,911
Armenia,2006-04-01,0.0474840577226132,-3.00673937523071,ARM,911
Armenia,2006-07-01,-0.827638804912567,-3.44611343024066,ARM,911
Armenia,2006-10-01,-1.68252307921648,-0.50577089077843,ARM,911
Armenia,2007-01-01,-16.3989931344986,-9.35348728354631,ARM,911
Armenia,2007-04-01,-2.6673486456275,-7.2351286113013,ARM,911
Armenia,2007-07-01,-3.37164998054504,-6.50529025018928,ARM,911
Armenia,2007-10-01,-7.23977461457253,-6.42096961595019,ARM,911
Armenia,2008-01-01,-18.3177292346954,-14.9946440386726,ARM,911
Armenia,2008-04-01,-8.45330953598022,-13.9160946369691,ARM,911
Armenia,2008-07-01,-8.37082490324974,-13.9853605640492,ARM,911
Armenia,2008-10-01,-15.3788641095161,-12.5418308887955,ARM,911
Armenia,2009-01-01,-19.9335157871246,-10.1884742548708,ARM,911
Armenia,2009-04-01,-14.6755084395409,-12.3686930018231,ARM,911
Armenia,2009-07-01,-11.1398696899414,-13.3800355327515,ARM,911
Armenia,2009-10-01,-20.5746442079544,-17.2486932514757,ARM,911
Armenia,2010-01-01,-31.4611285924911,-15.5955930803365,ARM,911
Armenia,2010-04-01,-19.1696330904961,-14.8753979920444,ARM,911
Armenia,2010-07-01,-10.1277194917202,-13.583131635843,ARM,911
Armenia,2010-10-01,-11.483933031559,-12.4305829521813,ARM,911
Armenia,2011-01-01,-25.947093963623,-11.4098205792918,ARM,911
Armenia,2011-04-01,.,-10.1882013649977,ARM,911
Armenia,2011-07-01,.,-9.67241839416911,ARM,911
Armenia,2011-10-01,.,-9.27341133345069,ARM,911
Armenia,2012-01-01,.,-9.62368482997971,ARM,911
Armenia,2012-04-01,.,-9.77571543004197,ARM,911
Armenia,2012-07-01,.,-8.68825071394404,ARM,911
Armenia,2012-10-01,.,-8.43233138440266,ARM,911
Armenia,2013-01-01,.,-7.23724548356784,ARM,911
Armenia,2013-04-01,.,-7.42796932267261,ARM,911
Armenia,2013-07-01,.,-7.52611001434504,ARM,911
Armenia,2013-10-01,.,-8.95052897018781,ARM,911
Armenia,2014-01-01,.,-9.95779346874477,ARM,911
Armenia,2014-04-01,.,-9.42505845674231,ARM,911
Armenia,2014-07-01,.,-10.1374312101169,ARM,911
Armenia,2014-10-01,.,-1.94442707813307,ARM,911
Armenia,2015-01-01,.,-2.62928034045324,ARM,911
Armenia,2015-04-01,.,-1.68767654150354,ARM,911
Armenia,2015-07-01,.,-2.15154711325958,ARM,911
Armenia,2015-10-01,.,-1.8980344362391,ARM,911
Armenia,2016-01-01,.,-0.886800958765833,ARM,911
Armenia,2016-04-01,.,-1.55575770829118,ARM,911
Armenia,2016-07-01,.,-0.297822290703863,ARM,911
Armenia,2016-10-01,.,-0.304667781416136,ARM,911
Armenia,2017-01-01,.,0.11453650594174,ARM,911
Armenia,2017-04-01,.,0.940090088873196,ARM,911
Armenia,2017-07-01,.,0.463099277857346,ARM,911
Armenia,2017-10-01,.,-7.29568987586462,ARM,911
Armenia,2018-01-01,.,-7.21821304313882,ARM,911
Armenia,2018-04-01,.,-7.70465976596306,ARM,911
Armenia,2018-07-01,.,-7.65530961132412,ARM,911
Armenia,2018-10-01,.,-7.1345644899433,ARM,911
Armenia,2019-01-01,.,-6.79771002235279,ARM,911
Armenia,2019-04-01,.,-5.99556038556037,ARM,911
Armenia,2019-07-01,.,-5.11020279030243,ARM,911
Armenia,2019-10-01,.,-12.8215712547862,ARM,911
Armenia,2020-01-01,.,-5.56096458188704,ARM,911
Armenia,2020-04-01,.,-6.47947787638275,ARM,911
Armenia,2020-07-01,.,-6.53828238262128,ARM,911
Armenia,2020-10-01,.,.,ARM,911
Armenia,2021-01-01,.,.,ARM,911
