-3.163606644	1.637692213	10.8052454
-3.04121089	1.743968725	10.82787895
-2.934467793	1.901870012	10.87823582
-2.836713552	1.968127608	10.94878674
-2.74993515	2.051787615	11.13200188
-2.603028297	2.14562726	11.22521687
-2.48566699	2.245898247	11.37498474
-2.326580763	2.365785122	11.43828773
-2.132918358	2.500016928	11.61258984
-1.976148725	2.673714161	11.77745628
-1.800229192	2.866545677	11.92871666
-1.637246013	3.062455893	12.19423294
-1.519364119	3.214273214	12.33040714
-1.362425566	3.323927402	12.48056698
-1.177954197	3.429460764	12.63431263
-1.008233309	3.557631254	12.77312088
-0.8505545259	3.709661961	12.85333252
-0.6857863665	3.863252878	13.01939964
-0.5178804994	4.028382778	13.12945461
-0.3121114075	4.225372791	13.22517776
-0.06879287213	4.423528194	13.38369942
0.1078691408	4.657952309	13.55006981
0.2474044561	4.893202305	13.64362526
0.4270406365	5.080410004	13.87234402
0.6512204409	5.30365324	13.99426174
0.8390943408	5.490960598	14.08181095
1.074158788	5.724858761	14.19907475
1.332403302	5.98257494	14.09554958
1.556474805	6.264235973	14.08325577
1.822947145	6.602045059	14.72338963
1.883045673	6.685861111	14.91439438
1.913223863	6.685861111	15.04626751
1.932980895	6.685861111	15.09323692
1.952258229	6.685861111	15.1997509
1.975667357	6.685861111	15.30386448
2.00688076	6.685861111	15.45525646
2.036725044	6.685861111	15.42138863
2.053482771	6.685861111	15.32777309
2.09889698	6.685861111	15.45457649
2.145155191	6.718795776	15.47183704
2.18463397	6.744730473	15.50783348
2.229086399	6.772656918	15.57754898
2.29452014	6.806530476	15.5832653
2.378718138	6.872179985	15.70040321
2.448539972	6.956888199	15.6532135
2.507293463	6.997220993	15.60716534
2.558894157	7.04825592	15.67833614
2.605202913	7.10076952	15.75324535
2.678075314	7.164534569	15.81180477
2.741080046	7.232169151	15.75330448
2.819885492	7.340187073	15.78872013
2.852977276	7.340187073	15.81598282
2.89387393	7.371985912	15.91319847
2.970851898	7.442018032	15.93004799
3.067246914	7.546541214	16.0340519
3.195788622	7.656890392	16.03922462
3.306312561	7.806834698	16.0885849
3.484848022	8.08434391	16.28907967
3.582600117	8.163371086	16.29982758
3.616054058	8.17046833	16.41960907
3.703080177	8.259846687	16.48109627
3.802313089	8.374313354	16.42495346
3.9398036	8.489073753	16.56318283
4.098788738	8.656040192000001	16.66139221
4.244802475	8.815320969	16.83270073
4.410017967	8.996156693	16.97216415
4.638275146	9.175058365	17.26625633
4.882203102	9.392662048	17.43589592
4.992781639000001	9.392662048	17.63632202
5.078898907	9.411115646000002	17.68940926
5.134468079000001	9.44731617	17.85109711
5.200625896	9.482426643	18.06396294
5.286088943	9.522622108	18.04940987
5.377675533	9.581290245	18.10172844
5.534719467000001	9.635202408	18.13756752
5.822697639	10.84190559	18.37818336
6.401935577	11.73206139	19.11382866
7.164952278	12.25644875	19.72901344
8.252264023	13.24928951	20.61790466
8.573347092	13.39239025	20.90558815
8.662781715	13.39239025	21.25389481
8.717224120999999	13.39239025	21.51172256
8.780387878000001	13.39239025	21.7165184
9.117380142	13.94402885	22.03159904
